Date,Rank_IC
2023-02-07,-0.013033148629624666
2023-02-08,-0.16847297366684144
2023-02-09,-0.08606334841628958
2023-02-10,0.007376066265832703
2023-02-13,-0.039324825937149505
2023-02-14,-0.1418099547511312
2023-02-15,-0.01873387938023723
2023-02-16,-0.021584687112012464
2023-02-17,-0.022761725961434658
2023-02-20,-0.00665218574540964
2023-02-21,0.04113308298704262
2023-02-22,0.1820567949200696
2023-02-23,0.20481028171263074
2023-02-24,0.05353425671305853
2023-02-27,0.26015929149904776
2023-02-28,0.17882757533027854
2023-03-01,0.08182476600403635
2023-03-02,0.2526020464685484
2023-03-03,0.2703864614205619
2023-03-06,0.10002263211526093
2023-03-08,0.23304221934353078
2023-03-09,0.18096230483310952
2023-03-10,0.20915446797962425
2023-03-13,-0.039142928343222624
2023-03-14,-0.057247590698209345
2023-03-15,-0.03973839766472643
2023-03-16,0.02081777683210222
2023-03-17,-0.09371464781756354
2023-03-20,-0.025794773329465486
2023-03-21,-0.03425726914106206
2023-03-22,-0.024209240261900775
2023-03-23,0.03728759879169415
2023-03-24,-0.05141551224046609
2023-03-27,-0.06439059708881234
2023-03-28,-0.048196588216279014
2023-03-29,-0.0923390344032051
2023-03-31,-0.1040794626467191
2023-04-03,0.09421027627470648
2023-04-05,-0.09621868905845399
2023-04-06,0.1369261748353803
2023-04-10,0.11702151756713723
2023-04-11,0.13131815932717017
2023-04-12,-0.012037016114794474
2023-04-13,0.07692307692307691
2023-04-17,0.06629709285555603
2023-04-18,0.007557074026957431
2023-04-19,-0.18327450523067376
2023-04-20,-0.11846957965613505
2023-04-21,-0.11643851188897315
2023-04-24,-0.12000271502426586
2023-04-25,-0.08091413107558647
2023-04-26,-0.11077925649498503
2023-04-27,-0.06493947320663679
2023-04-28,-0.16385356820250968
2023-05-02,-0.027694814123746258
2023-05-03,-0.01434616359951392
2023-05-04,-0.1424143011716279
2023-05-05,0.05118341903531602
2023-05-08,0.07837458716563016
2023-05-09,-0.0557529135822833
2023-05-10,-0.10418411204730059
2023-05-11,0.16309906472438457
2023-05-12,-0.011131473565599322
2023-05-15,0.17018869649534354
2023-05-16,-0.03004660847458339
2023-05-17,0.01633668977532814
2023-05-18,-0.2091376115423875
2023-05-19,-0.3076540194004463
2023-05-22,-0.2810923324776544
2023-05-23,-0.21519732430818186
2023-05-24,-0.27980540964225453
2023-05-25,-0.272953527588384
2023-05-26,-0.1863969597642334
2023-05-29,-0.16359316769476795
2023-05-30,-0.13685735198905194
2023-05-31,-0.14512954046946633
2023-06-01,-0.03927957297289501
2023-06-02,-0.0449845003719774
2023-06-05,0.01810077611247289
2023-06-06,0.019685039450702
2023-06-07,0.13019277816016012
2023-06-08,0.24450176586699515
2023-06-09,0.29561243101585155
