Date,Symbol,SecurityName,Quantity,YEAR
30-AUG-2024,RKFORGE,RAMKRISHNA FORGINGS LTD,270,2024
30-AUG-2024,SBICARD,SBI CARDS & PAY SER LTD,800,2024
30-AUG-2024,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,"1,200",2024
30-AUG-2024,TATACHEM,TATA CHEMICALS LTD,"1,650",2024
30-AUG-2024,TATACONSUM,TATA CONSUMER PRODUCT,456,2024
30-AUG-2024,TATAMOTORS,TATA MOTORS LIMITED,"5,32,500",2024
30-AUG-2024,TCS,TATA CONSULTANCY SERV LT,350,2024
30-AUG-2024,TECHM,TECH MAHINDRA LIMITED,"9,605",2024
30-AUG-2024,WIPRO,WIPRO LTD,"1,500",2024
02-SEP-2024,AXISBANK,AXIS BANK LIMITED,20,2024
02-SEP-2024,BAJAJ-AUTO,BAJAJ AUTO LIMITED,4,2024
02-SEP-2024,BEL,BHARAT ELECTRONICS LTD,15,2024
02-SEP-2024,BPCL,BHARAT PETROLEUM CORP  LT,25,2024
02-SEP-2024,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,1,2024
02-SEP-2024,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,400,2024
02-SEP-2024,COALINDIA,COALINDIA,11,2024
02-SEP-2024,DALBHARAT,DALMIA BHARAT LIMITED,1,2024
02-SEP-2024,DLF,DLF LIMITED,5,2024
02-SEP-2024,GUJGASLTD,GUJARAT GAS LIMITED,"20,000",2024
02-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,251,2024
02-SEP-2024,HINDPETRO,HINDUSTAN PETROLEUM CORP,"2,025",2024
02-SEP-2024,IDFCFIRSTB,IDFC FIRST BANK LIMI,22,2024
02-SEP-2024,INFY,INFOSYS TECHNOLOGIES LTD,5,2024
02-SEP-2024,ITC,ITC LTD,210,2024
02-SEP-2024,LT,LARSEN & TOUBRO LTD.,2,2024
02-SEP-2024,MCX,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,5,2024
02-SEP-2024,PIIND,PI INDUSTRIES LTD        ,10,2024
02-SEP-2024,SAIL,STEEL AUTHORITY OF INDIA,50,2024
02-SEP-2024,SBIN,STATE BANK OF INDIA,123,2024
02-SEP-2024,SIEMENS,SIEMENS LTD,1,2024
02-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,15,2024
02-SEP-2024,TATAPOWER,TATA POWER CO LTD,10,2024
03-SEP-2024,CANBK,CANARA BANK,"1,000",2024
03-SEP-2024,CIPLA,CIPLA LTD,15,2024
03-SEP-2024,COALINDIA,COALINDIA,100,2024
03-SEP-2024,DALBHARAT,DALMIA BHARAT LIMITED,1,2024
03-SEP-2024,HAL,HINDUSTAN AERONAUTICS LTD,15,2024
03-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,"22,050",2024
03-SEP-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,50,2024
03-SEP-2024,ITC,ITC LTD,18,2024
03-SEP-2024,LT,LARSEN & TOUBRO LTD.,2,2024
03-SEP-2024,RECLTD,RURAL ELEC CORP. LTD.,45,2024
03-SEP-2024,SBICARD,SBI CARDS & PAY SER LTD,19,2024
03-SEP-2024,SBIN,STATE BANK OF INDIA,8,2024
03-SEP-2024,SRF,SRF LTD,76,2024
04-SEP-2024,AXISBANK,AXIS BANK LIMITED,25,2024
04-SEP-2024,BALKRISIND,BALKRISHNA IND. LTD      ,54,2024
04-SEP-2024,BANKBARODA,BANK OF BARODA,26,2024
04-SEP-2024,CUMMINSIND,CUMMINS INDIA LTD,3,2024
04-SEP-2024,GAIL,GAIL (INDIA) LTD,18,2024
04-SEP-2024,GLENMARK,GLENMARK PHARMACEUTICALS LIMITED,29,2024
04-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,"2,74,847",2024
04-SEP-2024,IDFC,INFRA. DEV. FIN. CO. LTD,40,2024
04-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,107,2024
04-SEP-2024,IRCTC,INDIAN RAIL TOUR CORP LTD,823,2024
04-SEP-2024,LTIM,LTIMINDTREE LIMITED,3,2024
04-SEP-2024,ONGC,OIL AND NATURAL GAS CORP.,18,2024
04-SEP-2024,RELIANCE,RELIANCE INDUSTRIES LTD,8,2024
04-SEP-2024,ZYDUSLIFE,ZYDUS LIFESCIENCES,12,2024
05-SEP-2024,SWSOLAR,STERLING & WILSON SO LTD,33,2024
05-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,"56,650",2024
05-SEP-2024,THOMASCOOK,THOMAS COOK (INDIA) LTD  ,14,2024
05-SEP-2024,ULTRACEMCO,ULTRATECH CEMENT LIMITED,100,2024
06-SEP-2024,BHEL,BHEL,1,2024
06-SEP-2024,DLF,DLF LIMITED,1,2024
06-SEP-2024,GAEL,GAEL,1,2024
06-SEP-2024,HINDCOPPER,HINDUSTAN COPPER LIMITED,"5,300",2024
06-SEP-2024,ITC,ITC LTD,202,2024
06-SEP-2024,JSWSTEEL,JSW STEEL LIMITED,25,2024
06-SEP-2024,LAURUSLABS,LAURUS LABS LIMITED,10,2024
06-SEP-2024,ONGC,OIL AND NATURAL GAS CORP.,"1,000",2024
06-SEP-2024,PFC,POWER FIN CORP LTD.,25,2024
06-SEP-2024,SBIN,STATE BANK OF INDIA,1,2024
06-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,"1,69,951",2024
09-SEP-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,"11,250",2024
09-SEP-2024,ICICIBANK,ICICI BANK LTD.,"30,100",2024
09-SEP-2024,TVSMOTOR,TVS MOTOR COMPANY  LTD,150,2024
10-SEP-2024,ADFFOODS,ADF FOODS LIMITED,995,2024
10-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"2,400",2024
10-SEP-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,"41,155",2024
10-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,4,2024
10-SEP-2024,ICICIBANK,ICICI BANK LTD.,"1,35,800",2024
10-SEP-2024,PRSMJOHNSN,PRISM JOHNSON LIMITED,85,2024
10-SEP-2024,SUZLON,SUZLON ENERGY LIMITED,"1,007",2024
10-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,"1,20,450",2024
11-SEP-2024,AETHER,AETHER INDUSTRIES LIMITED,50,2024
11-SEP-2024,APOLLOTYRE,APOLLO TYRES LTD,106,2024
11-SEP-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,10,2024
11-SEP-2024,BAJAJCON,BAJAJ CONSUMER CARE LTD,333,2024
11-SEP-2024,BHARTIARTL,BHARTI AIRTEL LIMITED,32,2024
11-SEP-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,2,2024
11-SEP-2024,GRSE,GARDEN REACH SHIP&ENG LTD,108,2024
11-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,25,2024
11-SEP-2024,ICICIBANK,ICICI BANK LTD.,"1,35,115",2024
11-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,20,2024
11-SEP-2024,IOC,INDIAN OIL CORP LTD,4,2024
11-SEP-2024,LT,LARSEN & TOUBRO LTD.,20,2024
11-SEP-2024,NOCIL,NOCIL LIMITED            ,333,2024
11-SEP-2024,RELIANCE,RELIANCE INDUSTRIES LTD,55,2024
11-SEP-2024,SUZLON,SUZLON ENERGY LIMITED,"1,620",2024
11-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,"4,99,950",2024
11-SEP-2024,TITAN,TITAN INDUSTRIES LTD,22,2024
11-SEP-2024,VTL,VARDHMAN TEXTILES LIMITED    ,155,2024
12-SEP-2024,ASIANPAINT,ASIAN PAINTS LIMITED,"1,200",2024
12-SEP-2024,AUROPHARMA,AUROBINDO PHARMA LTD,38,2024
12-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"15,400",2024
12-SEP-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,"2,000",2024
12-SEP-2024,HDFCBANK,HDFC BANK LTD,6,2024
12-SEP-2024,ICICIBANK,ICICI BANK LTD.,"1,30,900",2024
12-SEP-2024,MTNL,MAHANAGAR TELEPHONE NIGAM,370,2024
12-SEP-2024,TVSMOTOR,TVS MOTOR COMPANY  LTD,5,2024
13-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"4,200",2024
13-SEP-2024,EDELWEISS,EDELWEISS FIN SERV LTD,"7,178",2024
13-SEP-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,"96,500",2024
13-SEP-2024,ICICIBANK,ICICI BANK LTD.,"2,11,300",2024
13-SEP-2024,LT,LARSEN & TOUBRO LTD.,66,2024
13-SEP-2024,PNB,PUNJAB NATIONAL BANK,2,2024
13-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,81,2024
13-SEP-2024,TATASTEEL,TATA STEEL LIMITED,26,2024
16-SEP-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,"1,16,000",2024
16-SEP-2024,HOMEFIRST,HOMEFIRST,900,2024
17-SEP-2024,ACC,ACC LIMITED,"1,500",2024
17-SEP-2024,AXISBANK,AXIS BANK LIMITED,"45,625",2024
17-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,"39,200",2024
17-SEP-2024,BERGEPAINT,BERGER PAINTS (I) LIMITED,"11,880",2024
17-SEP-2024,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"2,400",2024
17-SEP-2024,BSOFT,BIRLASOFT LIMITED,"20,000",2024
17-SEP-2024,CIPLA,CIPLA LTD,"19,500",2024
17-SEP-2024,ESCORTS,ESCORTS INDIA LTD,275,2024
17-SEP-2024,GAIL,GAIL (INDIA) LTD,"45,750",2024
17-SEP-2024,GLENMARK,GLENMARK PHARMACEUTICALS LIMITED,"13,050",2024
17-SEP-2024,GODREJPROP,GODREJ PROPERTIES LTD,450,2024
17-SEP-2024,HAL,HINDUSTAN AERONAUTICS LTD,"9,600",2024
17-SEP-2024,HINDALCO,HINDALCO  INDUSTRIES  LTD,"12,600",2024
17-SEP-2024,ICICIBANK,ICICI BANK LTD.,10,2024
17-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,85,2024
17-SEP-2024,INFY,INFOSYS TECHNOLOGIES LTD,"13,200",2024
17-SEP-2024,IRCTC,INDIAN RAIL TOUR CORP LTD,"3,500",2024
17-SEP-2024,LT,LARSEN & TOUBRO LTD.,600,2024
17-SEP-2024,M&M,MAHINDRA & MAHINDRA LTD,"16,800",2024
17-SEP-2024,MARICO,MARICO LIMITED,"3,600",2024
17-SEP-2024,MFSL,MAX FINANCIAL SERV LTD,"16,800",2024
17-SEP-2024,MOTHERSON,SAMVRDHNA MTHRSN INT,"4,26,000",2024
17-SEP-2024,MPHASIS,MPHASIS LIMITED,"1,375",2024
17-SEP-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,200,2024
17-SEP-2024,NTPC,NTPC LTD,"30,000",2024
17-SEP-2024,OBEROIRLTY,OBEROI REALTY LIMITED,"4,200",2024
17-SEP-2024,PIIND,PI INDUSTRIES LTD        ,"2,500",2024
17-SEP-2024,PRESTIGE,PRESTIGE ESTATES PROJECTS LIMITED,4,2024
17-SEP-2024,TITAN,TITAN INDUSTRIES LTD,175,2024
17-SEP-2024,TORNTPHARM,TORRENT PHARMACEUTICALS L,"2,250",2024
17-SEP-2024,TRENT,TRENT LIMITED,"6,400",2024
17-SEP-2024,UNITDSPR,UNITED SPIRITS LIMITED,"74,900",2024
18-SEP-2024,ABFRL,ADITYA BIRLA FASHION & RT,380,2024
18-SEP-2024,ADANIENT,ADANI ENTERPRISES LIMITED,9,2024
18-SEP-2024,ADANIPORTS,ADANI PORT & SEZ LTD,"3,500",2024
18-SEP-2024,AMBUJACEM,AMBUJA CEMENTS LTD,135,2024
18-SEP-2024,ASHOKLEY,ASHOK LEYLAND LTD,100,2024
18-SEP-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,7,2024
18-SEP-2024,AXISBANK,AXIS BANK LIMITED,119,2024
18-SEP-2024,BAJAJ-AUTO,BAJAJ AUTO LIMITED,5,2024
18-SEP-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,"3,726",2024
18-SEP-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,"1,445",2024
18-SEP-2024,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,500,2024
18-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,"10,675",2024
18-SEP-2024,BANKBARODA,BANK OF BARODA,195,2024
18-SEP-2024,BEL,BHARAT ELECTRONICS LTD,500,2024
18-SEP-2024,BERGEPAINT,BERGER PAINTS (I) LIMITED,175,2024
18-SEP-2024,BHARTIARTL,BHARTI AIRTEL LIMITED,674,2024
18-SEP-2024,BHEL,BHEL,500,2024
18-SEP-2024,BIOCON,BIOCON LIMITED.,"5,020",2024
18-SEP-2024,BPCL,BHARAT PETROLEUM CORP  LT,631,2024
18-SEP-2024,BSOFT,BIRLASOFT LIMITED,100,2024
18-SEP-2024,CANFINHOME,CAN FIN HOMES LTD        ,65,2024
18-SEP-2024,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,50,2024
18-SEP-2024,CIPLA,CIPLA LTD,400,2024
18-SEP-2024,COALINDIA,COALINDIA,269,2024
18-SEP-2024,COLPAL,COLGATE PALMOLIVE LTD.,3,2024
18-SEP-2024,CONCOR,CONTAINER CORP OF IND LTD,100,2024
18-SEP-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,525,2024
18-SEP-2024,CROMPTON,CROMPT GREA CON ELEC LTD  ,630,2024
18-SEP-2024,DALBHARAT,DALMIA BHARAT LIMITED,110,2024
18-SEP-2024,DIXON,DIXON TECHNO (INDIA) LTD,142,2024
18-SEP-2024,DLF,DLF LIMITED,60,2024
18-SEP-2024,EICHERMOT,EICHER MOTORS LIMITED,"1,225",2024
18-SEP-2024,EXIDEIND,EXIDE INDUSTRIES LTD,710,2024
18-SEP-2024,FEDERALBNK,FEDERAL BANK LTD,27,2024
18-SEP-2024,GAIL,GAIL (INDIA) LTD,275,2024
18-SEP-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,"54,450",2024
18-SEP-2024,GODREJPROP,GODREJ PROPERTIES LTD,519,2024
18-SEP-2024,GRASIM,GRASIM INDUSTRIES LTD,109,2024
18-SEP-2024,HAL,HINDUSTAN AERONAUTICS LTD,818,2024
18-SEP-2024,HAVELLS,HAVELLS INDIA LIMITED,30,2024
18-SEP-2024,HCL-INSYS,HCL INFOSYSTEMS LTD,"13,271",2024
18-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,8,2024
18-SEP-2024,HDFCAMC,HDFC AMC LIMITED,1,2024
18-SEP-2024,HDFCBANK,HDFC BANK LTD,"1,164",2024
18-SEP-2024,HDFCLIFE,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,58,2024
18-SEP-2024,HEROMOTOCO,HERO MOTOCORP LTD,"1,475",2024
18-SEP-2024,HINDALCO,HINDALCO  INDUSTRIES  LTD,218,2024
18-SEP-2024,HINDCOPPER,HINDUSTAN COPPER LIMITED,360,2024
18-SEP-2024,HINDUNILVR,HINDUSTAN UNILEVER LTD.,204,2024
18-SEP-2024,ICICIBANK,ICICI BANK LTD.,"2,66,769",2024
18-SEP-2024,ICICIGI,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,2,2024
18-SEP-2024,ICICIPRULI,ICICI PRU LIFE INS CO LTD ,"4,250",2024
18-SEP-2024,IDEA,IDEA CELLULAR LIMITED,"29,300",2024
18-SEP-2024,IDFC,INFRA. DEV. FIN. CO. LTD,991,2024
18-SEP-2024,IDFCFIRSTB,IDFC FIRST BANK LIMI,57,2024
18-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,"20,408",2024
18-SEP-2024,IGL,INDRAPRASTHA GAS LTD,"1,062",2024
18-SEP-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,"2,046",2024
18-SEP-2024,INDIAMART,INDIAMART INTERMESH LTD,31,2024
18-SEP-2024,INDIGO,INTERGLOBE AVIATION LTD  ,31,2024
18-SEP-2024,INDUSINDBK,INDUSIND BANK LIMITED,702,2024
18-SEP-2024,INFY,INFOSYS TECHNOLOGIES LTD,19,2024
18-SEP-2024,IRB,IRB INFRA DEV LTD.,"1,29,991",2024
18-SEP-2024,ITC,ITC LTD,"2,064",2024
18-SEP-2024,JSWSTEEL,JSW STEEL LIMITED,354,2024
18-SEP-2024,KEC,KEC INTL. LIMITED        ,"3,183",2024
18-SEP-2024,KITEX,KITEX GARMENTS LTD       ,830,2024
18-SEP-2024,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,655",2024
18-SEP-2024,LICHSGFIN,LIC HOUSING FINANCE LTD,82,2024
18-SEP-2024,LT,LARSEN & TOUBRO LTD.,"2,059",2024
18-SEP-2024,LTF,L&T FINANCE LIMITED,"6,437",2024
18-SEP-2024,LTIM,LTIMINDTREE LIMITED,856,2024
18-SEP-2024,OBEROIRLTY,OBEROI REALTY LIMITED,"2,100",2024
18-SEP-2024,PFC,POWER FIN CORP LTD.,"2,120",2024
18-SEP-2024,PNB,PUNJAB NATIONAL BANK,"2,600",2024
18-SEP-2024,POWERGRID,POWER GRID CORP. LTD.,65,2024
18-SEP-2024,PRUDENT,PRUDENT CORP ADV SER LTD,3,2024
18-SEP-2024,PVRINOX,PVR INOX Limited,60,2024
18-SEP-2024,RECLTD,RURAL ELEC CORP. LTD.,559,2024
18-SEP-2024,RELIANCE,RELIANCE INDUSTRIES LTD,228,2024
18-SEP-2024,RELINFRA,Reliance Infrastructure Limited,"30,060",2024
18-SEP-2024,SBICARD,SBI CARDS & PAY SER LTD,63,2024
18-SEP-2024,SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED,2,2024
18-SEP-2024,SBIN,STATE BANK OF INDIA,322,2024
18-SEP-2024,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,15,2024
18-SEP-2024,SIEMENS,SIEMENS LTD,1,2024
18-SEP-2024,TATACHEM,TATA CHEMICALS LTD,125,2024
18-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,"1,625",2024
18-SEP-2024,TATAPOWER,TATA POWER CO LTD,425,2024
18-SEP-2024,TATASTEEL,TATA STEEL LIMITED,"2,189",2024
18-SEP-2024,TECHM,TECH MAHINDRA LIMITED,"1,05,271",2024
18-SEP-2024,TVSMOTOR,TVS MOTOR COMPANY  LTD,20,2024
18-SEP-2024,UNITDSPR,UNITED SPIRITS LIMITED,3,2024
18-SEP-2024,VEDL,VEDANTA LIMITED,25,2024
18-SEP-2024,WIPRO,WIPRO LTD,400,2024
18-SEP-2024,ZYDUSLIFE,ZYDUS LIFESCIENCES,5,2024
19-SEP-2024,ASHOKLEY,ASHOK LEYLAND LTD,32,2024
19-SEP-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,"1,06,000",2024
19-SEP-2024,BHEL,BHEL,100,2024
19-SEP-2024,CANBK,CANARA BANK,228,2024
19-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"5,800",2024
19-SEP-2024,ICICIBANK,ICICI BANK LTD.,132,2024
19-SEP-2024,IDEA,IDEA CELLULAR LIMITED,1,2024
19-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,160,2024
19-SEP-2024,INFY,INFOSYS TECHNOLOGIES LTD,"2,130",2024
19-SEP-2024,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,25,2024
19-SEP-2024,MGL,MAHANAGAR GAS LTD.    ,"45,200",2024
19-SEP-2024,NTPC,NTPC LTD,100,2024
19-SEP-2024,RELINFRA,Reliance Infrastructure Limited,"1,871",2024
20-SEP-2024,BOSCHLTD,BOSCH LIMITED,250,2024
20-SEP-2024,COCHINSHIP,COCHIN SHIPYARD LIMITED,"1,984",2024
20-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"1,600",2024
20-SEP-2024,EMIL,ELECTRONICS MART IND LTD,3,2024
20-SEP-2024,HCLTECH,HCL TECHNOLOGIES LTD,3,2024
20-SEP-2024,ICICIBANK,ICICI BANK LTD.,"15,49,800",2024
20-SEP-2024,IDFCFIRSTB,IDFC FIRST BANK LIMI,"2,10,000",2024
20-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,85,2024
20-SEP-2024,KALYANKJIL,KALYAN JEWELLERS IND LTD,1,2024
20-SEP-2024,LTF,L&T FINANCE LIMITED,10,2024
20-SEP-2024,MGL,MAHANAGAR GAS LTD.    ,800,2024
20-SEP-2024,TATASTEEL,TATA STEEL LIMITED,"2,000",2024
20-SEP-2024,TVSMOTOR,TVS MOTOR COMPANY  LTD,150,2024
20-SEP-2024,VEDL,VEDANTA LIMITED,2,2024
20-SEP-2024,WELSPUNLIV,WELSPUN LIVING LIMITED,3,2024
23-SEP-2024,ASIANPAINT,ASIAN PAINTS LIMITED,1,2024
23-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,"2,800",2024
23-SEP-2024,DRREDDY,DR. REDDY'S LABORATORIES,2,2024
23-SEP-2024,GMDCLTD,GUJARAT MINERAL DEV CORP,5,2024
23-SEP-2024,HAVELLS,HAVELLS INDIA LIMITED,10,2024
23-SEP-2024,ICICIBANK,ICICI BANK LTD.,"1,32,310",2024
23-SEP-2024,IRCTC,INDIAN RAIL TOUR CORP LTD,41,2024
23-SEP-2024,LTF,L&T FINANCE LIMITED,"1,000",2024
23-SEP-2024,MPHASIS,MPHASIS LIMITED,25,2024
23-SEP-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,"2,00,179",2024
23-SEP-2024,NAVINFLUOR,NAVIN FLUORINE INT. LTD,1,2024
23-SEP-2024,OFSS,Oracle Financial Services Software Limited,8,2024
23-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,9,2024
23-SEP-2024,TATAPOWER,TATA POWER CO LTD,16,2024
23-SEP-2024,YATHARTH,YATHARTH HOSP & TRA C S L,1,2024
24-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,"11,200",2024
24-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"6,200",2024
24-SEP-2024,KALYANKJIL,KALYAN JEWELLERS IND LTD,56,2024
24-SEP-2024,MARUTI,MARUTI SUZUKI INDIA LTD.,1,2024
24-SEP-2024,PNB,PUNJAB NATIONAL BANK,"3,86,000",2024
24-SEP-2024,RKFORGE,RAMKRISHNA FORGINGS LTD,4,2024
24-SEP-2024,VGUARD,V-GUARD IND LTD.    ,1,2024
25-SEP-2024,AARTIIND,AARTI INDUSTRIES LTD,846,2024
25-SEP-2024,ADANIENT,ADANI ENTERPRISES LIMITED,4,2024
25-SEP-2024,ADANIPORTS,ADANI PORT & SEZ LTD,11,2024
25-SEP-2024,AMBUJACEM,AMBUJA CEMENTS LTD,15,2024
25-SEP-2024,APOLLOTYRE,APOLLO TYRES LTD,7,2024
25-SEP-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,1,2024
25-SEP-2024,BAJAJHIND,BAJAJ HINDUSTAN LTD,"1,000",2024
25-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,41,2024
25-SEP-2024,BHEL,BHEL,81,2024
25-SEP-2024,BIOCON,BIOCON LIMITED.,11,2024
25-SEP-2024,DIVISLAB,DIVI'S LABORATORIES LTD,"8,000",2024
25-SEP-2024,EXIDEIND,EXIDE INDUSTRIES LTD,21,2024
25-SEP-2024,GAIL,GAIL (INDIA) LTD,50,2024
25-SEP-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,101,2024
25-SEP-2024,GNFC,GUJARAT NARMADA FERT. CO,21,2024
25-SEP-2024,HDFCBANK,HDFC BANK LTD,211,2024
25-SEP-2024,HERITGFOOD,HERITAGE FOODS LTD    ,10,2024
25-SEP-2024,HINDALCO,HINDALCO  INDUSTRIES  LTD,21,2024
25-SEP-2024,HINDCOPPER,HINDUSTAN COPPER LIMITED,"1,000",2024
25-SEP-2024,HINDPETRO,HINDUSTAN PETROLEUM CORP,16,2024
25-SEP-2024,IDFC,INFRA. DEV. FIN. CO. LTD,25,2024
25-SEP-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,"1,501",2024
25-SEP-2024,IGL,INDRAPRASTHA GAS LTD,11,2024
25-SEP-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,9,2024
25-SEP-2024,INDUSTOWER,INDUS,11,2024
25-SEP-2024,IOC,INDIAN OIL CORP LTD,131,2024
25-SEP-2024,JUNIORBEES,GOLDMAN SACHS NIFTY JUNIOR EXCHANGE TRADED SCHEME,451,2024
25-SEP-2024,KPRMILL,KPRMILL,505,2024
25-SEP-2024,LTF,L&T FINANCE LIMITED,150,2024
25-SEP-2024,MIDCAPETF,MIRAEAMC - MAM150ETF,549,2024
25-SEP-2024,MOTHERSON,SAMVRDHNA MTHRSN INT,11,2024
25-SEP-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,21,2024
25-SEP-2024,NETF,TATAAML - NETF,1,2024
25-SEP-2024,NMDC,NMDC LTD.,10,2024
25-SEP-2024,NTPC,NTPC LTD,358,2024
25-SEP-2024,ONGC,OIL AND NATURAL GAS CORP.,61,2024
25-SEP-2024,ORIENTCEM,ORIENT CEMENT LIMITED,956,2024
25-SEP-2024,PEL,PIRAMAL ENTERPRISES LTD,11,2024
25-SEP-2024,PETRONET,PETRONET LNG LIMITED,11,2024
25-SEP-2024,PHOENIXLTD,THE PHOENIX MILLS LIMITED,10,2024
25-SEP-2024,PNB,PUNJAB NATIONAL BANK,61,2024
25-SEP-2024,POWERGRID,POWER GRID CORP. LTD.,1,2024
25-SEP-2024,RITES,RITES LIMITED,420,2024
25-SEP-2024,SAIL,STEEL AUTHORITY OF INDIA,51,2024
25-SEP-2024,SOLARINDS,SOLAR INDUSTRIES (I) LTD,5,2024
25-SEP-2024,TATAMOTORS,TATA MOTORS LIMITED,1,2024
25-SEP-2024,TATAPOWER,TATA POWER CO LTD,11,2024
25-SEP-2024,TATASTEEL,TATA STEEL LIMITED,41,2024
25-SEP-2024,VEDL,VEDANTA LIMITED,502,2024
26-SEP-2024,AARTIIND,AARTI INDUSTRIES LTD,"1,000",2024
26-SEP-2024,ABBOTINDIA,ABBOTT INDIA LIMITED,20,2024
26-SEP-2024,ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED,"10,800",2024
26-SEP-2024,ADANIENT,ADANI ENTERPRISES LIMITED,"1,125",2024
26-SEP-2024,ADANIPORTS,ADANI PORT & SEZ LTD,"1,200",2024
26-SEP-2024,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LIMITED,625,2024
26-SEP-2024,APOLLOTYRE,APOLLO TYRES LTD,"28,900",2024
26-SEP-2024,ASHOKLEY,ASHOK LEYLAND LTD,"40,000",2024
26-SEP-2024,ASIANPAINT,ASIAN PAINTS LIMITED,"2,200",2024
26-SEP-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,"40,000",2024
26-SEP-2024,AUROPHARMA,AUROBINDO PHARMA LTD,"1,100",2024
26-SEP-2024,AXISBANK,AXIS BANK LIMITED,"2,225",2024
26-SEP-2024,BAJAJ-AUTO,BAJAJ AUTO LIMITED,"2,850",2024
26-SEP-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,"6,600",2024
26-SEP-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,"3,434",2024
26-SEP-2024,BALKRISIND,BALKRISHNA IND. LTD      ,300,2024
26-SEP-2024,BANDHANBNK,BANDHAN BANK LIMITED,"2,300",2024
26-SEP-2024,BEL,BHARAT ELECTRONICS LTD,"25,620",2024
26-SEP-2024,BERGEPAINT,BERGER PAINTS (I) LIMITED,"2,640",2024
