date,industry,early_radar_score,alert_tier,accumulation_pressure,cross_stock_synchronization,prob_5d,ind_fwd_5d,major_industry_move_5d
2025-08-21,Specialty Retail Boutiques,59.2,WATCH (Unusual Precursor),48.9,60.0,0.09184694450028848,-9.609441337658412,0
2026-07-29,Specialty Retail Boutiques,57.8,WATCH (Unusual Precursor),50.1,50.0,0.10290179969393394,0.5036765780162422,0
2026-07-31,Specialty Retail Boutiques,55.4,WATCH (Unusual Precursor),53.0,45.0,0.10369214233534253,1.8999825394794467,0
2026-08-03,Specialty Retail Boutiques,77.1,PRE-BREAKOUT (High Conviction),78.1,50.0,0.09901049827771567,0.4161673196436125,0
2026-08-04,Specialty Retail Boutiques,61.6,WATCH (Unusual Precursor),55.7,55.0,0.10309363233792086,1.3029230783933468,0
2026-08-05,Specialty Retail Boutiques,63.6,WATCH (Unusual Precursor),63.3,50.0,0.07553606659009655,1.9087342472055953,0
2026-08-06,Specialty Retail Boutiques,68.0,EARLY (Elevated Probability),66.8,52.6,0.10030315310925217,-0.06697194388346303,0
2026-08-07,Specialty Retail Boutiques,70.7,EARLY (Elevated Probability),72.4,50.0,0.09264790424082213,-0.44534806257165,0
2026-07-09,Sports & Athleisure Footwear,62.6,WATCH (Unusual Precursor),63.2,50.0,0.12275147343912128,-1.4309200522217957,0
2026-08-10,Sports & Athleisure Footwear,74.1,EARLY (Elevated Probability),71.5,70.0,0.12962705668448501,-2.442917155137581,0
2024-04-29,Staffing & Security Services,57.3,WATCH (Unusual Precursor),67.9,75.0,0.20169181731492117,-4.07439532312653,0
2024-05-02,Staffing & Security Services,58.3,WATCH (Unusual Precursor),54.7,75.0,0.1389350510287225,-7.278775980311369,0
2024-05-16,Staffing & Security Services,59.4,WATCH (Unusual Precursor),58.4,66.7,0.09385796154968032,-0.9921644920458069,0
2024-05-20,Staffing & Security Services,57.8,WATCH (Unusual Precursor),52.3,58.3,0.09831358495539083,-3.43307175309821,0
2024-06-11,Staffing & Security Services,78.6,PRE-BREAKOUT (High Conviction),71.0,83.3,0.1266812135898365,6.779374688006551,0
2024-06-12,Staffing & Security Services,82.2,PRE-BREAKOUT (High Conviction),79.9,83.3,0.1339346199542716,4.745225910252825,0
2024-06-13,Staffing & Security Services,82.1,PRE-BREAKOUT (High Conviction),78.7,83.3,0.14793891382569235,2.522119099084073,0
2024-06-18,Staffing & Security Services,59.1,WATCH (Unusual Precursor),66.4,75.0,0.1742212495250766,-1.659161921080532,0
2024-07-26,Staffing & Security Services,62.2,WATCH (Unusual Precursor),79.6,91.7,0.16831672371720763,-4.3376718921455595,0
2024-08-12,Staffing & Security Services,58.2,WATCH (Unusual Precursor),67.4,83.3,0.18554935819955468,0.7468255273560543,0
2024-08-19,Staffing & Security Services,57.5,WATCH (Unusual Precursor),79.8,66.7,0.16394266817359826,7.322244834669917,0
2024-08-21,Staffing & Security Services,61.0,WATCH (Unusual Precursor),53.9,91.7,0.1341511012502905,6.077422920335786,1
2024-08-22,Staffing & Security Services,70.4,EARLY (Elevated Probability),69.9,91.7,0.12522065832295942,2.337890193813987,0
2024-08-23,Staffing & Security Services,58.6,WATCH (Unusual Precursor),44.5,91.7,0.2068399461483253,2.4315420000068477,0
2024-08-26,Staffing & Security Services,69.7,EARLY (Elevated Probability),77.1,83.3,0.20479499113504104,-2.690073790589526,0
2024-09-16,Staffing & Security Services,57.0,WATCH (Unusual Precursor),71.3,64.3,0.14297911596570884,-3.596133231597809,0
2024-10-16,Staffing & Security Services,58.4,WATCH (Unusual Precursor),63.7,42.9,0.14017326108521275,-2.6875566858397093,1
2024-10-31,Staffing & Security Services,68.6,EARLY (Elevated Probability),62.8,78.6,0.19209523146176566,7.631361691262159,1
2024-11-05,Staffing & Security Services,64.0,WATCH (Unusual Precursor),60.7,78.6,0.13775666190519845,-3.0425535228872342,0
2024-11-06,Staffing & Security Services,71.1,EARLY (Elevated Probability),71.2,92.9,0.14006419585354293,-10.920016515191511,0
2024-11-27,Staffing & Security Services,77.3,PRE-BREAKOUT (High Conviction),82.7,57.1,0.13174683310325627,3.088552461892077,0
2024-11-29,Staffing & Security Services,56.6,WATCH (Unusual Precursor),48.8,57.1,0.1122885484676329,3.2437457375221066,0
2024-12-02,Staffing & Security Services,72.6,EARLY (Elevated Probability),65.8,71.4,0.12712693815936077,2.0587671147773237,0
2024-12-03,Staffing & Security Services,76.2,PRE-BREAKOUT (High Conviction),66.7,85.7,0.11631860896282353,0.3016017003058042,0
2024-12-04,Staffing & Security Services,57.6,WATCH (Unusual Precursor),47.1,71.4,0.1281609889502569,0.4098305938190621,0
2024-12-05,Staffing & Security Services,60.3,WATCH (Unusual Precursor),50.2,78.6,0.09845276567126965,1.8947363073091608,0
2024-12-17,Staffing & Security Services,70.4,EARLY (Elevated Probability),92.9,64.3,0.13504418043259142,-6.825876824539594,0
2025-01-02,Staffing & Security Services,57.1,WATCH (Unusual Precursor),58.9,50.0,0.11169048308797327,-4.109171086021155,0
2025-01-03,Staffing & Security Services,65.0,EARLY (Elevated Probability),65.4,50.0,0.11517856960141343,-6.431654514597294,0
2025-01-17,Staffing & Security Services,62.1,WATCH (Unusual Precursor),69.3,35.7,0.20518330402652168,-7.365399263905301,0
2025-01-20,Staffing & Security Services,56.4,WATCH (Unusual Precursor),50.5,57.1,0.1775594322929885,-11.393485033062202,0
2025-02-04,Staffing & Security Services,70.4,EARLY (Elevated Probability),75.4,42.9,0.20628781638199864,-7.464069246279129,0
2025-03-07,Staffing & Security Services,74.6,EARLY (Elevated Probability),72.5,50.0,0.21580071086964406,-9.064392341759145,0
2025-03-18,Staffing & Security Services,62.8,WATCH (Unusual Precursor),75.8,21.4,0.20052787666033228,3.506700430213835,0
2025-03-19,Staffing & Security Services,75.8,PRE-BREAKOUT (High Conviction),82.2,42.9,0.21525839789736392,-1.1924849680973233,0
2025-03-20,Staffing & Security Services,66.8,EARLY (Elevated Probability),62.2,42.9,0.25449269100223104,-1.541439807505483,0
2025-03-21,Staffing & Security Services,83.8,PRE-BREAKOUT (High Conviction),86.2,57.1,0.13415584662069674,-5.965803968789136,0
2025-03-24,Staffing & Security Services,62.8,WATCH (Unusual Precursor),54.7,57.1,0.13332664499816504,-6.535522124044733,0
2025-04-02,Staffing & Security Services,59.0,WATCH (Unusual Precursor),70.4,35.7,0.14307634432973573,-8.265660552434342,0
2025-04-17,Staffing & Security Services,59.4,WATCH (Unusual Precursor),56.8,50.0,0.11601001902576993,0.7575750037141233,0
2025-04-21,Staffing & Security Services,60.6,WATCH (Unusual Precursor),59.3,50.0,0.14571549995238597,-3.204642523031937,0
2025-04-22,Staffing & Security Services,58.7,WATCH (Unusual Precursor),49.7,57.1,0.1281074026127745,-4.756124217081749,0
2025-04-24,Staffing & Security Services,62.4,WATCH (Unusual Precursor),62.9,57.1,0.12666016693190518,-7.791697607970568,0
2025-05-12,Staffing & Security Services,77.6,PRE-BREAKOUT (High Conviction),83.2,57.1,0.17712183211311852,13.78388991414549,1
2025-05-13,Staffing & Security Services,73.4,EARLY (Elevated Probability),74.6,64.3,0.12961610284070757,9.886299579329616,1
2025-05-14,Staffing & Security Services,66.8,EARLY (Elevated Probability),57.8,85.7,0.11299772005945759,7.992028515922117,1
2025-05-15,Staffing & Security Services,84.1,PRE-BREAKOUT (High Conviction),87.5,85.7,0.1452230273470656,4.288045212899809,1
2025-05-16,Staffing & Security Services,62.3,WATCH (Unusual Precursor),55.5,85.7,0.16182725806811335,3.21265362103707,0
2025-05-19,Staffing & Security Services,73.5,EARLY (Elevated Probability),76.9,92.9,0.1611399011635785,1.2660736790222362,0
2025-05-20,Staffing & Security Services,72.3,EARLY (Elevated Probability),71.8,78.6,0.177751372586518,2.8528277605681107,0
2025-06-26,Staffing & Security Services,59.7,WATCH (Unusual Precursor),55.6,57.1,0.09600259109752567,2.48469315456494,0
2025-06-27,Staffing & Security Services,75.6,PRE-BREAKOUT (High Conviction),74.5,64.3,0.10232944698307762,2.705873907965582,0
2025-06-30,Staffing & Security Services,72.4,EARLY (Elevated Probability),69.4,64.3,0.10428616063861977,1.956778390731697,1
2025-07-01,Staffing & Security Services,61.5,WATCH (Unusual Precursor),58.4,57.1,0.10309363233792086,2.2522832886032362,1
2025-07-02,Staffing & Security Services,68.0,EARLY (Elevated Probability),70.7,50.0,0.09901049827771567,1.6690739776978596,0
2025-07-15,Staffing & Security Services,55.7,WATCH (Unusual Precursor),74.8,37.5,0.07453615389831555,0.07180670398716071,0
2025-07-17,Staffing & Security Services,60.6,WATCH (Unusual Precursor),77.3,43.8,0.09901049827771567,-3.24948775236068,0
2025-07-31,Staffing & Security Services,56.3,WATCH (Unusual Precursor),63.8,31.2,0.09704380498499462,-1.930984430170017,0
2025-08-04,Staffing & Security Services,62.7,WATCH (Unusual Precursor),55.1,56.2,0.10353059050098452,-3.6439363982051054,0
2025-08-05,Staffing & Security Services,69.8,EARLY (Elevated Probability),72.4,50.0,0.09122791471136223,-2.1695931590037603,0
2025-08-13,Staffing & Security Services,63.4,WATCH (Unusual Precursor),70.0,43.8,0.1627038584018538,1.0392061373770924,0
2025-08-19,Staffing & Security Services,55.9,WATCH (Unusual Precursor),54.3,56.2,0.11427706135706643,11.239211435888626,0
2026-07-02,Staffing & Security Services,58.0,WATCH (Unusual Precursor),69.2,56.2,0.11927393678420285,-0.7130277353274359,0
2026-07-31,Staffing & Security Services,61.5,WATCH (Unusual Precursor),70.8,57.1,0.1394128040555792,1.0615241573740117,0
2026-08-05,Staffing & Security Services,58.3,WATCH (Unusual Precursor),76.8,61.1,0.08545621338824547,-1.7643944796617586,0
2026-08-06,Staffing & Security Services,57.2,WATCH (Unusual Precursor),64.7,66.7,0.07448222564575648,-0.3673613230243496,0
2026-08-07,Staffing & Security Services,58.7,WATCH (Unusual Precursor),71.8,55.6,0.07381131329482625,0.7907754734577924,0
2024-06-11,Staffing & Workforce Security,57.0,WATCH (Unusual Precursor),47.9,72.7,0.11601001902576993,2.3176961542833436,0
2024-06-12,Staffing & Workforce Security,58.2,WATCH (Unusual Precursor),50.7,68.2,0.10704997340899614,3.0224515109645647,0
2024-06-14,Staffing & Workforce Security,62.8,WATCH (Unusual Precursor),55.9,72.7,0.12046147330873047,0.17511061330361227,0
2024-06-17,Staffing & Workforce Security,62.7,WATCH (Unusual Precursor),54.4,72.7,0.11289312278582925,1.0789426775322928,0
2024-06-19,Staffing & Workforce Security,65.5,EARLY (Elevated Probability),64.4,63.6,0.1383957415935578,-0.23873274093534544,0
2024-07-03,Staffing & Workforce Security,67.3,EARLY (Elevated Probability),92.3,63.6,0.1159309875159297,0.061788946410009066,0
2024-07-05,Staffing & Workforce Security,57.4,WATCH (Unusual Precursor),58.1,72.7,0.1166907738652891,1.000538646109341,0
2024-07-26,Staffing & Workforce Security,66.4,EARLY (Elevated Probability),75.0,72.7,0.10519143354741696,2.801555255771288,0
2024-07-29,Staffing & Workforce Security,66.8,EARLY (Elevated Probability),66.7,68.2,0.15701178114154235,-1.0467170388483993,0
2024-07-30,Staffing & Workforce Security,56.7,WATCH (Unusual Precursor),54.8,59.1,0.11781113326471515,-2.3821572084653164,1
2024-07-31,Staffing & Workforce Security,60.9,WATCH (Unusual Precursor),54.2,72.7,0.145629784663775,-1.7642066349605634,0
2024-08-01,Staffing & Workforce Security,68.6,EARLY (Elevated Probability),65.4,77.3,0.10300501001194051,-3.1338004811407987,0
2024-08-02,Staffing & Workforce Security,58.6,WATCH (Unusual Precursor),60.7,59.1,0.07113050716613556,-1.1205585326840017,0
2024-08-12,Staffing & Workforce Security,60.9,WATCH (Unusual Precursor),59.9,72.7,0.10109455809697647,-2.6232274564057825,0
2024-08-21,Staffing & Workforce Security,65.8,EARLY (Elevated Probability),70.2,77.3,0.11812455177239482,3.0593021867691843,0
2024-08-22,Staffing & Workforce Security,72.6,EARLY (Elevated Probability),75.5,86.4,0.12611434610267538,0.36393819775112063,0
2024-08-23,Staffing & Workforce Security,58.4,WATCH (Unusual Precursor),57.6,81.8,0.11839122300146185,0.8450595835710164,0
2024-09-18,Staffing & Workforce Security,61.2,WATCH (Unusual Precursor),66.4,70.8,0.08096351947283689,-0.596560227017156,0
2024-09-27,Staffing & Workforce Security,55.8,WATCH (Unusual Precursor),61.3,58.3,0.1204121744061498,7.254298099539149,1
2024-10-14,Staffing & Workforce Security,60.9,WATCH (Unusual Precursor),64.3,83.3,0.1224406566259575,-1.089721072638054,0
2024-11-25,Staffing & Workforce Security,67.8,EARLY (Elevated Probability),72.6,54.2,0.11839122300146185,3.3836810847077725,0
2024-11-26,Staffing & Workforce Security,60.0,WATCH (Unusual Precursor),60.5,58.3,0.11093653638086873,4.255549675857595,0
2024-11-28,Staffing & Workforce Security,61.6,WATCH (Unusual Precursor),54.9,62.5,0.10872876367211483,2.9159229175794046,0
2024-11-29,Staffing & Workforce Security,59.7,WATCH (Unusual Precursor),51.2,62.5,0.0819182393653139,3.9190675295622257,0
2024-12-02,Staffing & Workforce Security,65.8,EARLY (Elevated Probability),62.2,62.5,0.12377081972867725,2.4720724415131254,0
2024-12-03,Staffing & Workforce Security,70.1,EARLY (Elevated Probability),67.5,66.7,0.07825982115288606,0.6138523674491998,0
2024-12-04,Staffing & Workforce Security,64.6,WATCH (Unusual Precursor),54.7,75.0,0.12824704442154472,0.34676666358674035,0
2024-12-05,Staffing & Workforce Security,63.6,WATCH (Unusual Precursor),57.7,77.3,0.101777054079568,-0.024922560510089845,0
2024-12-09,Staffing & Workforce Security,64.0,WATCH (Unusual Precursor),62.4,75.0,0.1395547518986646,-0.18735395894413998,0
2025-01-20,Staffing & Workforce Security,61.0,WATCH (Unusual Precursor),59.2,54.2,0.11601001902576993,-7.215982951072274,0
2025-03-18,Staffing & Workforce Security,58.7,WATCH (Unusual Precursor),66.5,23.1,0.14937477966688018,6.177403531068371,0
2025-03-19,Staffing & Workforce Security,67.1,EARLY (Elevated Probability),72.6,29.2,0.17607381742239164,1.7402032786046373,0
2025-03-24,Staffing & Workforce Security,76.4,PRE-BREAKOUT (High Conviction),73.4,57.7,0.11146381580484878,-1.4862951378771985,0
2025-03-25,Staffing & Workforce Security,65.8,EARLY (Elevated Probability),59.8,46.2,0.10145358259498363,1.504563479413305,0
2025-03-26,Staffing & Workforce Security,56.0,WATCH (Unusual Precursor),49.0,38.5,0.08145090706172681,4.898763518153504,0
2025-03-27,Staffing & Workforce Security,59.4,WATCH (Unusual Precursor),65.7,30.8,0.10799697354422598,5.008679048421042,0
2025-04-07,Staffing & Workforce Security,64.6,WATCH (Unusual Precursor),61.0,41.7,0.11235908911201492,9.276201260983195,0
2025-04-16,Staffing & Workforce Security,59.4,WATCH (Unusual Precursor),61.3,70.8,0.12311432131452689,6.09344114904362,0
2025-04-17,Staffing & Workforce Security,56.1,WATCH (Unusual Precursor),65.3,65.4,0.12266111618436427,2.4353640625334605,0
2025-05-16,Staffing & Workforce Security,66.4,EARLY (Elevated Probability),70.3,79.2,0.11684881366446401,4.011221187743625,1
2025-05-19,Staffing & Workforce Security,74.9,EARLY (Elevated Probability),82.1,73.1,0.11937141680076398,0.08961031614747729,0
2025-05-20,Staffing & Workforce Security,60.6,WATCH (Unusual Precursor),64.8,86.4,0.1338313450330645,-3.616326299114658,0
2025-05-21,Staffing & Workforce Security,66.2,EARLY (Elevated Probability),70.2,76.9,0.11331489874851144,-4.043892034772735,0
2025-05-22,Staffing & Workforce Security,64.3,WATCH (Unusual Precursor),71.2,61.5,0.16228682447635215,-2.967602922549763,0
2025-06-27,Staffing & Workforce Security,61.5,WATCH (Unusual Precursor),63.5,45.8,0.07830993060681861,-0.06950103970110592,0
2025-06-30,Staffing & Workforce Security,68.5,EARLY (Elevated Probability),66.5,58.3,0.07622412668574007,-0.20801065064568283,0
2025-07-01,Staffing & Workforce Security,62.6,WATCH (Unusual Precursor),65.2,53.8,0.09042089918456901,0.3357104304419097,0
2025-07-09,Staffing & Workforce Security,56.2,WATCH (Unusual Precursor),57.4,53.8,0.15729679857000892,-0.4807450221298752,0
2025-07-31,Staffing & Workforce Security,60.0,WATCH (Unusual Precursor),69.5,42.3,0.11517856960141343,-2.9122780879514485,0
2025-08-01,Staffing & Workforce Security,58.2,WATCH (Unusual Precursor),71.1,26.9,0.09151597923144283,-2.280431877681401,0
2025-08-04,Staffing & Workforce Security,63.2,WATCH (Unusual Precursor),65.3,46.2,0.09838513650327443,-3.3777807070272376,0
2025-08-22,Staffing & Workforce Security,69.1,EARLY (Elevated Probability),64.1,55.0,0.11851694386257905,-5.394055994093783,0
2026-07-03,Staffing & Workforce Security,64.0,WATCH (Unusual Precursor),67.6,35.7,0.10356930041019217,2.566068550588159,1
2026-07-09,Staffing & Workforce Security,58.6,WATCH (Unusual Precursor),54.3,46.7,0.10290179969393394,-0.2945289995184435,0
2026-07-10,Staffing & Workforce Security,55.3,WATCH (Unusual Precursor),45.7,46.4,0.11612766797784242,-0.4914050976638543,0
2026-08-11,Staffing & Workforce Security,59.4,WATCH (Unusual Precursor),69.2,46.7,0.08332830672619702,-2.5514699534347116,0
2026-08-12,Staffing & Workforce Security,55.5,WATCH (Unusual Precursor),56.8,46.2,0.06945641553555264,-1.9974658254575495,0
2024-05-17,Steel Pipes & Tubes,63.0,WATCH (Unusual Precursor),72.5,77.1,0.11839122300146185,-0.07289304121379692,0
2024-05-21,Steel Pipes & Tubes,57.1,WATCH (Unusual Precursor),55.4,64.6,0.10108498624554131,-1.5949552818328037,0
2024-06-07,Steel Pipes & Tubes,67.6,EARLY (Elevated Probability),71.7,58.3,0.1276787505042273,3.4084212699731995,0
2024-06-11,Steel Pipes & Tubes,58.3,WATCH (Unusual Precursor),52.8,77.1,0.1307629509693105,1.3065821265785034,0
2024-06-12,Steel Pipes & Tubes,67.8,EARLY (Elevated Probability),61.0,83.3,0.12345748122661779,-0.653396490872809,0
2024-06-13,Steel Pipes & Tubes,61.4,WATCH (Unusual Precursor),51.3,77.1,0.11721303409875854,-0.9470148753478611,0
2024-06-14,Steel Pipes & Tubes,56.2,WATCH (Unusual Precursor),47.2,75.0,0.11377107580919973,-0.7962467219730641,0
2024-07-05,Steel Pipes & Tubes,56.7,WATCH (Unusual Precursor),67.1,66.0,0.07208829141196581,-0.9602383757807096,0
2024-07-16,Steel Pipes & Tubes,58.2,WATCH (Unusual Precursor),70.2,58.0,0.07613939420845171,-2.9568763923242782,0
2024-07-17,Steel Pipes & Tubes,57.9,WATCH (Unusual Precursor),65.7,56.0,0.07113050716613556,-0.8223664522909493,0
2024-07-26,Steel Pipes & Tubes,57.8,WATCH (Unusual Precursor),57.3,68.0,0.08887219235172111,0.7128315375926424,0
2024-07-29,Steel Pipes & Tubes,63.4,WATCH (Unusual Precursor),64.0,74.0,0.09377452705010622,-4.311177824295529,0
2024-07-30,Steel Pipes & Tubes,67.3,EARLY (Elevated Probability),65.9,76.0,0.11296577298906921,-6.2215580881297035,0
2024-07-31,Steel Pipes & Tubes,56.3,WATCH (Unusual Precursor),50.5,72.0,0.07480228809744481,-4.473303425605042,0
2024-08-12,Steel Pipes & Tubes,64.4,WATCH (Unusual Precursor),68.8,54.0,0.09257378036463067,0.38034917680161456,0
2024-08-21,Steel Pipes & Tubes,68.0,EARLY (Elevated Probability),69.9,62.0,0.10772658504135942,2.3767608222333716,0
2024-08-22,Steel Pipes & Tubes,74.8,EARLY (Elevated Probability),75.7,72.0,0.10872876367211483,1.1865133375549441,0
2024-08-23,Steel Pipes & Tubes,67.5,EARLY (Elevated Probability),67.4,64.0,0.11013278848770588,1.4237515205792797,0
2024-08-26,Steel Pipes & Tubes,57.6,WATCH (Unusual Precursor),55.6,62.0,0.09397738073046137,0.883752906254109,0
2024-08-27,Steel Pipes & Tubes,58.1,WATCH (Unusual Precursor),55.6,62.0,0.09057479430965248,-0.13342190241205018,0
2024-09-11,Steel Pipes & Tubes,56.6,WATCH (Unusual Precursor),66.3,53.8,0.07613939420845171,0.06128486500331166,0
2024-09-16,Steel Pipes & Tubes,56.7,WATCH (Unusual Precursor),59.1,67.3,0.09584210628396564,-2.1837313141995245,0
2024-09-24,Steel Pipes & Tubes,61.7,WATCH (Unusual Precursor),66.8,60.0,0.09143376096661243,-0.6208741440776331,0
2024-09-27,Steel Pipes & Tubes,57.0,WATCH (Unusual Precursor),60.0,55.8,0.11893868490097043,-1.0794201472965554,0
2024-11-05,Steel Pipes & Tubes,58.0,WATCH (Unusual Precursor),44.6,61.5,0.12280416362373309,-2.661294203224746,0
2024-11-06,Steel Pipes & Tubes,62.6,WATCH (Unusual Precursor),53.9,67.3,0.09640586928043625,-7.723658926669074,0
2024-11-29,Steel Pipes & Tubes,56.5,WATCH (Unusual Precursor),48.7,51.9,0.10629790326766739,4.276273421851421,0
2024-12-02,Steel Pipes & Tubes,61.2,WATCH (Unusual Precursor),57.6,50.0,0.0939959400153724,4.1576648746329505,0
2024-12-03,Steel Pipes & Tubes,63.4,WATCH (Unusual Precursor),57.7,51.9,0.11831071985041543,3.3841281355964785,0
2024-12-04,Steel Pipes & Tubes,71.1,EARLY (Elevated Probability),71.7,53.7,0.11831071985041543,1.812162984990715,0
2024-12-05,Steel Pipes & Tubes,59.6,WATCH (Unusual Precursor),54.4,61.1,0.12698000566329362,1.0570197154830103,0
2024-12-06,Steel Pipes & Tubes,65.0,EARLY (Elevated Probability),62.6,61.5,0.11831071985041543,-0.1802876858340262,0
2024-12-09,Steel Pipes & Tubes,63.9,WATCH (Unusual Precursor),59.6,68.5,0.12324169828253614,-0.9501950522583615,0
2024-12-10,Steel Pipes & Tubes,56.7,WATCH (Unusual Precursor),54.3,59.6,0.11364607696752631,-1.5595962214268855,0
2025-01-02,Steel Pipes & Tubes,64.4,WATCH (Unusual Precursor),65.0,48.1,0.09704380498499462,-2.1513636926175312,0
2025-01-03,Steel Pipes & Tubes,57.4,WATCH (Unusual Precursor),57.5,44.2,0.07453615389831555,-4.776482166582889,0
2025-01-20,Steel Pipes & Tubes,59.2,WATCH (Unusual Precursor),48.4,55.6,0.12665369042020605,-7.182989060827788,0
2025-03-06,Steel Pipes & Tubes,68.8,EARLY (Elevated Probability),67.9,40.7,0.12386510029731874,-5.704835171529472,0
2025-03-07,Steel Pipes & Tubes,57.8,WATCH (Unusual Precursor),46.1,51.9,0.12280416362373309,-7.772827044410627,0
2025-03-18,Steel Pipes & Tubes,56.0,WATCH (Unusual Precursor),65.2,24.1,0.08111078658897972,3.30380031539977,0
2025-03-19,Steel Pipes & Tubes,63.5,WATCH (Unusual Precursor),66.4,50.0,0.10171874391991395,-3.18582383731703,0
2025-03-20,Steel Pipes & Tubes,60.4,WATCH (Unusual Precursor),60.0,55.6,0.12120178656131152,-4.124620718019706,0
2025-03-21,Steel Pipes & Tubes,63.5,WATCH (Unusual Precursor),60.9,57.4,0.12266111618436427,-5.4064747448947985,0
2025-03-24,Steel Pipes & Tubes,67.0,EARLY (Elevated Probability),63.1,64.8,0.12082999870035638,-3.8472561765714044,0
2025-03-25,Steel Pipes & Tubes,57.6,WATCH (Unusual Precursor),48.3,48.1,0.14275739549323685,0.5981111037053326,0
2025-04-03,Steel Pipes & Tubes,56.2,WATCH (Unusual Precursor),59.1,63.5,0.12266111618436427,-4.329702334040811,0
2025-04-21,Steel Pipes & Tubes,61.3,WATCH (Unusual Precursor),66.2,66.7,0.12529139723684304,-2.330272642192087,0
2025-04-22,Steel Pipes & Tubes,62.6,WATCH (Unusual Precursor),58.3,73.1,0.11635217592899577,-4.014079841313457,0
2025-05-12,Steel Pipes & Tubes,75.5,PRE-BREAKOUT (High Conviction),87.7,50.0,0.13174683310325627,5.914387775653162,0
2025-05-13,Steel Pipes & Tubes,69.9,EARLY (Elevated Probability),77.8,73.1,0.13175307198792996,3.3466252402984678,0
2025-05-14,Steel Pipes & Tubes,68.5,EARLY (Elevated Probability),68.7,75.0,0.1161100861338188,3.198746211021224,0
2025-05-15,Steel Pipes & Tubes,65.6,EARLY (Elevated Probability),56.6,79.6,0.11542107160621928,1.9046963830364647,0
2025-05-16,Steel Pipes & Tubes,64.9,WATCH (Unusual Precursor),57.0,85.2,0.13101401696905218,3.4129334706296124,1
2025-05-19,Steel Pipes & Tubes,74.0,EARLY (Elevated Probability),73.5,86.5,0.12331120939924037,3.3991938961723847,1
2025-05-21,Steel Pipes & Tubes,57.3,WATCH (Unusual Precursor),58.8,73.1,0.08789410180431222,2.836120177338217,0
2025-06-10,Steel Pipes & Tubes,60.7,WATCH (Unusual Precursor),71.6,83.9,0.16068638223533488,-0.4045627556383678,0
2025-06-11,Steel Pipes & Tubes,60.6,WATCH (Unusual Precursor),70.8,80.4,0.14730191489504885,-0.7519149207611002,0
2025-06-12,Steel Pipes & Tubes,57.0,WATCH (Unusual Precursor),68.5,67.9,0.16746930446309857,-1.8023179363370971,0
2025-06-13,Steel Pipes & Tubes,66.6,EARLY (Elevated Probability),86.0,71.4,0.10958049798959019,-1.029347063194758,0
2025-06-26,Steel Pipes & Tubes,60.4,WATCH (Unusual Precursor),61.4,82.8,0.11191673130498543,1.4256809890497986,0
2025-06-27,Steel Pipes & Tubes,62.0,WATCH (Unusual Precursor),68.0,83.9,0.11269802077491639,-0.18606360419736534,0
2025-06-30,Steel Pipes & Tubes,58.7,WATCH (Unusual Precursor),63.3,84.5,0.12389869846717386,-0.3517474082025124,0
2026-07-31,Steel Pipes & Tubes,58.7,WATCH (Unusual Precursor),54.4,50.0,0.07453615389831555,1.41346136914929,0
2026-08-04,Steel Pipes & Tubes,66.6,EARLY (Elevated Probability),70.5,61.3,0.07622412668574007,-1.220298971380627,0
2026-08-05,Steel Pipes & Tubes,57.2,WATCH (Unusual Precursor),58.1,60.0,0.08161671664159625,-1.41764929166199,0
2026-08-06,Steel Pipes & Tubes,63.5,WATCH (Unusual Precursor),57.8,61.3,0.09055204097562991,-0.9581424886230873,0
2026-08-07,Steel Pipes & Tubes,57.4,WATCH (Unusual Precursor),54.0,51.6,0.11843523983910222,0.05161528601578109,0
2026-08-10,Steel Pipes & Tubes,57.8,WATCH (Unusual Precursor),58.3,53.2,0.09285055626762967,-1.30202203399499,0
2024-04-22,Stockbroking & Wealth Management,55.4,WATCH (Unusual Precursor),69.1,72.7,0.1546026830239678,1.0764389170584339,0
2024-04-25,Stockbroking & Wealth Management,55.2,WATCH (Unusual Precursor),70.1,79.5,0.14442048449900277,1.0373388273940949,0
2024-06-07,Stockbroking & Wealth Management,68.1,EARLY (Elevated Probability),65.7,63.6,0.12649908731857132,3.002378612415759,0
2024-06-11,Stockbroking & Wealth Management,57.0,WATCH (Unusual Precursor),46.1,84.1,0.12548213571227285,1.9696905523641186,0
2024-06-12,Stockbroking & Wealth Management,58.9,WATCH (Unusual Precursor),46.4,84.1,0.12548213571227285,0.7287648517522338,0
2024-07-17,Stockbroking & Wealth Management,57.3,WATCH (Unusual Precursor),63.4,61.4,0.07208829141196581,-0.37321107502823964,0
2024-07-26,Stockbroking & Wealth Management,75.4,PRE-BREAKOUT (High Conviction),75.6,70.5,0.10330472019289753,4.49660953809417,1
2024-07-29,Stockbroking & Wealth Management,71.2,EARLY (Elevated Probability),71.5,70.5,0.10645570214092093,-0.4166362824347671,1
2024-07-30,Stockbroking & Wealth Management,58.0,WATCH (Unusual Precursor),60.4,72.7,0.11127371030053447,-2.8311899152597078,0
2024-07-31,Stockbroking & Wealth Management,57.5,WATCH (Unusual Precursor),68.7,56.8,0.08024805189050783,-1.8430604791659244,0
2024-08-01,Stockbroking & Wealth Management,59.1,WATCH (Unusual Precursor),64.0,70.5,0.12260990235299711,-2.3151556941006524,0
2024-08-12,Stockbroking & Wealth Management,60.3,WATCH (Unusual Precursor),65.3,70.5,0.12046147330873047,1.2368694458987461,0
