date,P10,P25,P50,P75,P90,P95
2024-11-12,-7.75,-2.21,3.89,9.98,15.53,18.8
2024-11-13,-6.51,-0.97,5.13,11.22,16.77,20.04
2024-11-14,-5.78,-0.23,5.86,11.96,17.51,20.78
2024-11-18,-5.85,-0.3,5.79,11.88,17.43,20.71
2024-11-19,-6.76,-1.22,4.88,10.97,16.52,19.79
2024-11-20,-7.04,-1.5,4.6,10.69,16.24,19.51
2024-11-21,-5.42,0.12,6.22,12.31,17.86,21.13
2024-11-22,-7.2,-1.65,4.44,10.53,16.08,19.36
2024-11-25,-7.79,-2.24,3.86,9.95,15.5,18.77
2024-11-26,-9.37,-3.83,2.27,8.36,13.91,17.18
2024-11-27,-10.43,-4.89,1.21,7.3,12.85,16.12
2024-11-28,-10.47,-4.92,1.17,7.27,12.82,16.09
2024-11-29,-10.79,-5.25,0.85,6.94,12.49,15.76
2024-12-02,-14.05,-8.5,-2.41,3.69,9.24,12.51
2024-12-03,-15.63,-10.08,-3.98,2.11,7.66,10.93
2024-12-04,-15.93,-10.38,-4.29,1.81,7.35,10.63
2024-12-05,-16.18,-10.63,-4.53,1.56,7.11,10.38
2024-12-06,-16.24,-10.69,-4.6,1.49,7.04,10.32
2024-12-09,-16.57,-11.02,-4.92,1.17,6.72,9.99
2024-12-10,-16.48,-10.93,-4.84,1.26,6.81,10.08
2024-12-11,-16.7,-11.15,-5.05,1.04,6.59,9.86
2024-12-12,-16.2,-10.65,-4.55,1.54,7.09,10.36
2024-12-13,-16.64,-11.09,-4.99,1.1,6.65,9.92
2024-12-16,-16.88,-11.33,-5.24,0.86,6.4,9.68
2024-12-17,-16.11,-10.56,-4.47,1.62,7.17,10.44
2024-12-18,-14.9,-9.35,-3.26,2.84,8.39,11.66
2024-12-19,-14.77,-9.23,-3.13,2.96,8.51,11.78
2024-12-20,-10.38,-4.83,1.27,7.36,12.91,16.18
2024-12-23,-10.15,-4.6,1.49,7.59,13.13,16.41
2024-10-28,-7.2,-1.66,4.44,10.53,16.08,19.35
2024-10-29,-7.74,-2.19,3.9,9.99,15.54,18.82
2024-10-30,-9.02,-3.47,2.62,8.72,14.26,17.54
2024-10-31,-11.1,-5.55,0.55,6.64,12.19,15.46
2024-11-01,-11.53,-5.98,0.11,6.2,11.75,15.03
2024-11-04,-11.11,-5.56,0.53,6.62,12.17,15.45
2024-11-05,-12.06,-6.51,-0.42,5.68,11.23,14.5
2024-11-06,-15.48,-9.93,-3.83,2.26,7.81,11.08
2024-11-07,-15.15,-9.6,-3.51,2.59,8.13,11.41
2024-11-08,-12.08,-6.53,-0.44,5.65,11.2,14.48
2024-11-11,-12.58,-7.03,-0.94,5.15,10.7,13.98
2024-11-12,-9.89,-4.34,1.75,7.84,13.39,16.67
2024-11-13,-6.2,-0.65,5.44,11.53,17.08,20.36
2024-11-14,-6.12,-0.57,5.52,11.61,17.16,20.44
2024-11-18,-5.97,-0.42,5.68,11.77,17.32,20.59
2024-11-19,-6.56,-1.01,5.08,11.18,16.72,20.0
2024-11-20,-7.01,-1.46,4.63,10.73,16.27,19.55
2024-11-21,-6.09,-0.54,5.55,11.64,17.19,20.47
2024-11-22,-6.43,-0.88,5.22,11.31,16.86,20.13
2024-11-25,-8.46,-2.91,3.18,9.27,14.82,18.1
2024-11-26,-10.23,-4.68,1.41,7.51,13.06,16.33
2024-11-27,-10.26,-4.71,1.39,7.48,13.03,16.3
2024-11-28,-10.72,-5.17,0.92,7.02,12.56,15.84
2024-11-29,-11.58,-6.03,0.06,6.15,11.7,14.98
2024-12-02,-14.38,-8.83,-2.74,3.36,8.91,12.18
2024-12-03,-14.73,-9.18,-3.09,3.0,8.55,11.83
2024-12-04,-12.99,-7.44,-1.35,4.74,10.29,13.57
2024-12-05,-13.84,-8.29,-2.19,3.9,9.45,12.72
2024-12-06,-13.2,-7.65,-1.56,4.53,10.08,13.36
2024-12-09,-13.04,-7.49,-1.4,4.7,10.25,13.52
2024-12-10,-13.87,-8.33,-2.23,3.86,9.41,12.68
2024-12-11,-14.69,-9.14,-3.05,3.05,8.59,11.87
2024-12-12,-16.48,-10.94,-4.84,1.25,6.8,10.07
2024-12-13,-16.12,-10.57,-4.48,1.62,7.16,10.44
2024-12-16,-15.89,-10.34,-4.25,1.85,7.4,10.67
2024-12-17,-16.5,-10.95,-4.85,1.24,6.79,10.06
2024-12-18,-14.87,-9.32,-3.23,2.87,8.42,11.69
2024-12-19,-14.75,-9.2,-3.11,2.99,8.54,11.81
2024-12-20,-10.37,-4.82,1.28,7.37,12.92,16.19
2024-12-23,-10.38,-4.84,1.26,7.35,12.9,16.17
2024-10-28,-4.97,0.58,6.67,12.77,18.31,21.59
2024-10-29,-1.93,3.61,9.71,15.8,21.35,24.62
2024-10-30,-3.47,2.08,8.17,14.27,19.82,23.09
2024-10-31,-8.78,-3.23,2.86,8.96,14.5,17.78
2024-11-01,-10.72,-5.17,0.92,7.02,12.56,15.84
2024-11-04,-8.09,-2.54,3.56,9.65,15.2,18.47
2024-11-05,-10.92,-5.37,0.72,6.82,12.37,15.64
2024-11-06,-13.16,-7.61,-1.52,4.57,10.12,13.4
2024-11-07,-14.1,-8.56,-2.46,3.63,9.18,12.45
2024-11-08,-11.96,-6.41,-0.32,5.77,11.32,14.59
2024-11-11,-11.56,-6.01,0.09,6.18,11.73,15.0
2024-11-12,-8.56,-3.02,3.08,9.17,14.72,17.99
2024-11-13,-5.99,-0.44,5.65,11.74,17.29,20.56
2024-11-14,-6.75,-1.2,4.89,10.98,16.53,19.81
2024-11-18,-6.86,-1.31,4.79,10.88,16.43,19.7
2024-11-19,-7.92,-2.37,3.72,9.82,15.37,18.64
2024-11-20,-8.39,-2.85,3.25,9.34,14.89,18.16
2024-11-21,-7.29,-1.74,4.35,10.45,16.0,19.27
2024-11-22,-7.78,-2.24,3.86,9.95,15.5,18.77
2024-11-25,-8.06,-2.51,3.58,9.68,15.22,18.5
2024-11-26,-9.48,-3.93,2.16,8.25,13.8,17.08
2024-11-27,-10.19,-4.64,1.45,7.54,13.09,16.37
2024-11-28,-10.57,-5.02,1.07,7.17,12.71,15.99
2024-11-29,-10.85,-5.3,0.8,6.89,12.44,15.71
2024-12-02,-13.52,-7.97,-1.88,4.21,9.76,13.04
2024-12-03,-14.96,-9.42,-3.32,2.77,8.32,11.59
2024-12-04,-15.7,-10.15,-4.06,2.04,7.59,10.86
2024-12-05,-15.41,-9.86,-3.77,2.32,7.87,11.15
2024-12-06,-14.95,-9.4,-3.31,2.79,8.34,11.61
2024-12-09,-15.16,-9.62,-3.52,2.57,8.12,11.39
2024-12-10,-16.29,-10.75,-4.65,1.44,6.99,10.26
2024-12-11,-16.18,-10.63,-4.54,1.56,7.1,10.38
2024-12-12,-15.83,-10.29,-4.19,1.9,7.45,10.72
2024-12-13,-16.31,-10.76,-4.67,1.42,6.97,10.25
2024-12-16,-16.35,-10.81,-4.71,1.38,6.93,10.2
2024-12-17,-15.96,-10.41,-4.32,1.78,7.32,10.6
2024-12-18,-13.6,-8.05,-1.96,4.13,9.68,12.96
2024-12-19,-14.37,-8.82,-2.72,3.37,8.92,12.19
2024-12-20,-10.41,-4.86,1.23,7.33,12.88,16.15
2024-12-23,-10.17,-4.62,1.47,7.57,13.11,16.39
2024-10-28,-4.82,0.72,6.82,12.91,18.46,21.73
2024-10-29,-6.4,-0.85,5.25,11.34,16.89,20.16
2024-10-30,-8.82,-3.27,2.83,8.92,14.47,17.74
2024-10-31,-11.23,-5.69,0.41,6.5,12.05,15.32
2024-11-01,-11.94,-6.39,-0.3,5.79,11.34,14.62
2024-11-04,-10.33,-4.78,1.31,7.41,12.95,16.23
2024-11-05,-11.19,-5.65,0.45,6.54,12.09,15.36
2024-11-06,-14.4,-8.85,-2.76,3.33,8.88,12.16
2024-11-07,-13.94,-8.4,-2.3,3.79,9.34,12.61
2024-11-08,-11.31,-5.76,0.33,6.43,11.97,15.25
2024-11-11,-12.19,-6.64,-0.54,5.55,11.1,14.37
2024-11-12,-8.16,-2.62,3.48,9.57,15.12,18.39
2024-11-13,-5.4,0.15,6.25,12.34,17.89,21.16
2024-11-14,-5.68,-0.13,5.96,12.05,17.6,20.88
2024-11-18,-5.37,0.18,6.27,12.36,17.91,21.18
2024-11-19,-6.22,-0.67,5.42,11.52,17.06,20.34
2024-11-20,-6.62,-1.07,5.03,11.12,16.67,19.94
2024-11-21,-5.94,-0.39,5.7,11.8,17.34,20.62
2024-11-22,-5.98,-0.43,5.67,11.76,17.31,20.58
2024-11-25,-7.89,-2.34,3.75,9.84,15.39,18.67
2024-11-26,-10.24,-4.69,1.4,7.49,13.04,16.32
2024-11-27,-10.49,-4.94,1.15,7.24,12.79,16.07
2024-11-28,-11.84,-6.29,-0.2,5.9,11.45,14.72
2024-11-29,-11.78,-6.23,-0.14,5.96,11.51,14.78
2024-12-02,-12.53,-6.98,-0.89,5.21,10.76,14.03
2024-12-03,-13.3,-7.75,-1.66,4.44,9.99,13.26
2024-12-04,-14.98,-9.43,-3.34,2.76,8.31,11.58
2024-12-05,-14.52,-8.97,-2.88,3.21,8.76,12.04
2024-12-06,-15.37,-9.83,-3.73,2.36,7.91,11.18
2024-12-09,-15.59,-10.04,-3.95,2.15,7.69,10.97
2024-12-10,-15.67,-10.12,-4.03,2.07,7.61,10.89
2024-12-11,-15.36,-9.81,-3.71,2.38,7.93,11.2
2024-12-12,-14.89,-9.34,-3.25,2.84,8.39,11.67
2024-12-13,-14.74,-9.19,-3.1,3.0,8.55,11.82
2024-12-16,-15.34,-9.79,-3.69,2.4,7.95,11.22
2024-12-17,-14.7,-9.15,-3.06,3.04,8.58,11.86
2024-12-18,-13.24,-7.7,-1.6,4.49,10.04,13.31
2024-12-19,-13.85,-8.3,-2.21,3.89,9.43,12.71
2024-12-20,-9.69,-4.14,1.95,8.04,13.59,16.87
2024-12-23,-9.12,-3.57,2.52,8.62,14.17,17.44
2024-10-28,-4.8,0.75,6.84,12.93,18.48,21.76
2024-10-29,-4.98,0.56,6.66,12.75,18.3,21.57
2024-10-30,-6.27,-0.72,5.38,11.47,17.02,20.29
2024-10-31,-9.61,-4.07,2.03,8.12,13.67,16.94
2024-11-01,-11.01,-5.46,0.63,6.73,12.27,15.55
2024-11-04,-9.6,-4.05,2.04,8.13,13.68,16.96
2024-11-05,-9.9,-4.35,1.75,7.84,13.39,16.66
2024-11-06,-11.7,-6.15,-0.06,6.03,11.58,14.85
2024-11-07,-12.68,-7.13,-1.04,5.06,10.61,13.88
2024-11-08,-10.21,-4.66,1.44,7.53,13.08,16.35
2024-11-11,-10.82,-5.27,0.82,6.91,12.46,15.74
2024-11-12,-8.41,-2.86,3.23,9.33,14.88,18.15
2024-11-13,-4.56,0.99,7.08,13.17,18.72,21.99
2024-11-14,-5.04,0.5,6.6,12.69,18.24,21.51
2024-11-18,-5.59,-0.04,6.05,12.15,17.7,20.97
2024-11-19,-6.65,-1.1,4.99,11.08,16.63,19.91
2024-11-20,-7.22,-1.67,4.42,10.52,16.07,19.34
2024-11-21,-6.65,-1.1,4.99,11.09,16.64,19.91
2024-11-22,-7.07,-1.52,4.58,10.67,16.22,19.49
2024-11-25,-8.1,-2.55,3.54,9.63,15.18,18.46
2024-11-26,-10.14,-4.59,1.5,7.59,13.14,16.42
2024-11-27,-10.47,-4.92,1.17,7.27,12.82,16.09
2024-11-28,-10.85,-5.3,0.79,6.88,12.43,15.7
2024-11-29,-11.51,-5.96,0.13,6.23,11.78,15.05
2024-12-02,-12.28,-6.74,-0.64,5.45,11.0,14.27
2024-12-03,-15.55,-10.0,-3.91,2.19,7.73,11.01
2024-12-04,-16.15,-10.61,-4.51,1.58,7.13,10.4
2024-12-05,-16.2,-10.65,-4.56,1.54,7.09,10.36
2024-12-06,-16.39,-10.84,-4.75,1.35,6.9,10.17
2024-12-09,-16.69,-11.14,-5.05,1.04,6.59,9.86
2024-12-10,-16.32,-10.77,-4.68,1.41,6.96,10.24
2024-12-11,-16.43,-10.89,-4.79,1.3,6.85,10.12
2024-12-12,-15.99,-10.45,-4.35,1.74,7.29,10.56
2024-12-13,-15.89,-10.34,-4.25,1.85,7.4,10.67
2024-12-16,-15.54,-9.99,-3.9,2.2,7.74,11.02
2024-12-17,-15.66,-10.12,-4.02,2.07,7.62,10.89
2024-12-18,-14.19,-8.64,-2.54,3.55,9.1,12.37
2024-12-19,-14.22,-8.68,-2.58,3.51,9.06,12.33
2024-12-20,-10.12,-4.57,1.52,7.62,13.16,16.44
2024-12-23,-10.04,-4.49,1.6,7.7,13.24,16.52
2024-10-28,-5.82,-0.27,5.82,11.92,17.47,20.74
2024-10-29,-6.99,-1.45,4.65,10.74,16.29,19.56
2024-10-30,-7.92,-2.37,3.72,9.82,15.37,18.64
2024-10-31,-10.36,-4.81,1.28,7.38,12.92,16.2
2024-11-01,-11.08,-5.53,0.56,6.66,12.2,15.48
2024-11-04,-10.94,-5.39,0.71,6.8,12.35,15.62
2024-11-05,-11.79,-6.25,-0.15,5.94,11.49,14.76
2024-11-06,-14.77,-9.22,-3.13,2.96,8.51,11.78
2024-11-07,-14.72,-9.18,-3.08,3.01,8.56,11.83
2024-11-08,-12.1,-6.56,-0.46,5.63,11.18,14.45
2024-11-11,-11.83,-6.28,-0.18,5.91,11.46,14.73
2024-11-12,-8.95,-3.4,2.7,8.79,14.34,17.61
2024-11-13,-5.7,-0.15,5.94,12.03,17.58,20.86
2024-11-14,-6.63,-1.09,5.01,11.1,16.65,19.92
2024-11-18,-6.6,-1.05,5.04,11.14,16.69,19.96
2024-11-19,-7.62,-2.07,4.02,10.12,15.66,18.94
2024-11-20,-7.42,-1.87,4.22,10.32,15.87,19.14
2024-11-21,-7.77,-2.22,3.87,9.97,15.51,18.79
2024-11-22,-8.72,-3.17,2.92,9.02,14.57,17.84
2024-11-25,-8.72,-3.17,2.92,9.01,14.56,17.84
2024-11-26,-10.05,-4.5,1.59,7.68,13.23,16.51
2024-11-27,-10.51,-4.96,1.13,7.23,12.78,16.05
2024-11-28,-10.78,-5.23,0.86,6.96,12.51,15.78
2024-11-29,-11.7,-6.15,-0.06,6.03,11.58,14.86
2024-12-02,-13.54,-7.99,-1.89,4.2,9.75,13.02
2024-12-03,-15.64,-10.09,-4.0,2.1,7.64,10.92
2024-12-04,-15.42,-9.87,-3.78,2.32,7.86,11.14
2024-12-05,-15.79,-10.24,-4.14,1.95,7.5,10.77
2024-12-06,-14.69,-9.15,-3.05,3.04,8.59,11.86
2024-12-09,-15.03,-9.48,-3.38,2.71,8.26,11.53
2024-12-10,-15.3,-9.75,-3.66,2.44,7.99,11.26
2024-12-11,-14.98,-9.44,-3.34,2.75,8.3,11.57
2024-12-12,-14.55,-9.0,-2.9,3.19,8.74,12.01
2024-12-13,-12.87,-7.32,-1.22,4.87,10.42,13.69
2024-12-16,-12.88,-7.33,-1.24,4.86,10.4,13.68
2024-12-17,-13.22,-7.67,-1.58,4.51,10.06,13.34
2024-12-18,-12.0,-6.46,-0.36,5.73,11.28,14.55
2024-12-19,-13.07,-7.53,-1.43,4.66,10.21,13.48
2024-12-20,-10.03,-4.48,1.61,7.71,13.25,16.53
2024-12-23,-10.01,-4.46,1.63,7.73,13.27,16.55
2024-10-28,-2.17,3.37,9.47,15.56,21.11,24.38
2024-10-29,-1.86,3.69,9.78,15.88,21.43,24.7
2024-10-30,-3.84,1.71,7.8,13.9,19.45,22.72
2024-10-31,-9.69,-4.14,1.96,8.05,13.6,16.87
2024-11-01,-11.07,-5.52,0.57,6.67,12.21,15.49
2024-11-04,-7.72,-2.17,3.92,10.01,15.56,18.84
2024-11-05,-10.74,-5.19,0.91,7.0,12.55,15.82
2024-11-06,-13.19,-7.64,-1.55,4.54,10.09,13.37
2024-11-07,-13.58,-8.04,-1.94,4.15,9.7,12.97
2024-11-08,-10.86,-5.32,0.78,6.87,12.42,15.69
2024-11-11,-10.7,-5.15,0.95,7.04,12.59,15.86
2024-11-12,-5.03,0.52,6.61,12.7,18.25,21.53
2024-11-13,-1.76,3.79,9.88,15.98,21.52,24.8
2024-11-14,-1.89,3.66,9.75,15.85,21.39,24.67
2024-11-18,-4.92,0.63,6.72,12.82,18.37,21.64
2024-11-19,-6.82,-1.27,4.82,10.91,16.46,19.74
2024-11-20,-7.16,-1.62,4.48,10.57,16.12,19.39
2024-11-21,-6.06,-0.51,5.58,11.67,17.22,20.5
2024-11-22,-7.22,-1.67,4.42,10.51,16.06,19.34
2024-11-25,-7.7,-2.15,3.94,10.03,15.58,18.86
2024-11-26,-9.68,-4.13,1.97,8.06,13.61,16.88
2024-11-27,-10.07,-4.52,1.57,7.66,13.21,16.49
2024-11-28,-10.3,-4.75,1.34,7.43,12.98,16.26
2024-11-29,-10.92,-5.37,0.72,6.82,12.37,15.64
2024-12-02,-12.14,-6.59,-0.5,5.6,11.14,14.42
2024-12-03,-13.66,-8.11,-2.01,4.08,9.63,12.9
2024-12-04,-15.73,-10.18,-4.09,2.01,7.55,10.83
2024-12-05,-15.71,-10.16,-4.06,2.03,7.58,10.85
2024-12-06,-15.89,-10.34,-4.25,1.84,7.39,10.67
2024-12-09,-16.22,-10.67,-4.57,1.52,7.07,10.34
2024-12-10,-15.07,-9.52,-3.42,2.67,8.22,11.49
2024-12-11,-15.68,-10.13,-4.04,2.06,7.61,10.88
2024-12-12,-15.46,-9.91,-3.82,2.28,7.83,11.1
2024-12-13,-14.79,-9.24,-3.15,2.94,8.49,11.77
2024-12-16,-13.1,-7.55,-1.46,4.64,10.18,13.46
2024-12-17,-13.7,-8.15,-2.05,4.04,9.59,12.86
2024-12-18,-12.51,-6.96,-0.87,5.22,10.77,14.05
2024-12-19,-13.23,-7.68,-1.59,4.5,10.05,13.33
2024-12-20,-9.54,-4.0,2.1,8.19,13.74,17.01
2024-12-23,-9.57,-4.02,2.07,8.17,13.72,16.99
2024-10-28,-5.04,0.51,6.6,12.69,18.24,21.52
2024-10-29,-5.14,0.41,6.5,12.6,18.15,21.42
2024-10-30,-7.47,-1.92,4.17,10.26,15.81,19.09
2024-10-31,-11.44,-5.9,0.2,6.29,11.84,15.11
2024-11-01,-12.28,-6.73,-0.64,5.45,11.0,14.28
2024-11-04,-9.77,-4.22,1.87,7.97,13.51,16.79
2024-11-05,-11.74,-6.19,-0.1,6.0,11.54,14.82
2024-11-06,-14.59,-9.04,-2.95,3.15,8.7,11.97
2024-11-07,-15.62,-10.07,-3.98,2.12,7.66,10.94
2024-11-08,-12.01,-6.46,-0.37,5.73,11.28,14.55
2024-11-11,-11.82,-6.27,-0.18,5.91,11.46,14.74
2024-11-12,-8.81,-3.27,2.83,8.92,14.47,17.74
2024-11-13,-5.17,0.38,6.47,12.57,18.11,21.39
2024-11-14,-6.18,-0.64,5.46,11.55,17.1,20.37
2024-11-18,-6.57,-1.02,5.07,11.16,16.71,19.99
2024-11-19,-7.12,-1.57,4.53,10.62,16.17,19.44
2024-11-20,-7.3,-1.75,4.34,10.43,15.98,19.25
2024-11-21,-6.61,-1.06,5.03,11.13,16.67,19.95
2024-11-22,-8.02,-2.47,3.63,9.72,15.27,18.54
2024-11-25,-8.55,-3.01,3.09,9.18,14.73,18.0
2024-11-26,-9.64,-4.09,2.0,8.09,13.64,16.92
2024-11-27,-10.27,-4.73,1.37,7.46,13.01,16.28
2024-11-28,-10.86,-5.32,0.78,6.87,12.42,15.69
2024-11-29,-11.82,-6.27,-0.18,5.92,11.47,14.74
2024-12-02,-14.06,-8.52,-2.42,3.67,9.22,12.49
2024-12-03,-15.16,-9.61,-3.52,2.58,8.13,11.4
2024-12-04,-13.73,-8.18,-2.09,4.0,9.55,12.83
2024-12-05,-15.26,-9.71,-3.62,2.47,8.02,11.29
2024-12-06,-15.39,-9.84,-3.75,2.35,7.9,11.17
2024-12-09,-15.67,-10.12,-4.02,2.07,7.62,10.89
2024-12-10,-15.48,-9.94,-3.84,2.25,7.8,11.07
2024-12-11,-15.93,-10.38,-4.29,1.8,7.35,10.63
2024-12-12,-16.07,-10.53,-4.43,1.66,7.21,10.48
2024-12-13,-15.56,-10.01,-3.92,2.18,7.72,11.0
2024-12-16,-15.63,-10.08,-3.98,2.11,7.66,10.93
2024-12-17,-15.65,-10.1,-4.01,2.09,7.63,10.91
2024-12-18,-14.41,-8.86,-2.77,3.32,8.87,12.15
2024-12-19,-14.23,-8.69,-2.59,3.5,9.05,12.32
2024-12-20,-10.25,-4.71,1.39,7.48,13.03,16.3
2024-12-23,-10.02,-4.47,1.62,7.72,13.27,16.54
2024-12-24,-16.22,-10.67,-4.58,1.51,7.06,10.34
2024-12-25,-16.45,-10.9,-4.81,1.29,6.84,10.11
2024-12-26,-16.85,-11.31,-5.21,0.88,6.43,9.7
2024-12-27,-17.01,-11.46,-5.37,0.73,6.28,9.55
2024-12-30,-14.63,-9.08,-2.98,3.11,8.66,11.93
2024-12-31,-17.42,-11.87,-5.78,0.32,5.87,9.14
2025-01-01,-15.89,-10.34,-4.25,1.84,7.39,10.67
2025-01-02,-17.6,-12.06,-5.96,0.13,5.68,8.95
2025-01-03,-15.55,-10.0,-3.9,2.19,7.74,11.01
2025-01-06,-13.43,-7.88,-1.79,4.3,9.85,13.13
2025-01-07,-16.43,-10.88,-4.79,1.31,6.85,10.13
2025-01-08,-17.69,-12.14,-6.05,0.04,5.59,8.87
2025-01-09,-13.17,-7.62,-1.53,4.57,10.11,13.39
2025-01-10,-14.74,-9.2,-3.1,2.99,8.54,11.81
2025-01-13,-12.46,-6.91,-0.81,5.28,10.83,14.1
2025-01-14,-13.06,-7.51,-1.41,4.68,10.23,13.5
2025-01-15,-14.35,-8.81,-2.71,3.38,8.93,12.2
2025-01-16,-13.96,-8.41,-2.31,3.78,9.33,12.6
2025-01-17,-14.86,-9.31,-3.21,2.88,8.43,11.7
2025-01-20,-11.24,-5.69,0.41,6.5,12.05,15.32
2025-01-21,-13.87,-8.32,-2.22,3.87,9.42,12.69
2025-01-22,-10.41,-4.86,1.23,7.32,12.87,16.15
2025-01-23,-11.8,-6.25,-0.16,5.94,11.48,14.76
2025-01-24,-11.0,-5.46,0.64,6.73,12.28,15.55
2025-01-27,-10.15,-4.6,1.5,7.59,13.14,16.41
2025-01-28,-11.71,-6.16,-0.07,6.03,11.58,14.85
2025-01-29,-12.33,-6.79,-0.69,5.4,10.95,14.22
2025-01-30,-10.52,-4.97,1.12,7.22,12.77,16.04
2025-01-31,-12.61,-7.06,-0.97,5.12,10.67,13.94
2025-02-03,-10.68,-5.13,0.96,7.05,12.6,15.88
2025-02-04,-13.63,-8.09,-1.99,4.1,9.65,12.92
2025-02-05,-11.78,-6.24,-0.14,5.95,11.5,14.77
2025-02-06,-13.04,-7.5,-1.4,4.69,10.24,13.51
2025-02-07,-11.45,-5.9,0.19,6.28,11.83,15.11
2025-02-10,-8.1,-2.56,3.54,9.63,15.18,18.45
2025-02-11,-11.48,-5.93,0.17,6.26,11.81,15.08
2025-02-12,-13.05,-7.5,-1.41,4.68,10.23,13.51
2025-02-13,-11.27,-5.73,0.37,6.46,12.01,15.28
2025-02-14,-11.77,-6.23,-0.13,5.96,11.51,14.78
2025-02-17,-11.97,-6.42,-0.32,5.77,11.32,14.59
2024-12-24,-16.76,-11.21,-5.12,0.98,6.52,9.8
2024-12-25,-17.13,-11.58,-5.48,0.61,6.16,9.43
2024-12-26,-17.35,-11.81,-5.71,0.38,5.93,9.2
2024-12-27,-17.01,-11.46,-5.37,0.73,6.27,9.55
2024-12-30,-12.93,-7.39,-1.29,4.8,10.35,13.62
2024-12-31,-15.74,-10.2,-4.1,1.99,7.54,10.81
2025-01-01,-15.93,-10.38,-4.28,1.81,7.36,10.63
2025-01-02,-16.64,-11.1,-5.0,1.09,6.64,9.91
2025-01-03,-14.88,-9.33,-3.24,2.86,8.41,11.68
2025-01-06,-11.65,-6.1,-0.01,6.09,11.63,14.91
2025-01-07,-15.75,-10.2,-4.1,1.99,7.54,10.81
2025-01-08,-15.73,-10.18,-4.08,2.01,7.56,10.83
2025-01-09,-11.68,-6.13,-0.04,6.05,11.6,14.88
2025-01-10,-12.6,-7.05,-0.96,5.14,10.68,13.96
2025-01-13,-12.33,-6.78,-0.69,5.41,10.96,14.23
2025-01-14,-13.97,-8.42,-2.33,3.76,9.31,12.59
2025-01-15,-14.46,-8.91,-2.81,3.28,8.83,12.1
2025-01-16,-12.87,-7.32,-1.23,4.86,10.41,13.69
2025-01-17,-13.14,-7.59,-1.49,4.6,10.15,13.42
2025-01-20,-8.92,-3.37,2.72,8.81,14.36,17.64
2025-01-21,-12.37,-6.82,-0.73,5.37,10.92,14.19
2025-01-22,-9.01,-3.47,2.63,8.72,14.27,17.54
2025-01-23,-11.53,-5.98,0.11,6.21,11.75,15.03
2025-01-24,-10.7,-5.16,0.94,7.03,12.58,15.85
2025-01-27,-10.03,-4.48,1.61,7.71,13.26,16.53
2025-01-28,-10.34,-4.79,1.3,7.4,12.95,16.22
2025-01-29,-11.46,-5.91,0.19,6.28,11.83,15.1
2025-01-30,-11.42,-5.87,0.23,6.32,11.87,15.14
2025-01-31,-10.55,-5.0,1.1,7.19,12.74,16.01
2025-02-03,-9.01,-3.46,2.63,8.73,14.28,17.55
2025-02-04,-12.42,-6.87,-0.78,5.31,10.86,14.13
2025-02-05,-12.56,-7.01,-0.91,5.18,10.73,14.0
2025-02-06,-11.38,-5.83,0.26,6.35,11.9,15.18
2025-02-07,-9.68,-4.13,1.96,8.06,13.61,16.88
2025-02-10,-5.45,0.1,6.19,12.29,17.84,21.11
2025-02-11,-10.68,-5.13,0.96,7.05,12.6,15.88
2025-02-12,-10.07,-4.52,1.57,7.67,13.21,16.49
2025-02-13,-11.24,-5.69,0.4,6.5,12.04,15.32
2025-02-14,-10.49,-4.94,1.15,7.25,12.8,16.07
2025-02-17,-10.19,-4.64,1.45,7.55,13.09,16.37
2024-12-24,-14.51,-8.96,-2.87,3.23,8.78,12.05
2024-12-25,-14.2,-8.65,-2.55,3.54,9.09,12.36
2024-12-26,-15.29,-9.74,-3.65,2.44,7.99,11.27
2024-12-27,-14.63,-9.09,-2.99,3.1,8.65,11.92
2024-12-30,-13.28,-7.73,-1.64,4.45,10.0,13.27
2024-12-31,-15.34,-9.79,-3.69,2.4,7.95,11.22
2025-01-01,-16.88,-11.33,-5.24,0.86,6.41,9.68
2025-01-02,-16.94,-11.39,-5.3,0.8,6.35,9.62
2025-01-03,-15.47,-9.92,-3.83,2.26,7.81,11.09
2025-01-06,-12.17,-6.62,-0.52,5.57,11.12,14.39
2025-01-07,-17.3,-11.75,-5.66,0.44,5.99,9.26
2025-01-08,-16.5,-10.96,-4.86,1.23,6.78,10.05
2025-01-09,-12.08,-6.53,-0.43,5.66,11.21,14.48
2025-01-10,-13.15,-7.6,-1.51,4.58,10.13,13.41
2025-01-13,-13.94,-8.39,-2.3,3.8,9.34,12.62
2025-01-14,-12.6,-7.05,-0.96,5.13,10.68,13.96
2025-01-15,-10.87,-5.32,0.77,6.86,12.41,15.69
2025-01-16,-9.94,-4.39,1.7,7.8,13.34,16.62
2025-01-17,-11.25,-5.7,0.39,6.49,12.04,15.31
2025-01-20,-10.48,-4.94,1.16,7.25,12.8,16.07
2025-01-21,-12.99,-7.44,-1.34,4.75,10.3,13.57
2025-01-22,-11.13,-5.58,0.51,6.6,12.15,15.43
2025-01-23,-12.57,-7.02,-0.93,5.16,10.71,13.99
2025-01-24,-11.68,-6.13,-0.03,6.06,11.61,14.88
2025-01-27,-11.89,-6.34,-0.25,5.85,11.39,14.67
2025-01-28,-11.67,-6.12,-0.03,6.07,11.62,14.89
2025-01-29,-12.07,-6.52,-0.43,5.67,11.21,14.49
2025-01-30,-10.39,-4.85,1.25,7.34,12.89,16.16
