date,P10,P25,P50,P75,P90,P95
2025-05-16,-16.09,-10.54,-4.44,1.65,7.2,10.47
2025-05-19,-15.76,-10.21,-4.12,1.98,7.53,10.8
2025-05-20,-16.26,-10.71,-4.61,1.48,7.03,10.3
2025-05-21,-15.61,-10.06,-3.96,2.13,7.68,10.95
2025-05-22,-16.52,-10.97,-4.88,1.21,6.76,10.04
2025-05-23,-15.66,-10.11,-4.02,2.08,7.62,10.9
2025-05-26,-15.94,-10.39,-4.29,1.8,7.35,10.62
2025-05-27,-16.35,-10.8,-4.71,1.38,6.93,10.21
2025-05-28,-16.36,-10.81,-4.72,1.38,6.92,10.2
2025-05-29,-17.46,-11.91,-5.81,0.28,5.83,9.1
2025-05-30,-17.32,-11.77,-5.68,0.41,5.96,9.23
2025-06-02,-17.71,-12.16,-6.07,0.03,5.58,8.85
2025-06-03,-17.4,-11.85,-5.76,0.34,5.89,9.16
2025-06-04,-17.39,-11.84,-5.75,0.35,5.89,9.17
2025-06-05,-17.39,-11.85,-5.75,0.34,5.89,9.16
2025-06-06,-17.46,-11.91,-5.81,0.28,5.83,9.1
2025-06-09,-16.83,-11.28,-5.19,0.91,6.45,9.73
2025-06-10,-17.18,-11.63,-5.54,0.55,6.1,9.38
2025-06-11,-16.8,-11.26,-5.16,0.93,6.48,9.75
2025-06-12,-17.08,-11.53,-5.44,0.66,6.2,9.48
2025-06-13,-17.11,-11.57,-5.47,0.62,6.17,9.44
2025-06-16,-17.02,-11.47,-5.38,0.72,6.27,9.54
2025-06-17,-17.49,-11.95,-5.85,0.24,5.79,9.06
2025-06-18,-17.38,-11.84,-5.74,0.35,5.9,9.17
2025-04-23,-18.64,-13.09,-6.99,-0.9,4.65,7.92
2025-04-24,-18.53,-12.98,-6.89,-0.79,4.76,8.03
2025-04-25,-17.76,-12.21,-6.12,-0.03,5.52,8.8
2025-04-28,-17.65,-12.1,-6.0,0.09,5.64,8.91
2025-04-29,-17.86,-12.31,-6.22,-0.13,5.42,8.7
2025-04-30,-15.93,-10.38,-4.29,1.81,7.36,10.63
2025-05-02,-16.79,-11.24,-5.14,0.95,6.5,9.77
2025-05-05,-17.9,-12.36,-6.26,-0.17,5.38,8.65
2025-05-06,-16.79,-11.24,-5.14,0.95,6.5,9.77
2025-05-07,-17.11,-11.56,-5.47,0.63,6.18,9.45
2025-05-08,-18.42,-12.87,-6.78,-0.68,4.87,8.14
2025-05-09,-18.93,-13.38,-7.28,-1.19,4.36,7.63
2025-05-12,-17.94,-12.4,-6.3,-0.21,5.34,8.61
2025-05-13,-16.87,-11.32,-5.22,0.87,6.42,9.69
2025-05-14,-16.93,-11.38,-5.29,0.81,6.35,9.63
2025-05-15,-17.23,-11.68,-5.58,0.51,6.06,9.33
2025-05-16,-15.83,-10.28,-4.18,1.91,7.46,10.73
2025-05-19,-16.97,-11.42,-5.33,0.76,6.31,9.59
2025-05-20,-16.61,-11.06,-4.97,1.12,6.67,9.95
2025-05-21,-15.68,-10.13,-4.04,2.06,7.61,10.88
2025-05-22,-17.37,-11.82,-5.73,0.36,5.91,9.19
2025-05-23,-15.42,-9.87,-3.78,2.31,7.86,11.14
2025-05-26,-17.12,-11.57,-5.48,0.61,6.16,9.43
2025-05-27,-18.39,-12.84,-6.75,-0.65,4.89,8.17
2025-05-28,-18.34,-12.79,-6.69,-0.6,4.95,8.22
2025-05-29,-18.84,-13.29,-7.2,-1.11,4.44,7.72
2025-05-30,-18.23,-12.69,-6.59,-0.5,5.05,8.32
2025-06-02,-18.67,-13.12,-7.02,-0.93,4.62,7.89
2025-06-03,-18.45,-12.9,-6.8,-0.71,4.84,8.11
2025-06-04,-18.73,-13.18,-7.09,-1.0,4.55,7.83
2025-06-05,-18.68,-13.13,-7.04,-0.94,4.6,7.88
2025-06-06,-18.26,-12.71,-6.62,-0.52,5.02,8.3
2025-06-09,-18.28,-12.73,-6.64,-0.54,5.0,8.28
2025-06-10,-18.41,-12.86,-6.77,-0.68,4.87,8.14
2025-06-11,-17.86,-12.31,-6.22,-0.13,5.42,8.7
2025-06-12,-17.45,-11.9,-5.81,0.28,5.83,9.11
2025-06-13,-16.66,-11.11,-5.02,1.07,6.62,9.9
2025-06-16,-15.92,-10.37,-4.27,1.82,7.37,10.64
2025-06-17,-17.34,-11.79,-5.7,0.4,5.94,9.22
2025-06-18,-17.32,-11.77,-5.68,0.41,5.96,9.24
2025-04-23,-18.09,-12.54,-6.45,-0.36,5.19,8.47
2025-04-24,-17.48,-11.93,-5.84,0.25,5.8,9.08
2025-04-25,-17.0,-11.45,-5.36,0.73,6.28,9.56
2025-04-28,-17.97,-12.42,-6.33,-0.23,5.32,8.59
2025-04-29,-18.26,-12.71,-6.62,-0.52,5.02,8.3
2025-04-30,-16.18,-10.63,-4.53,1.56,7.11,10.38
2025-05-02,-15.59,-10.04,-3.95,2.14,7.69,10.97
2025-05-05,-17.3,-11.75,-5.65,0.44,5.99,9.26
2025-05-06,-14.93,-9.38,-3.28,2.81,8.36,11.63
2025-05-07,-15.49,-9.94,-3.85,2.24,7.79,11.07
2025-05-08,-18.77,-13.22,-7.13,-1.03,4.52,7.79
2025-05-09,-16.85,-11.3,-5.21,0.89,6.44,9.71
2025-05-12,-19.29,-13.74,-7.65,-1.55,3.99,7.27
2025-05-13,-17.7,-12.15,-6.05,0.04,5.59,8.86
2025-05-14,-18.5,-12.95,-6.85,-0.76,4.79,8.06
2025-05-15,-18.58,-13.03,-6.94,-0.84,4.7,7.98
2025-05-16,-17.44,-11.89,-5.8,0.3,5.84,9.12
2025-05-19,-17.49,-11.94,-5.84,0.25,5.8,9.07
2025-05-20,-18.13,-12.58,-6.49,-0.4,5.15,8.43
2025-05-21,-15.58,-10.03,-3.94,2.16,7.7,10.98
2025-05-22,-16.66,-11.11,-5.01,1.08,6.63,9.9
2025-05-23,-15.73,-10.18,-4.09,2.01,7.55,10.83
2025-05-26,-16.83,-11.29,-5.19,0.9,6.45,9.72
2025-05-27,-17.71,-12.17,-6.07,0.02,5.57,8.84
2025-05-28,-17.14,-11.6,-5.5,0.59,6.14,9.41
2025-05-29,-17.94,-12.39,-6.3,-0.2,5.34,8.62
2025-05-30,-17.69,-12.14,-6.04,0.05,5.6,8.87
2025-06-02,-17.85,-12.3,-6.21,-0.11,5.44,8.71
2025-06-03,-17.69,-12.14,-6.05,0.05,5.6,8.87
2025-06-04,-19.29,-13.75,-7.65,-1.56,3.99,7.26
2025-06-05,-17.96,-12.41,-6.32,-0.23,5.32,8.6
2025-06-06,-18.04,-12.49,-6.39,-0.3,5.25,8.52
2025-06-09,-18.43,-12.88,-6.79,-0.7,4.85,8.13
2025-06-10,-18.44,-12.89,-6.8,-0.7,4.84,8.12
2025-06-11,-17.78,-12.23,-6.14,-0.05,5.5,8.78
2025-06-12,-17.81,-12.26,-6.17,-0.07,5.47,8.75
2025-06-13,-17.7,-12.16,-6.06,0.03,5.58,8.85
2025-06-16,-18.91,-13.36,-7.27,-1.17,4.37,7.65
2025-06-17,-19.54,-13.99,-7.9,-1.8,3.75,7.02
2025-06-18,-17.6,-12.05,-5.96,0.14,5.69,8.96
2025-04-23,-17.41,-11.86,-5.77,0.33,5.88,9.15
2025-04-24,-16.49,-10.94,-4.84,1.25,6.8,10.07
2025-04-25,-16.98,-11.43,-5.34,0.75,6.3,9.58
2025-04-28,-17.17,-11.62,-5.52,0.57,6.12,9.39
2025-04-29,-17.88,-12.34,-6.24,-0.15,5.4,8.67
2025-04-30,-16.81,-11.26,-5.17,0.93,6.47,9.75
2025-05-02,-17.83,-12.28,-6.19,-0.09,5.45,8.73
2025-05-05,-17.32,-11.77,-5.67,0.42,5.97,9.24
2025-05-06,-16.02,-10.47,-4.38,1.72,7.26,10.54
2025-05-07,-17.04,-11.49,-5.4,0.69,6.24,9.52
2025-05-08,-19.63,-14.08,-7.99,-1.89,3.65,6.93
2025-05-09,-19.43,-13.88,-7.79,-1.7,3.85,7.13
2025-05-12,-18.11,-12.56,-6.47,-0.37,5.17,8.45
2025-05-13,-17.57,-12.02,-5.93,0.17,5.71,8.99
2025-05-14,-17.31,-11.76,-5.67,0.42,5.97,9.25
2025-05-15,-17.47,-11.92,-5.82,0.27,5.82,9.09
2025-05-16,-16.74,-11.19,-5.1,0.99,6.54,9.82
2025-05-19,-16.78,-11.23,-5.13,0.96,6.51,9.78
2025-05-20,-17.51,-11.96,-5.87,0.23,5.77,9.05
2025-05-21,-16.44,-10.89,-4.8,1.29,6.84,10.12
2025-05-22,-17.41,-11.86,-5.77,0.33,5.87,9.15
2025-05-23,-16.0,-10.45,-4.36,1.74,7.28,10.56
2025-05-26,-16.66,-11.11,-5.02,1.07,6.62,9.9
2025-05-27,-17.28,-11.73,-5.64,0.46,6.01,9.28
2025-05-28,-17.88,-12.33,-6.23,-0.14,5.41,8.68
2025-05-29,-17.95,-12.4,-6.31,-0.21,5.33,8.61
2025-05-30,-17.61,-12.06,-5.97,0.13,5.67,8.95
2025-06-02,-17.18,-11.63,-5.54,0.56,6.11,9.38
2025-06-03,-17.48,-11.93,-5.84,0.26,5.8,9.08
2025-06-04,-17.83,-12.29,-6.19,-0.1,5.45,8.72
2025-06-05,-18.0,-12.45,-6.36,-0.27,5.28,8.56
2025-06-06,-17.41,-11.86,-5.77,0.33,5.88,9.15
2025-06-09,-17.45,-11.9,-5.81,0.28,5.83,9.11
2025-06-10,-17.27,-11.72,-5.62,0.47,6.02,9.29
2025-06-11,-17.56,-12.02,-5.92,0.17,5.72,8.99
2025-06-12,-17.07,-11.52,-5.42,0.67,6.22,9.49
2025-06-13,-17.07,-11.53,-5.43,0.66,6.21,9.48
2025-06-16,-17.21,-11.66,-5.56,0.53,6.08,9.35
2025-06-17,-17.89,-12.34,-6.25,-0.15,5.39,8.67
2025-06-18,-17.35,-11.8,-5.71,0.39,5.94,9.21
2025-04-23,-18.14,-12.59,-6.49,-0.4,5.15,8.42
2025-04-24,-18.12,-12.57,-6.48,-0.38,5.16,8.44
2025-04-25,-17.77,-12.22,-6.13,-0.04,5.51,8.79
2025-04-28,-17.79,-12.24,-6.15,-0.06,5.49,8.77
2025-04-29,-18.14,-12.59,-6.49,-0.4,5.15,8.42
2025-04-30,-16.76,-11.22,-5.12,0.97,6.52,9.79
2025-05-02,-16.76,-11.22,-5.12,0.97,6.52,9.79
2025-05-05,-18.03,-12.48,-6.39,-0.3,5.25,8.52
2025-05-06,-15.38,-9.83,-3.74,2.36,7.91,11.18
2025-05-07,-17.28,-11.74,-5.64,0.45,6.0,9.27
2025-05-08,-17.58,-12.03,-5.94,0.16,5.71,8.98
2025-05-09,-18.61,-13.07,-6.97,-0.88,4.67,7.94
2025-05-12,-18.77,-13.22,-7.13,-1.03,4.52,7.79
2025-05-13,-17.99,-12.44,-6.35,-0.26,5.29,8.57
2025-05-14,-18.28,-12.74,-6.64,-0.55,5.0,8.27
2025-05-15,-18.12,-12.57,-6.48,-0.38,5.16,8.44
2025-05-16,-17.55,-12.0,-5.9,0.19,5.74,9.01
2025-05-19,-17.61,-12.06,-5.97,0.12,5.67,8.94
2025-05-20,-18.17,-12.62,-6.53,-0.43,5.12,8.39
2025-05-21,-17.9,-12.36,-6.26,-0.17,5.38,8.65
2025-05-22,-18.37,-12.82,-6.73,-0.64,4.91,8.19
2025-05-23,-16.76,-11.21,-5.12,0.98,6.53,9.8
2025-05-26,-17.65,-12.1,-6.01,0.08,5.63,8.9
2025-05-27,-17.17,-11.62,-5.53,0.56,6.11,9.39
2025-05-28,-17.6,-12.05,-5.96,0.14,5.68,8.96
2025-05-29,-17.34,-11.8,-5.7,0.39,5.94,9.21
2025-05-30,-18.45,-12.91,-6.81,-0.72,4.83,8.1
2025-06-02,-18.35,-12.8,-6.71,-0.61,4.94,8.21
2025-06-03,-18.7,-13.16,-7.06,-0.97,4.58,7.85
2025-06-04,-18.85,-13.3,-7.21,-1.11,4.43,7.71
2025-06-05,-19.05,-13.5,-7.41,-1.32,4.23,7.51
2025-06-06,-18.64,-13.09,-7.0,-0.9,4.64,7.92
2025-06-09,-17.96,-12.41,-6.32,-0.22,5.32,8.6
2025-06-10,-17.91,-12.36,-6.27,-0.17,5.37,8.65
2025-06-11,-18.0,-12.45,-6.36,-0.27,5.28,8.56
2025-06-12,-18.45,-12.9,-6.81,-0.71,4.84,8.11
2025-06-13,-18.16,-12.62,-6.52,-0.43,5.12,8.39
2025-06-16,-18.2,-12.65,-6.55,-0.46,5.09,8.36
2025-06-17,-18.32,-12.77,-6.68,-0.59,4.96,8.23
2025-06-18,-18.65,-13.1,-7.01,-0.91,4.64,7.91
2025-04-23,-17.53,-11.98,-5.89,0.2,5.75,9.03
2025-04-24,-17.03,-11.48,-5.38,0.71,6.26,9.53
2025-04-25,-16.94,-11.39,-5.29,0.8,6.35,9.62
2025-04-28,-17.6,-12.05,-5.95,0.14,5.69,8.96
2025-04-29,-17.14,-11.59,-5.49,0.6,6.15,9.42
2025-04-30,-17.22,-11.67,-5.58,0.51,6.06,9.34
2025-05-02,-18.45,-12.9,-6.81,-0.71,4.84,8.11
2025-05-05,-17.42,-11.87,-5.78,0.32,5.86,9.14
2025-05-06,-15.74,-10.19,-4.1,1.99,7.54,10.82
2025-05-07,-14.97,-9.42,-3.33,2.76,8.31,11.59
2025-05-08,-18.13,-12.58,-6.49,-0.39,5.15,8.43
2025-05-09,-16.45,-10.9,-4.81,1.29,6.83,10.11
2025-05-12,-17.24,-11.69,-5.59,0.5,6.05,9.32
2025-05-13,-16.81,-11.26,-5.16,0.93,6.48,9.75
2025-05-14,-17.12,-11.58,-5.48,0.61,6.16,9.43
2025-05-15,-17.35,-11.8,-5.7,0.39,5.94,9.21
2025-05-16,-16.01,-10.46,-4.37,1.73,7.28,10.55
2025-05-19,-16.01,-10.47,-4.37,1.72,7.27,10.54
2025-05-20,-17.05,-11.5,-5.4,0.69,6.24,9.51
2025-05-21,-16.56,-11.02,-4.92,1.17,6.72,9.99
2025-05-22,-17.67,-12.12,-6.02,0.07,5.62,8.89
2025-05-23,-15.9,-10.35,-4.26,1.84,7.38,10.66
2025-05-26,-16.74,-11.19,-5.1,1.0,6.54,9.82
2025-05-27,-17.74,-12.19,-6.09,-0.0,5.55,8.82
2025-05-28,-17.09,-11.54,-5.45,0.65,6.19,9.47
2025-05-29,-16.86,-11.31,-5.22,0.88,6.42,9.7
2025-05-30,-16.52,-10.97,-4.88,1.22,6.76,10.04
2025-06-02,-16.61,-11.06,-4.97,1.12,6.67,9.95
2025-06-03,-17.99,-12.44,-6.35,-0.25,5.29,8.57
2025-06-04,-17.52,-11.97,-5.88,0.22,5.77,9.04
2025-06-05,-17.84,-12.29,-6.19,-0.1,5.45,8.72
2025-06-06,-17.94,-12.39,-6.3,-0.21,5.34,8.62
2025-06-09,-16.78,-11.23,-5.14,0.96,6.5,9.78
2025-06-10,-17.28,-11.73,-5.64,0.45,6.0,9.28
2025-06-11,-17.12,-11.57,-5.48,0.61,6.16,9.44
2025-06-12,-18.13,-12.58,-6.49,-0.39,5.16,8.43
2025-06-13,-18.01,-12.46,-6.36,-0.27,5.28,8.55
2025-06-16,-16.54,-10.99,-4.9,1.2,6.74,10.02
2025-06-17,-17.17,-11.62,-5.53,0.57,6.12,9.39
2025-06-18,-17.48,-11.93,-5.84,0.25,5.8,9.08
2025-04-23,-18.12,-12.57,-6.48,-0.39,5.16,8.44
2025-04-24,-17.95,-12.4,-6.3,-0.21,5.34,8.61
2025-04-25,-19.25,-13.71,-7.61,-1.52,4.03,7.3
2025-04-28,-18.71,-13.16,-7.07,-0.98,4.57,7.85
2025-04-29,-18.59,-13.05,-6.95,-0.86,4.69,7.96
2025-04-30,-15.43,-9.88,-3.79,2.31,7.85,11.13
2025-05-02,-15.54,-9.99,-3.9,2.2,7.74,11.02
2025-05-05,-18.29,-12.74,-6.65,-0.55,5.0,8.27
2025-05-06,-15.31,-9.76,-3.67,2.43,7.98,11.25
2025-05-07,-15.04,-9.49,-3.4,2.69,8.24,11.52
2025-05-08,-18.36,-12.81,-6.72,-0.63,4.92,8.2
2025-05-09,-20.01,-14.47,-8.37,-2.28,3.27,6.54
2025-05-12,-19.77,-14.22,-8.12,-2.03,3.52,6.79
2025-05-13,-18.98,-13.43,-7.34,-1.24,4.31,7.58
2025-05-14,-18.75,-13.21,-7.11,-1.02,4.53,7.8
2025-05-15,-18.71,-13.16,-7.07,-0.97,4.58,7.85
2025-05-16,-17.23,-11.69,-5.59,0.5,6.05,9.32
2025-05-19,-17.14,-11.59,-5.49,0.6,6.15,9.42
2025-05-20,-18.28,-12.73,-6.64,-0.54,5.0,8.28
2025-05-21,-17.35,-11.8,-5.71,0.39,5.93,9.21
2025-05-22,-18.53,-12.98,-6.89,-0.8,4.75,8.03
2025-05-23,-17.13,-11.58,-5.49,0.6,6.15,9.42
2025-05-26,-18.18,-12.63,-6.54,-0.44,5.11,8.38
2025-05-27,-19.26,-13.72,-7.62,-1.53,4.02,7.29
2025-05-28,-18.51,-12.96,-6.87,-0.78,4.77,8.05
2025-05-29,-18.15,-12.6,-6.51,-0.41,5.14,8.41
2025-05-30,-17.58,-12.03,-5.94,0.15,5.7,8.98
2025-06-02,-17.76,-12.22,-6.12,-0.03,5.52,8.79
2025-06-03,-18.37,-12.82,-6.72,-0.63,4.92,8.19
2025-06-04,-18.85,-13.3,-7.2,-1.11,4.44,7.71
2025-06-05,-17.36,-11.81,-5.72,0.38,5.92,9.2
2025-06-06,-17.52,-11.97,-5.88,0.21,5.76,9.04
2025-06-09,-17.45,-11.91,-5.81,0.28,5.83,9.1
2025-06-10,-17.95,-12.4,-6.3,-0.21,5.34,8.61
2025-06-11,-17.57,-12.02,-5.92,0.17,5.72,8.99
2025-06-12,-17.88,-12.33,-6.24,-0.14,5.4,8.68
2025-06-13,-17.92,-12.37,-6.27,-0.18,5.37,8.64
2025-06-16,-17.34,-11.79,-5.7,0.4,5.95,9.22
2025-06-17,-17.69,-12.14,-6.05,0.05,5.6,8.87
2025-06-18,-17.75,-12.2,-6.11,-0.02,5.53,8.81
2025-04-23,-18.5,-12.95,-6.86,-0.76,4.78,8.06
2025-04-24,-18.3,-12.75,-6.66,-0.56,4.99,8.26
2025-04-25,-16.98,-11.43,-5.34,0.75,6.3,9.58
2025-04-28,-18.57,-13.02,-6.93,-0.83,4.72,7.99
2025-04-29,-18.83,-13.28,-7.19,-1.09,4.45,7.73
2025-04-30,-15.3,-9.75,-3.66,2.43,7.98,11.26
2025-05-02,-14.83,-9.28,-3.18,2.91,8.46,11.73
2025-05-05,-18.06,-12.52,-6.42,-0.33,5.22,8.49
2025-05-06,-16.13,-10.59,-4.49,1.6,7.15,10.42
2025-05-07,-16.2,-10.65,-4.56,1.53,7.08,10.36
2025-05-08,-13.67,-8.12,-2.02,4.07,9.62,12.89
2025-05-09,-15.58,-10.03,-3.94,2.16,7.71,10.98
2025-05-12,-17.32,-11.77,-5.68,0.42,5.96,9.24
2025-05-13,-16.55,-11.0,-4.9,1.19,6.74,10.01
2025-05-14,-16.95,-11.4,-5.3,0.79,6.34,9.61
2025-05-15,-19.41,-13.86,-7.76,-1.67,3.88,7.15
2025-05-16,-17.51,-11.97,-5.87,0.22,5.77,9.04
2025-05-19,-17.39,-11.84,-5.75,0.34,5.89,9.17
2025-05-20,-16.67,-11.12,-5.03,1.07,6.61,9.89
2025-05-21,-15.51,-9.96,-3.87,2.23,7.78,11.05
2025-05-22,-16.83,-11.29,-5.19,0.9,6.45,9.72
2025-05-23,-15.31,-9.76,-3.67,2.43,7.98,11.25
2025-05-26,-17.16,-11.61,-5.52,0.57,6.12,9.4
2025-05-27,-18.12,-12.58,-6.48,-0.39,5.16,8.43
2025-05-28,-17.25,-11.71,-5.61,0.48,6.03,9.3
2025-05-29,-17.69,-12.14,-6.05,0.04,5.59,8.87
2025-05-30,-17.61,-12.06,-5.97,0.13,5.67,8.95
2025-06-02,-17.61,-12.07,-5.97,0.12,5.67,8.94
2025-06-03,-17.89,-12.34,-6.24,-0.15,5.4,8.67
2025-06-04,-17.81,-12.26,-6.16,-0.07,5.48,8.75
2025-06-05,-17.97,-12.42,-6.32,-0.23,5.32,8.59
2025-06-06,-18.08,-12.53,-6.44,-0.34,5.21,8.48
2025-06-09,-17.99,-12.44,-6.35,-0.26,5.29,8.56
2025-06-10,-17.27,-11.72,-5.62,0.47,6.02,9.29
2025-06-11,-17.17,-11.62,-5.52,0.57,6.12,9.39
2025-06-12,-16.93,-11.38,-5.29,0.81,6.35,9.63
2025-06-13,-16.92,-11.37,-5.28,0.82,6.36,9.64
2025-06-16,-16.79,-11.24,-5.15,0.95,6.49,9.77
2025-06-17,-17.96,-12.41,-6.31,-0.22,5.33,8.6
2025-06-18,-17.23,-11.68,-5.59,0.5,6.05,9.33
2025-04-23,-17.77,-12.22,-6.13,-0.03,5.51,8.79
2025-04-24,-18.27,-12.72,-6.63,-0.53,5.01,8.29
2025-04-25,-16.69,-11.14,-5.05,1.05,6.6,9.87
2025-04-28,-17.56,-12.01,-5.92,0.17,5.72,9.0
2025-04-29,-16.81,-11.26,-5.17,0.93,6.48,9.75
2025-04-30,-14.7,-9.15,-3.06,3.04,8.59,11.86
2025-05-02,-16.42,-10.87,-4.78,1.32,6.87,10.14
2025-05-05,-16.12,-10.58,-4.48,1.61,7.16,10.43
2025-05-06,-16.04,-10.49,-4.4,1.69,7.24,10.52
2025-05-07,-16.32,-10.77,-4.68,1.42,6.96,10.24
2025-05-08,-16.22,-10.67,-4.58,1.51,7.06,10.34
2025-05-09,-19.45,-13.9,-7.81,-1.71,3.83,7.11
2025-05-12,-17.52,-11.97,-5.88,0.22,5.77,9.04
2025-05-13,-15.47,-9.92,-3.82,2.27,7.82,11.09
2025-05-14,-15.77,-10.22,-4.13,1.97,7.52,10.79
2025-05-15,-16.4,-10.85,-4.76,1.34,6.88,10.16
2025-05-16,-14.82,-9.27,-3.18,2.92,8.47,11.74
2025-05-19,-15.52,-9.97,-3.88,2.21,7.76,11.04
2025-05-20,-16.3,-10.75,-4.66,1.44,6.98,10.26
2025-05-21,-14.7,-9.15,-3.06,3.03,8.58,11.86
2025-05-22,-16.28,-10.73,-4.64,1.45,7.0,10.28
2025-05-23,-14.89,-9.34,-3.25,2.84,8.39,11.67
2025-05-26,-15.85,-10.3,-4.21,1.88,7.43,10.71
2025-05-27,-16.43,-10.88,-4.78,1.31,6.86,10.13
2025-05-28,-16.32,-10.77,-4.68,1.41,6.96,10.24
2025-05-29,-16.26,-10.71,-4.62,1.48,7.02,10.3
2025-05-30,-16.02,-10.47,-4.38,1.71,7.26,10.54
2025-06-02,-15.9,-10.35,-4.26,1.83,7.38,10.66
2025-06-03,-17.24,-11.7,-5.6,0.49,6.04,9.31
2025-06-04,-17.27,-11.73,-5.63,0.46,6.01,9.28
2025-06-05,-17.35,-11.8,-5.71,0.38,5.93,9.21
2025-06-06,-17.52,-11.97,-5.88,0.22,5.77,9.04
2025-06-09,-16.72,-11.17,-5.08,1.01,6.56,9.84
2025-06-10,-16.47,-10.92,-4.83,1.26,6.81,10.09
2025-06-11,-16.52,-10.97,-4.88,1.21,6.76,10.04
2025-06-12,-17.12,-11.58,-5.48,0.61,6.16,9.43
2025-06-13,-17.23,-11.68,-5.59,0.51,6.06,9.33
2025-06-16,-17.12,-11.57,-5.48,0.61,6.16,9.44
2025-06-17,-17.41,-11.86,-5.77,0.33,5.88,9.15
2025-06-18,-17.53,-11.98,-5.89,0.21,5.76,9.03
2025-04-23,-18.04,-12.49,-6.4,-0.31,5.24,8.52
2025-04-24,-17.98,-12.43,-6.34,-0.25,5.3,8.58
2025-04-25,-17.47,-11.93,-5.83,0.26,5.81,9.08
2025-04-28,-16.95,-11.4,-5.31,0.79,6.33,9.61
2025-04-29,-17.19,-11.64,-5.55,0.55,6.1,9.37
2025-04-30,-16.33,-10.78,-4.69,1.41,6.95,10.23
2025-05-02,-17.13,-11.58,-5.49,0.6,6.15,9.43
2025-05-05,-16.45,-10.9,-4.81,1.28,6.83,10.11
2025-05-06,-16.65,-11.1,-5.01,1.08,6.63,9.91
2025-05-07,-15.12,-9.58,-3.48,2.61,8.16,11.43
2025-05-08,-18.01,-12.46,-6.36,-0.27,5.28,8.55
2025-05-09,-17.83,-12.28,-6.19,-0.1,5.45,8.72
2025-05-12,-16.63,-11.09,-4.99,1.1,6.65,9.92
2025-05-13,-17.02,-11.47,-5.38,0.72,6.26,9.54
2025-05-14,-17.13,-11.58,-5.49,0.6,6.15,9.43
2025-05-15,-17.14,-11.59,-5.5,0.59,6.14,9.42
2025-05-16,-16.48,-10.93,-4.83,1.26,6.81,10.08
2025-05-19,-16.43,-10.88,-4.78,1.31,6.86,10.13
2025-05-20,-16.73,-11.18,-5.09,1.01,6.55,9.83
2025-05-21,-17.01,-11.46,-5.37,0.73,6.27,9.55
2025-05-22,-17.94,-12.39,-6.3,-0.2,5.35,8.62
2025-05-23,-16.83,-11.28,-5.19,0.91,6.45,9.73
2025-05-26,-17.21,-11.66,-5.57,0.53,6.08,9.35
2025-05-27,-17.95,-12.4,-6.3,-0.21,5.34,8.61
2025-05-28,-17.8,-12.25,-6.16,-0.07,5.48,8.76
2025-05-29,-17.88,-12.33,-6.23,-0.14,5.41,8.68
2025-05-30,-17.1,-11.55,-5.46,0.63,6.18,9.46
2025-06-02,-18.03,-12.48,-6.38,-0.29,5.26,8.53
2025-06-03,-18.0,-12.45,-6.36,-0.26,5.29,8.56
2025-06-04,-17.97,-12.42,-6.33,-0.23,5.32,8.59
2025-06-05,-17.81,-12.26,-6.16,-0.07,5.48,8.75
2025-06-06,-18.96,-13.41,-7.32,-1.23,4.32,7.6
2025-06-09,-17.25,-11.71,-5.61,0.48,6.03,9.3
2025-06-10,-17.74,-12.19,-6.09,-0.0,5.55,8.82
2025-06-11,-16.9,-11.35,-5.26,0.83,6.38,9.66
2025-06-12,-17.09,-11.54,-5.45,0.65,6.19,9.47
2025-06-13,-16.97,-11.42,-5.33,0.77,6.32,9.59
2025-06-16,-17.3,-11.75,-5.66,0.44,5.98,9.26
2025-06-17,-17.86,-12.32,-6.22,-0.13,5.42,8.69
2025-06-18,-17.13,-11.58,-5.48,0.61,6.16,9.43
2025-04-23,-17.69,-12.14,-6.05,0.05,5.59,8.87
2025-04-24,-17.3,-11.75,-5.66,0.44,5.98,9.26
2025-04-25,-16.35,-10.8,-4.71,1.38,6.93,10.21
2025-04-28,-17.35,-11.81,-5.71,0.38,5.93,9.2
2025-04-29,-17.63,-12.09,-5.99,0.1,5.65,8.92
2025-04-30,-17.18,-11.63,-5.54,0.55,6.1,9.37
2025-05-02,-16.45,-10.91,-4.81,1.28,6.83,10.1
2025-05-05,-17.19,-11.64,-5.55,0.55,6.1,9.37
2025-05-06,-15.33,-9.78,-3.69,2.4,7.95,11.23
2025-05-07,-15.96,-10.41,-4.31,1.78,7.33,10.6
2025-05-08,-16.85,-11.3,-5.21,0.88,6.43,9.71
2025-05-09,-19.03,-13.48,-7.39,-1.29,4.26,7.53
2025-05-12,-18.13,-12.58,-6.49,-0.39,5.15,8.43
2025-05-13,-17.63,-12.08,-5.99,0.11,5.66,8.93
2025-05-14,-16.87,-11.32,-5.22,0.87,6.42,9.69
2025-05-15,-16.52,-10.97,-4.88,1.21,6.76,10.04
2025-05-16,-16.5,-10.95,-4.85,1.24,6.79,10.06
2025-05-19,-16.53,-10.98,-4.88,1.21,6.76,10.03
2025-05-20,-16.43,-10.88,-4.79,1.31,6.85,10.13
2025-05-21,-15.71,-10.16,-4.07,2.02,7.57,10.85
2025-05-22,-16.46,-10.91,-4.82,1.28,6.82,10.1
2025-05-23,-15.51,-9.96,-3.87,2.22,7.77,11.04
