date,industry,early_radar_score,v3_2_strength,prob_1d,prob_3d,prob_5d,alert_tier,ind_fwd_5d
2025-04-21,Wind Turbines & Wind Energy,70.5,62.5,0.17695190886062753,0.1437995418383634,0.12805033760878606,EARLY (Elevated Probability),-0.5164828587231328
2025-04-22,Wind Turbines & Wind Energy,63.2,69.7,0.19021270371527363,0.19182305220234214,0.160387991361266,WATCH (Unusual Precursor),-3.1826600839768138
2025-04-28,Wind Turbines & Wind Energy,53.7,64.6,0.22697316073161533,0.16100968960543124,0.1489452515936524,NONE (Neutral),-7.006946793385332
2025-04-30,Wind Turbines & Wind Energy,37.2,53.8,0.16565131858585502,0.15294916965693017,0.1448762013602735,NONE (Neutral),-4.404259374826835
2025-05-07,Wind Turbines & Wind Energy,52.2,49.6,0.17131663460127222,0.11964916813958128,0.1184756350990438,NONE (Neutral),3.697349739382285
2025-05-19,Wind Turbines & Wind Energy,48.7,73.6,0.16398045241250683,0.14722425672612302,0.1249646913882986,NONE (Neutral),-0.0878014548786333
2025-05-26,Wind Turbines & Wind Energy,52.1,67.4,0.1970566711923579,0.1646625997460134,0.1287280931196663,NONE (Neutral),1.8987968372066952
2025-05-29,Wind Turbines & Wind Energy,35.8,69.9,0.2489574424147572,0.18613003675232667,0.1760878577345642,NONE (Neutral),0.013223021802022394
2025-05-30,Wind Turbines & Wind Energy,48.1,73.6,0.3960000905304146,0.3779948212108076,0.3083632353337665,NONE (Neutral),-3.696237152306683
2025-06-09,Wind Turbines & Wind Energy,61.6,67.0,0.295023214079821,0.16831079525035578,0.16078053131787576,WATCH (Unusual Precursor),-0.43400277232616524
2025-06-10,Wind Turbines & Wind Energy,62.6,68.4,0.24996747872568542,0.19748869490279855,0.16793030670678552,WATCH (Unusual Precursor),-4.514622421112984
2025-06-11,Wind Turbines & Wind Energy,57.3,68.9,0.17913131718880873,0.18162025873701107,0.15615577513610182,WATCH (Unusual Precursor),-5.399787775423304
2025-06-18,Wind Turbines & Wind Energy,18.4,26.7,0.1702548980361265,0.11012813171809428,0.10740212011173553,NONE (Neutral),0.24553576713999928
2025-06-23,Wind Turbines & Wind Energy,23.0,18.1,0.20276417176632577,0.10826326616861247,0.11563447478007828,NONE (Neutral),4.336872533236127
2025-06-30,Wind Turbines & Wind Energy,56.0,57.1,0.17323440988926575,0.18185080690479916,0.15608447438779272,WATCH (Unusual Precursor),-4.412741829169613
2025-07-15,Wind Turbines & Wind Energy,19.9,28.6,0.18213367024313626,0.14749975542351113,0.15818482576048465,NONE (Neutral),-4.23100101530469
2025-07-22,Wind Turbines & Wind Energy,14.8,20.7,0.17927507382412833,0.11509191057077527,0.15452880911315797,NONE (Neutral),-7.364273846010308
2025-07-23,Wind Turbines & Wind Energy,21.4,17.7,0.1348057185204423,0.10136884990065233,0.10857070511259538,NONE (Neutral),-8.132892307385845
2025-08-18,Wind Turbines & Wind Energy,36.2,0.0,0.32297903385286597,0.24605690828721818,0.279038653205234,NONE (Neutral),-11.591206955545143
2025-08-20,Wind Turbines & Wind Energy,21.0,0.0,0.1742016542897308,0.11116055093295223,0.14336715975818315,NONE (Neutral),-12.670544274474658
2025-08-21,Wind Turbines & Wind Energy,28.1,6.0,0.147965359266283,0.09311065035233848,0.1114439172946603,NONE (Neutral),-12.92231607695797
2026-07-02,Wind Turbines & Wind Energy,11.6,0.0,0.1304876303825705,0.11106774115878541,0.35382504934823605,NONE (Neutral),-1.2289107669941868
2026-07-03,Wind Turbines & Wind Energy,23.2,14.0,0.15904922856986947,0.3080873659593918,0.15744754767637892,NONE (Neutral),-0.782649265733715
2026-07-06,Wind Turbines & Wind Energy,44.8,14.0,0.255368713993874,0.23663930681975903,0.23756906839715417,NONE (Neutral),-1.3832938556920824
2026-07-07,Wind Turbines & Wind Energy,25.5,14.0,0.16179601230998122,0.2762931511167523,0.13537546079618,NONE (Neutral),-1.9048298680359579
2026-07-08,Wind Turbines & Wind Energy,32.0,14.0,0.13451076462672437,0.2746021029325389,0.12470797181235481,NONE (Neutral),0.19849632210090506
2026-07-09,Wind Turbines & Wind Energy,52.0,14.0,0.13433558402928947,0.12266933179639453,0.11945981923120011,NONE (Neutral),-0.9028575443816255
2026-07-10,Wind Turbines & Wind Energy,41.1,14.0,0.2342073325738853,0.25478747896702575,0.22170941063967387,NONE (Neutral),-2.236400234752607
2026-07-13,Wind Turbines & Wind Energy,38.0,14.0,0.17738002724704413,0.16619709842051802,0.14244761969857211,NONE (Neutral),-1.99095537476077
2026-07-14,Wind Turbines & Wind Energy,36.1,14.0,0.20004221171604297,0.15373550298049804,0.16463521744160106,NONE (Neutral),-1.145541489042392
2026-07-15,Wind Turbines & Wind Energy,41.1,14.0,0.14058116593246875,0.11824542906826939,0.12162736397442264,NONE (Neutral),-1.8111707334518834
2026-07-16,Wind Turbines & Wind Energy,35.6,14.0,0.17641334055314295,0.157882908242844,0.18034185512326084,NONE (Neutral),-2.6570521489714216
2026-07-17,Wind Turbines & Wind Energy,36.4,14.0,0.12811721732905434,0.11271966681291042,0.1217888142711475,NONE (Neutral),-1.5338485379890932
2026-07-20,Wind Turbines & Wind Energy,36.0,14.0,0.19973180853716777,0.12316058539486041,0.13127106801302316,NONE (Neutral),-2.4743564457339584
2026-07-21,Wind Turbines & Wind Energy,54.9,14.0,0.21048819430050777,0.1353232711602081,0.14017326108521275,NONE (Neutral),-6.484079324234626
2026-07-22,Wind Turbines & Wind Energy,26.8,14.0,0.15337948905069548,0.11987069148991188,0.12402383770078894,NONE (Neutral),-4.94603727702674
2026-07-23,Wind Turbines & Wind Energy,26.7,8.0,0.1709362703391689,0.13095065270505685,0.13501360954771435,NONE (Neutral),-5.255455082039693
2026-07-24,Wind Turbines & Wind Energy,36.8,8.0,0.2067704018657082,0.11956715570301457,0.14279833260892663,NONE (Neutral),-3.149446394486115
2026-07-27,Wind Turbines & Wind Energy,38.9,8.0,0.14448903439364574,0.11626106686144975,0.1340404755829304,NONE (Neutral),-3.696906766863377
2026-07-29,Wind Turbines & Wind Energy,19.5,0.0,0.2602488074732845,0.16210042829204538,0.1391446097149788,NONE (Neutral),0.6179792301688458
2026-07-30,Wind Turbines & Wind Energy,13.4,0.0,0.2227207203068793,0.1526816668906237,0.17571592032774672,NONE (Neutral),0.5528174350628268
2026-07-31,Wind Turbines & Wind Energy,36.2,2.4,0.2387628373325039,0.09599710285269086,0.1351942069691616,NONE (Neutral),1.743451506085303
2026-08-03,Wind Turbines & Wind Energy,27.6,2.2,0.2732906597968334,0.11292431778348058,0.12074041258645367,NONE (Neutral),-0.8568462727920757
2026-08-04,Wind Turbines & Wind Energy,32.4,1.8,0.17151751156172707,0.09906279122411563,0.35019256901977747,NONE (Neutral),1.959899211260159
2026-08-05,Wind Turbines & Wind Energy,51.5,3.6,0.1605630520847894,0.10685156054031986,0.16531056093871413,NONE (Neutral),-0.0801458260265453
2026-08-06,Wind Turbines & Wind Energy,48.4,2.4,0.2868876825411256,0.25155195310103495,0.2580376929294885,NONE (Neutral),0.37566483134673323
2026-08-10,Wind Turbines & Wind Energy,53.2,9.3,0.28089431925396197,0.16119450276202105,0.30048497526536655,NONE (Neutral),1.3745035905690317
2026-08-11,Wind Turbines & Wind Energy,42.0,9.6,0.14529095822428464,0.09755733475027688,0.17963998859147373,NONE (Neutral),-0.16994336254527997
2026-08-14,Wind Turbines & Wind Energy,28.8,7.1,0.13207065384451763,0.09872729526887261,0.18648737257268597,NONE (Neutral),1.7865086407041404
2024-04-15,Wires & Cables,29.7,75.0,0.17092791992013556,0.1357291309771115,0.1559888460175431,NONE (Neutral),5.5048013308186485
2024-04-16,Wires & Cables,31.4,79.9,0.2740975986694507,0.11189270345574981,0.14559982283338585,NONE (Neutral),4.94389509507485
2024-04-17,Wires & Cables,32.1,79.6,0.18720333561586858,0.14609413255507442,0.1657761370200881,NONE (Neutral),5.45578247169092
2024-04-18,Wires & Cables,39.7,81.9,0.2150244362256301,0.0986295930661475,0.10802305587578034,NONE (Neutral),4.075293609083895
2024-04-19,Wires & Cables,43.2,79.5,0.2705790546085702,0.15056953171462908,0.15237810240913438,NONE (Neutral),4.330765283505406
2024-04-22,Wires & Cables,47.1,85.5,0.1516774207399432,0.08982541575808746,0.09322045415666394,NONE (Neutral),3.2144474587248073
2024-04-23,Wires & Cables,50.7,86.0,0.1578906707318499,0.08485643426234867,0.1098066486066091,NONE (Neutral),2.392807987913394
2024-04-24,Wires & Cables,32.0,82.2,0.19049741450856458,0.1653116679211388,0.16328688276126063,NONE (Neutral),1.8977952276210253
2024-04-25,Wires & Cables,23.6,83.5,0.25252404408564016,0.15795700011696745,0.15478384880092938,NONE (Neutral),2.8642731147341096
2024-04-26,Wires & Cables,32.3,87.0,0.20715832435639653,0.1536777250918377,0.1564413090180534,NONE (Neutral),2.124116035639284
2024-04-29,Wires & Cables,29.0,82.5,0.21865367633799473,0.11024659947584367,0.1454573500079968,NONE (Neutral),0.04085367580565424
2024-04-30,Wires & Cables,41.6,81.7,0.22104149463045725,0.1407936138859175,0.1378584557847243,NONE (Neutral),-1.6556632736853762
2024-05-01,Wires & Cables,44.6,80.1,0.11655200646780582,0.07623175593811196,0.0850888526424884,NONE (Neutral),-0.957279704518175
2024-05-02,Wires & Cables,29.8,76.4,0.26257956636681784,0.16775832547093614,0.16741885449748992,NONE (Neutral),-3.3054045559877148
2024-05-03,Wires & Cables,25.2,75.5,0.26247505616813044,0.19305579121332397,0.2292530606739314,NONE (Neutral),-1.715173761731043
2024-05-06,Wires & Cables,13.8,59.5,0.13661505245636157,0.15703454225584204,0.14295111600349758,NONE (Neutral),1.215713431255686
2024-05-07,Wires & Cables,14.9,53.6,0.15510626011813824,0.15169626171163206,0.19381573053830892,NONE (Neutral),5.914962526785985
2024-05-08,Wires & Cables,19.5,58.7,0.21278540857201245,0.1611576469387802,0.14228941734151243,NONE (Neutral),5.745477311129056
2024-05-09,Wires & Cables,10.4,51.5,0.13488793129837562,0.10380210527773182,0.10396968669173332,NONE (Neutral),7.633910144493957
2024-05-10,Wires & Cables,26.4,60.5,0.22346378547724025,0.1611576469387802,0.13617465791205244,NONE (Neutral),6.418695931991115
2024-05-13,Wires & Cables,35.3,64.8,0.17422446841602793,0.10718825283731526,0.11114280070982045,NONE (Neutral),5.941597639631881
2024-05-14,Wires & Cables,58.3,72.0,0.15782045821679327,0.10516566085595061,0.10566032837606015,WATCH (Unusual Precursor),1.6040270993224737
2024-05-15,Wires & Cables,37.8,73.0,0.12207673444988747,0.10035623290308986,0.09373788185869109,NONE (Neutral),2.0878730977432487
2024-05-16,Wires & Cables,43.1,71.7,0.13521139287106465,0.1158508370389235,0.11990323438572077,NONE (Neutral),1.0699080083941597
2024-05-17,Wires & Cables,44.0,73.0,0.13717885574660427,0.11603249473509068,0.11990323438572077,NONE (Neutral),1.3995805836555504
2024-05-20,Wires & Cables,48.4,75.3,0.14975862047652155,0.13469519887042458,0.1380973844415389,NONE (Neutral),1.4766168290876578
2024-05-21,Wires & Cables,25.8,64.5,0.10988341690956856,0.08889016553209664,0.10126932533785897,NONE (Neutral),0.5122512835007076
2024-05-22,Wires & Cables,33.6,70.0,0.1791516060369216,0.1346244791606093,0.14422198275618417,NONE (Neutral),-0.47434942965622207
2024-05-23,Wires & Cables,34.8,69.4,0.108129561957688,0.08268504722452305,0.08429751708442255,NONE (Neutral),-1.6925398159451206
2024-05-24,Wires & Cables,33.1,64.1,0.156510101444401,0.10014788816045572,0.11114280070982045,NONE (Neutral),-2.855023923029816
2024-05-27,Wires & Cables,32.1,63.7,0.17200140049750715,0.10014788816045572,0.11114280070982045,NONE (Neutral),-3.1069159514551994
2024-05-28,Wires & Cables,25.2,57.6,0.1445352427923287,0.12550421064672232,0.14391443369085552,NONE (Neutral),-7.794216631872391
2024-05-29,Wires & Cables,16.8,57.7,0.14993135081390915,0.09082325949359724,0.10182118011425235,NONE (Neutral),-5.695047998173354
2024-05-30,Wires & Cables,17.0,53.3,0.1355168311909606,0.12201856587115491,0.12414404202717282,NONE (Neutral),-1.0440022159176618
2024-05-31,Wires & Cables,17.8,51.4,0.16173688985702533,0.11169104711495513,0.13792177057811944,NONE (Neutral),1.709453181219717
2024-06-03,Wires & Cables,13.0,51.0,0.20440748543589105,0.14095286404355997,0.16078843851197414,NONE (Neutral),2.2340761164912983
2024-06-04,Wires & Cables,17.9,32.6,0.14186453293128756,0.11909090551637495,0.12448597075606749,NONE (Neutral),11.743675288567022
2024-06-05,Wires & Cables,24.2,37.2,0.17988262148843637,0.07948583077968684,0.10196640243488231,NONE (Neutral),9.874385528076388
2024-06-06,Wires & Cables,26.1,47.2,0.1991025827921625,0.09896530549045804,0.10692264442892103,NONE (Neutral),7.142201425357064
2024-06-07,Wires & Cables,38.4,56.3,0.15986209361474032,0.13923266482086863,0.13659961234486767,NONE (Neutral),4.770813340313903
2024-06-10,Wires & Cables,51.9,65.1,0.12985634588284706,0.10748680909818048,0.11986202124175263,NONE (Neutral),3.301118338974506
2024-06-11,Wires & Cables,69.0,66.4,0.15682732129662544,0.11219632376265713,0.12621676806170642,EARLY (Elevated Probability),1.1233491262606798
2024-06-12,Wires & Cables,58.6,69.6,0.1523895480191542,0.1057432943297143,0.11806706612305412,WATCH (Unusual Precursor),-0.6170958443692484
2024-06-13,Wires & Cables,52.4,71.2,0.1466492973027735,0.10733365526743888,0.12245118214229524,NONE (Neutral),-0.4581313929661082
2024-06-14,Wires & Cables,48.6,69.8,0.12185283280626667,0.12094421339481125,0.12468605932863507,NONE (Neutral),0.4425916701771702
2024-06-17,Wires & Cables,44.9,68.6,0.09872852467581109,0.10163164975854395,0.09453088065747334,NONE (Neutral),1.5553085092102374
2024-06-18,Wires & Cables,31.9,68.8,0.10911161757369298,0.08893226710838213,0.0866153515482391,NONE (Neutral),1.6122886102376146
2024-06-19,Wires & Cables,18.3,52.2,0.11156157631861799,0.08220600993103815,0.09578850781896403,NONE (Neutral),1.5952815624072878
2024-06-20,Wires & Cables,37.9,61.0,0.15552251191864072,0.08014079387529757,0.09808491660883416,NONE (Neutral),-0.8036811078436109
2024-06-21,Wires & Cables,40.4,67.3,0.19050680171392362,0.12149477907823014,0.13198655925836777,NONE (Neutral),-1.816428989478442
2024-06-24,Wires & Cables,41.1,66.1,0.17622728062235862,0.1257925147421122,0.137525280990472,NONE (Neutral),-1.4480165261337483
2024-06-25,Wires & Cables,39.1,68.0,0.10555683019131806,0.07534499774044787,0.08599632508797653,NONE (Neutral),-0.7795425257817999
2024-06-26,Wires & Cables,31.3,60.7,0.10049436968035458,0.08743999923800531,0.08439858006652969,NONE (Neutral),2.1929337887838902
2024-06-27,Wires & Cables,16.1,53.4,0.1143609949824748,0.08609035332170972,0.10690695786957351,NONE (Neutral),4.08596263475381
2024-06-28,Wires & Cables,12.5,45.6,0.18366462659115967,0.1596573335846614,0.21421832924661,NONE (Neutral),5.009370211731544
2024-07-01,Wires & Cables,25.8,62.3,0.16371661989657876,0.08399570271132098,0.10680773236003627,NONE (Neutral),2.7145656053534695
2024-07-02,Wires & Cables,22.8,67.2,0.16615435353875332,0.08406178773253652,0.08603447756733358,NONE (Neutral),1.5528778727313943
2024-07-03,Wires & Cables,53.0,84.1,0.23319288625258827,0.1306557342547525,0.14034238934979384,NONE (Neutral),-1.2408338047727359
2024-07-04,Wires & Cables,55.4,76.6,0.145408752331787,0.1413852709288622,0.1382128212922177,WATCH (Unusual Precursor),-1.1197657035579376
2024-07-05,Wires & Cables,61.5,72.0,0.12644138896742138,0.10338335742489108,0.11803949409843108,WATCH (Unusual Precursor),-2.15057791026377
2024-07-08,Wires & Cables,50.4,68.3,0.10608629572953425,0.0754915885704717,0.07186979421858791,NONE (Neutral),0.4838767243099592
2024-07-09,Wires & Cables,39.6,59.6,0.13700331687300057,0.11680601256910426,0.10574801105253596,NONE (Neutral),2.0213560118795098
2024-07-10,Wires & Cables,28.6,57.4,0.13777274745861123,0.12476938806274707,0.10166959837849958,NONE (Neutral),2.8142615526989374
2024-07-11,Wires & Cables,39.1,59.2,0.16898300945967767,0.08837947716680342,0.09636723150897646,NONE (Neutral),-0.3671093723209655
2024-07-12,Wires & Cables,32.3,51.7,0.12247166922715523,0.08122154849571617,0.08960235396304411,NONE (Neutral),-3.079591915158416
2024-07-15,Wires & Cables,54.4,61.5,0.1850371285091954,0.10041102928435353,0.1016890155996387,NONE (Neutral),-4.338699631048846
2024-07-16,Wires & Cables,59.7,64.2,0.14503522119493126,0.08187749294137209,0.08096351947283689,WATCH (Unusual Precursor),-4.812625044275982
2024-07-17,Wires & Cables,56.7,65.3,0.10350082939988299,0.07688403929479792,0.08013533585969722,WATCH (Unusual Precursor),-3.793132168372767
2024-07-18,Wires & Cables,27.1,42.2,0.1336801194671254,0.12998060157056276,0.14453922093434834,NONE (Neutral),-0.399684956501319
2024-07-19,Wires & Cables,22.5,26.8,0.13088632124522953,0.13038904928693362,0.12279984802152384,NONE (Neutral),4.509985212579916
2024-07-22,Wires & Cables,25.8,25.8,0.1888729140888054,0.09942822973018701,0.08230676948656984,NONE (Neutral),5.061562377712683
2024-07-23,Wires & Cables,23.8,30.6,0.18304943479642308,0.09023902016769259,0.08218658732159383,NONE (Neutral),5.455317582263221
2024-07-24,Wires & Cables,20.8,38.2,0.20605927373550753,0.09230101922385829,0.08621673283323812,NONE (Neutral),5.024475018939332
2024-07-25,Wires & Cables,41.4,46.4,0.16826156947873697,0.10864617770345522,0.10576868675367954,NONE (Neutral),4.056454032192132
2024-07-26,Wires & Cables,60.2,59.1,0.12644138896742138,0.10142091694965227,0.10848105056183205,WATCH (Unusual Precursor),1.8072177749537195
2024-07-29,Wires & Cables,65.8,66.0,0.12644138896742138,0.09832501605002376,0.10932051170507677,EARLY (Elevated Probability),-2.9002186575970885
2024-07-30,Wires & Cables,66.0,58.9,0.12644138896742138,0.10282008204447017,0.10840143018331255,EARLY (Elevated Probability),-4.356497070110987
2024-07-31,Wires & Cables,66.4,62.2,0.12644138896742138,0.0993213228330479,0.10932051170507677,EARLY (Elevated Probability),-2.479419520177833
2024-08-01,Wires & Cables,72.1,62.1,0.12447275961299285,0.1025651780518906,0.09845276567126965,EARLY (Elevated Probability),-3.011989917905561
2024-08-02,Wires & Cables,47.8,49.5,0.11696108837050176,0.10520285773856007,0.09845275975404338,NONE (Neutral),-1.7603534067526025
2024-08-05,Wires & Cables,23.8,22.8,0.13930324564252228,0.1115575629277957,0.11859602405716166,NONE (Neutral),2.080356868554824
2024-08-06,Wires & Cables,18.1,21.1,0.14299424672942665,0.10716974547614545,0.1040630160531977,NONE (Neutral),1.5417066577701128
2024-08-07,Wires & Cables,28.0,41.1,0.2057937488665092,0.11223189762204461,0.10776059919067123,NONE (Neutral),-2.0757398554223543
2024-08-08,Wires & Cables,17.9,28.2,0.16104143187347827,0.09887561211924825,0.10371629382538294,NONE (Neutral),-1.5479226470759955
2024-08-09,Wires & Cables,19.1,30.6,0.22823020696964066,0.12809230112460238,0.15592755274587528,NONE (Neutral),-1.2050017624484843
2024-08-12,Wires & Cables,54.7,38.3,0.12281298533456107,0.10787479095391189,0.1091949291427507,NONE (Neutral),0.6316730995476019
2024-08-13,Wires & Cables,48.9,37.1,0.12659835620866908,0.13158382455145748,0.14579908958784493,NONE (Neutral),3.683491722028839
2024-08-14,Wires & Cables,21.9,28.9,0.12844793379483588,0.1063713791680472,0.11072740419344411,NONE (Neutral),5.6691974112632515
2024-08-15,Wires & Cables,33.0,31.3,0.12067950627209416,0.12914135062223156,0.13714885894215312,NONE (Neutral),6.089504615214909
2024-08-16,Wires & Cables,42.0,40.9,0.14725081887111915,0.09940833249085454,0.09863286664448473,NONE (Neutral),6.442091652004682
2024-08-19,Wires & Cables,52.1,51.6,0.13120848655582423,0.09138778149726509,0.08035371145361259,NONE (Neutral),6.568063183050136
2024-08-20,Wires & Cables,60.1,57.3,0.15336526372902823,0.11814749527838508,0.11602571348555767,WATCH (Unusual Precursor),4.827176390707573
2024-08-21,Wires & Cables,54.3,60.9,0.12812461973196945,0.11784409039282454,0.11141527171850589,NONE (Neutral),3.402417647651333
2024-08-22,Wires & Cables,60.5,65.8,0.12812461973196945,0.10803826600521278,0.11567926339188746,WATCH (Unusual Precursor),3.267301564272272
2024-08-23,Wires & Cables,66.4,67.3,0.12812461973196945,0.10314263559042712,0.10840143018331255,EARLY (Elevated Probability),2.1796763545160673
2024-08-26,Wires & Cables,76.0,74.2,0.15333092232891538,0.11820885282237552,0.12485891885878629,PRE-BREAKOUT (High Conviction),0.26583829626930927
2024-08-27,Wires & Cables,51.2,70.5,0.14216489014233066,0.1286997191591582,0.11920217286898756,NONE (Neutral),0.6666331955536634
2024-08-28,Wires & Cables,38.2,65.8,0.11655431221437769,0.11064966816774685,0.09501732366727339,NONE (Neutral),0.589402552768379
2024-08-29,Wires & Cables,43.0,59.3,0.1757334792838706,0.1528499242986315,0.13719654569943115,NONE (Neutral),0.3126133116331258
2024-08-30,Wires & Cables,32.6,61.2,0.16364139069202083,0.1041936440262339,0.1136746262135896,NONE (Neutral),-1.2350754724229756
2024-09-02,Wires & Cables,18.1,62.4,0.13225461392806256,0.12412357749850451,0.12395391560782405,NONE (Neutral),-2.3013529175555103
2024-09-03,Wires & Cables,18.8,59.7,0.19627960925197666,0.12017848415613908,0.12179645938214591,NONE (Neutral),-1.8765573758691803
