trajectory,Observations,Avg_20D_Return,Avg_40D_Return,Win_Rate_20D,Avg_Excess_20D
High Score + Falling (Exhaustion Warning),75151,1.2874199586305413,2.7163977584025707,47.89823156045828,-0.09038293145320167
High Score + Rising (Strong Acceleration),156572,1.716451902785949,2.214561860297572,49.11925503921519,-0.09722611977561756
Low Score + Falling (Accelerating Breakdown),169413,0.604051337943788,1.308739089160531,45.93803309073093,-0.026134958954399726
Low Score + Rising (Early Turnaround),64999,0.566050224048074,1.6031566972876548,47.67150263850213,-0.16418303255768385
Neutral / Steady,299146,1.062790038054086,2.498898592750592,47.55537429883736,-0.018917763050125224
