date,ensemble_dispersion,model_agreement_score
2024-10-28,3.604922912457526,45.9
2024-10-29,3.811316478867264,42.8
2024-10-30,3.098100503959939,53.5
2024-10-31,1.6651175322774037,75.0
2024-11-01,0.976085881185659,85.4
2024-11-04,1.5714518503535537,76.4
2024-11-05,0.7595433272716554,88.6
2024-11-06,0.4877584383325283,92.7
2024-11-07,0.4710799586913957,92.9
2024-11-08,0.9743493102519408,85.4
2024-11-11,0.8865141396519041,86.7
2024-11-12,2.2191610227660026,66.7
2024-11-13,3.222443142063684,51.7
2024-11-14,3.921237386105714,41.2
2024-11-18,3.465324223748687,48.0
2024-11-19,2.5271049628726807,62.1
2024-11-20,2.192340500141413,67.1
2024-11-21,3.102494779731281,53.5
2024-11-22,2.9584714368169003,55.6
2024-11-25,2.0813764525142715,68.8
2024-11-26,1.496491812961042,77.6
2024-11-27,1.424688241998904,78.6
2024-11-28,1.2723005588273268,80.9
2024-11-29,1.2933390122872095,80.6
2024-12-02,1.0333028237549575,84.5
2024-12-03,1.1015462344089197,83.5
2024-12-04,1.4047341162941978,78.9
2024-12-05,1.5309853183303204,77.0
2024-12-06,1.6521353213623147,75.2
2024-12-09,1.0627509899702028,84.1
2024-12-10,0.6685574092183588,90.0
2024-12-11,0.7310782990111119,89.0
2024-12-12,0.6407048402065962,90.4
2024-12-13,0.5091096385459793,92.4
2024-12-16,0.45241279365781295,93.2
2024-12-17,0.5892525691221345,91.2
2024-12-18,0.4892616349271767,92.7
2024-12-19,0.18431937543727817,97.2
2024-12-20,2.061437854796359,69.1
2024-12-23,2.2950066900866886,65.6
2024-10-28,5.49032403915061,25.0
2024-10-29,3.632750670034349,45.5
2024-10-30,1.808067728501976,72.9
2024-10-31,1.8798305877596952,71.8
2024-11-01,1.1302717873921342,83.0
2024-11-04,1.6385277612588933,75.4
2024-11-05,0.919775757970302,86.2
2024-11-06,0.3532706072832042,94.7
2024-11-07,0.4179172862011547,93.7
2024-11-08,0.758804493878878,88.6
2024-11-11,0.6730584117179502,89.9
2024-11-12,2.107727423347252,68.4
2024-11-13,3.613701841237057,45.8
2024-11-14,3.110184919657479,53.3
2024-11-18,2.9512814838663894,55.7
2024-11-19,1.9265461723979533,71.1
2024-11-20,1.7174759423769552,74.2
2024-11-21,2.513830491172965,62.3
2024-11-22,1.8995698843117743,71.5
2024-11-25,1.9413494641252729,70.9
2024-11-26,1.393322149314105,79.1
2024-11-27,1.9072532921614536,71.4
2024-11-28,1.1462128007493835,82.8
2024-11-29,1.010146197314334,84.8
2024-12-02,0.32741805585331535,95.1
2024-12-03,0.6214068172118276,90.7
2024-12-04,0.5340541339903351,92.0
2024-12-05,0.3860811993578823,94.2
2024-12-06,0.3573279476764752,94.6
2024-12-09,0.4255632313137104,93.6
2024-12-10,0.5038194950711454,92.4
2024-12-11,0.9846637006632998,85.2
2024-12-12,0.5558153173813098,91.7
2024-12-13,0.3725756227424152,94.4
2024-12-16,0.49088483269124067,92.6
2024-12-17,0.45470452941211653,93.2
2024-12-18,0.22491492415903613,96.6
2024-12-19,0.33995534047003345,94.9
2024-12-20,2.4066950297979326,63.9
2024-12-23,2.967301029525188,55.5
2024-10-28,3.119648906743371,53.2
2024-10-29,2.3539512885075315,64.7
2024-10-30,1.864501312772911,72.0
2024-10-31,1.4640250813529174,78.0
2024-11-01,1.593162636889058,76.1
2024-11-04,1.5453394571471155,76.8
2024-11-05,1.174440936229584,82.4
2024-11-06,0.6994434963536392,89.5
2024-11-07,0.5030653311949066,92.5
2024-11-08,1.2203345522502858,81.7
2024-11-11,0.9278379847801502,86.1
2024-11-12,2.258876000850466,66.1
2024-11-13,4.709818550855923,29.4
2024-11-14,5.045418928812366,25.0
2024-11-18,4.780873324475715,28.3
2024-11-19,3.387020680750601,49.2
2024-11-20,3.162857454838034,52.6
2024-11-21,3.914028514202103,41.3
2024-11-22,2.9978780299267602,55.0
2024-11-25,2.5535553754814795,61.7
2024-11-26,1.8095950009979163,72.9
2024-11-27,1.5712241728305267,76.4
2024-11-28,1.7845453690135131,73.2
2024-11-29,1.5743779593928142,76.4
2024-12-02,0.9394061809018762,85.9
2024-12-03,1.159968402935388,82.6
2024-12-04,1.0474813061198152,84.3
2024-12-05,1.0388550468441207,84.4
2024-12-06,1.215216143253355,81.8
2024-12-09,1.200384685763289,82.0
2024-12-10,1.0324459952860758,84.5
2024-12-11,1.282851262211978,80.8
2024-12-12,0.9325693923953523,86.0
2024-12-13,0.7945136699251897,88.1
2024-12-16,0.5409752653189722,91.9
2024-12-17,0.5962425725329772,91.1
2024-12-18,0.7356333315081773,89.0
2024-12-19,0.8185003313699516,87.7
2024-12-20,2.4190606794129184,63.7
2024-12-23,2.468077502123136,63.0
2024-10-28,2.907485963230542,56.4
2024-10-29,3.6510718222268728,45.2
2024-10-30,3.2227150200781045,51.7
2024-10-31,2.046128552367063,69.3
2024-11-01,1.2425614447383186,81.4
2024-11-04,1.772281044565596,73.4
2024-11-05,1.055999181455822,84.2
2024-11-06,0.2945393538508225,95.6
2024-11-07,0.7989714145816298,88.0
2024-11-08,1.3352354601408523,80.0
2024-11-11,1.1223130395645586,83.2
2024-11-12,2.308890453363475,65.4
2024-11-13,3.0413141161804194,54.4
2024-11-14,2.59779242726781,61.0
2024-11-18,3.161774723243417,52.6
2024-11-19,2.5232598688392356,62.2
2024-11-20,2.604718278858146,60.9
2024-11-21,3.5412533584845427,46.9
2024-11-22,3.206264952328623,51.9
2024-11-25,2.6688110231614575,60.0
2024-11-26,1.8478217549159273,72.3
2024-11-27,1.3070762532448106,80.4
2024-11-28,1.5944886611301423,76.1
2024-11-29,1.7063822195929987,74.4
2024-12-02,1.4872940246987458,77.7
2024-12-03,1.3705490023218492,79.4
2024-12-04,1.0535544942283657,84.2
2024-12-05,0.9643264806629375,85.5
2024-12-06,1.4021853595264495,79.0
2024-12-09,1.3225460387343067,80.2
2024-12-10,0.6983401503795822,89.5
2024-12-11,0.9292736048824185,86.1
2024-12-12,0.7276149054029526,89.1
2024-12-13,0.41923502943724716,93.7
2024-12-16,0.589635615924614,91.2
2024-12-17,0.4876433144338665,92.7
2024-12-18,0.3658363081900244,94.5
2024-12-19,0.32453336309059505,95.1
2024-12-20,2.32675226405575,65.1
2024-12-23,2.502936540488841,62.5
2024-10-28,3.231050661667189,51.5
2024-10-29,2.303178411635461,65.5
2024-10-30,1.7473244780631179,73.8
2024-10-31,1.410608765799318,78.8
2024-11-01,0.9754862845938476,85.4
2024-11-04,1.5004571097957724,77.5
2024-11-05,1.2504180622491976,81.2
2024-11-06,1.2650221178058263,81.0
2024-11-07,0.9155159423287069,86.3
2024-11-08,0.8968996486816859,86.5
2024-11-11,0.728101542873683,89.1
2024-11-12,2.2250769504341616,66.6
2024-11-13,2.8549983773312504,57.2
2024-11-14,2.966418610273737,55.5
2024-11-18,2.747691974940099,58.8
2024-11-19,1.6941725056335346,74.6
2024-11-20,1.8140630821325976,72.8
2024-11-21,2.4305209327271697,63.5
2024-11-22,1.8666295273502709,72.0
2024-11-25,2.2124356509966447,66.8
2024-11-26,1.6971632288920928,74.5
2024-11-27,1.3704400587252508,79.4
2024-11-28,1.609676813529578,75.9
2024-11-29,1.5897264483536055,76.2
2024-12-02,0.30412482184639283,95.4
2024-12-03,0.3243640351794041,95.1
2024-12-04,0.19484773889331952,97.1
2024-12-05,0.4838698937102685,92.7
2024-12-06,0.5908578596448949,91.1
2024-12-09,0.7163869036867307,89.3
2024-12-10,0.5948376792436473,91.1
2024-12-11,1.20954112803052,81.9
2024-12-12,1.1109482745314778,83.3
2024-12-13,1.1758056691311396,82.4
2024-12-16,1.2235838644522081,81.6
2024-12-17,0.2529816811942924,96.2
2024-12-18,0.8635326938568756,87.0
2024-12-19,0.7586359629940816,88.6
2024-12-20,1.7948282684541137,73.1
2024-12-23,2.206456787929456,66.9
2024-10-28,2.968182278156016,55.5
2024-10-29,3.716286036001999,44.3
2024-10-30,2.0076063923966094,69.9
2024-10-31,1.4788747549746153,77.8
2024-11-01,1.2820867414818151,80.8
2024-11-04,1.403852810855067,78.9
2024-11-05,0.779999756484586,88.3
2024-11-06,0.32753369957912026,95.1
2024-11-07,0.6203629427614009,90.7
2024-11-08,1.2389887261555164,81.4
2024-11-11,0.7753681913585704,88.4
2024-11-12,1.9792662685990616,70.3
2024-11-13,2.909718408498747,56.4
2024-11-14,2.6508083522595935,60.2
2024-11-18,2.684611178821445,59.7
2024-11-19,2.0317912504789866,69.5
2024-11-20,1.6372748668967516,75.4
2024-11-21,2.1624859482545866,67.6
2024-11-22,1.6993143441165965,74.5
2024-11-25,2.3283323479490967,65.1
2024-11-26,1.569274267551956,76.5
2024-11-27,0.9651704987517871,85.5
2024-11-28,1.1060054263685977,83.4
2024-11-29,1.053402984254132,84.2
2024-12-02,0.30779397836585465,95.4
2024-12-03,0.5572821973478692,91.6
2024-12-04,0.6376951310751687,90.4
2024-12-05,0.2501652714753855,96.2
2024-12-06,0.2947675827368116,95.6
2024-12-09,0.3055093340841916,95.4
2024-12-10,0.34047322064313107,94.9
2024-12-11,0.4031813299390403,94.0
2024-12-12,0.11659429531285025,98.3
2024-12-13,0.06147007448439928,99.1
2024-12-16,0.09311951864821401,98.6
2024-12-17,0.38029411798769963,94.3
2024-12-18,0.3624771889625102,94.6
2024-12-19,0.39347007515593513,94.1
2024-12-20,1.503310165809682,77.5
2024-12-23,1.8298577207455746,72.6
2024-10-28,2.7586142760443875,58.6
2024-10-29,2.632337654899808,60.5
2024-10-30,2.1459911685290645,67.8
2024-10-31,1.8169722348802286,72.7
2024-11-01,1.7711800072749746,73.4
2024-11-04,2.0987791919891685,68.5
2024-11-05,1.2746605320329731,80.9
2024-11-06,1.1850301438124122,82.2
2024-11-07,0.8126851637596718,87.8
2024-11-08,1.1561575116263851,82.7
2024-11-11,0.8879436769396947,86.7
2024-11-12,2.0407598066150086,69.4
2024-11-13,2.831764826678289,57.5
2024-11-14,2.74483916079309,58.8
2024-11-18,2.7322922394733333,59.0
2024-11-19,2.3624062178970697,64.6
2024-11-20,2.213297717415436,66.8
2024-11-21,2.2048270007433857,66.9
2024-11-22,1.736226249906966,74.0
2024-11-25,1.9447685179139154,70.8
2024-11-26,1.716785873321438,74.2
2024-11-27,1.154699658443775,82.7
2024-11-28,1.232510483065578,81.5
2024-11-29,1.2221178298359838,81.7
2024-12-02,0.7296708436924373,89.1
2024-12-03,0.4385962039472017,93.4
2024-12-04,0.35249578790537256,94.7
2024-12-05,0.4241353757482703,93.6
2024-12-06,0.5556838237127377,91.7
2024-12-09,0.5506110635296491,91.7
2024-12-10,0.3909828420455855,94.1
2024-12-11,0.5095724497630963,92.4
2024-12-12,0.6810529228400807,89.8
2024-12-13,0.3449144417191028,94.8
2024-12-16,0.3873348825794434,94.2
2024-12-17,0.21706386681557552,96.7
2024-12-18,0.4082365065938137,93.9
2024-12-19,0.6994203467880229,89.5
2024-12-20,1.8357710507069414,72.5
2024-12-23,2.214959452941242,66.8
2024-10-28,5.128373886379678,25.0
2024-10-29,3.2065831965187837,51.9
2024-10-30,1.9384246437911847,70.9
2024-10-31,1.3739067459103151,79.4
2024-11-01,1.7481501588233879,73.8
2024-11-04,2.1964866837568096,67.1
2024-11-05,1.187176442699118,82.2
2024-11-06,0.4801964661080917,92.8
2024-11-07,0.7008837822205196,89.5
2024-11-08,0.810521229337225,87.8
2024-11-11,0.719557255358285,89.2
2024-11-12,2.149501650228684,67.8
2024-11-13,2.6229723734345085,60.7
2024-11-14,2.7610276378754772,58.6
2024-11-18,2.642728862969263,60.4
2024-11-19,1.9013932558248696,71.5
2024-11-20,1.8073608736086217,72.9
2024-11-21,2.2751787523174483,65.9
2024-11-22,1.728103508610671,74.1
2024-11-25,1.8377231025974279,72.4
2024-11-26,1.4009237756953665,79.0
2024-11-27,1.2350512805940255,81.5
2024-11-28,1.3553064758456266,79.7
2024-11-29,1.2538173714984155,81.2
2024-12-02,0.37991736296528744,94.3
2024-12-03,0.5820667628731432,91.3
2024-12-04,0.40134980414921534,94.0
2024-12-05,0.5085405640508441,92.4
2024-12-06,1.0947128770010046,83.6
2024-12-09,1.1992159400265643,82.0
2024-12-10,0.654878322521224,90.2
2024-12-11,0.8424928328594448,87.4
2024-12-12,0.6726101840390522,89.9
2024-12-13,0.5966067945225272,91.1
2024-12-16,1.798523394330072,73.0
2024-12-17,0.889296841110447,86.7
2024-12-18,0.9745507538476196,85.4
2024-12-19,0.36832763025733384,94.5
2024-12-20,1.5533804117146133,76.7
2024-12-23,2.438218913393072,63.4
2024-10-28,3.2741948245379136,50.9
2024-10-29,2.8541014319226443,57.2
2024-10-30,1.89010286270792,71.6
2024-10-31,1.468211958056232,78.0
2024-11-01,1.1062583742442678,83.4
2024-11-04,1.8321279444684127,72.5
2024-11-05,1.3142449816103972,80.3
2024-11-06,1.0585558500720291,84.1
2024-11-07,0.6090104238214397,90.9
2024-11-08,1.153234112764851,82.7
2024-11-11,0.9774362701262771,85.3
2024-11-12,2.418731225945537,63.7
2024-11-13,3.7561493995086037,43.7
2024-11-14,3.8986488410986793,41.5
2024-11-18,3.9366536199267976,41.0
2024-11-19,3.647165620816649,45.3
2024-11-20,3.6840562709087257,44.7
2024-11-21,3.3919092728988662,49.1
2024-11-22,2.3905549556986796,64.1
2024-11-25,2.2515720127215677,66.2
2024-11-26,1.7108081880567039,74.3
2024-11-27,1.6677528451640924,75.0
2024-11-28,1.6051669216279225,75.9
2024-11-29,1.3902285685546096,79.1
2024-12-02,1.353623688937958,79.7
2024-12-03,1.3460275683546572,79.8
2024-12-04,0.3212863342526683,95.2
2024-12-05,0.6236652139976628,90.6
2024-12-06,0.9190233401429018,86.2
2024-12-09,0.5966805483091977,91.0
2024-12-10,0.6655188323627551,90.0
2024-12-11,0.9690705935020782,85.5
2024-12-12,0.7230895717230775,89.2
2024-12-13,0.4209659513736195,93.7
2024-12-16,0.653330446318844,90.2
2024-12-17,0.14280831471918987,97.9
2024-12-18,0.6501293661777626,90.2
2024-12-19,0.46655088046431004,93.0
2024-12-20,1.9988640657304044,70.0
2024-12-23,2.2143669126334946,66.8
2024-10-28,3.6932405483727853,44.6
2024-10-29,3.903324560392045,41.5
2024-10-30,3.6156002158040925,45.8
2024-10-31,1.8609659697185628,72.1
2024-11-01,1.693320456036394,74.6
2024-11-04,2.63356958364929,60.5
2024-11-05,1.2613773171694875,81.1
2024-11-06,0.19204636007673254,97.1
2024-11-07,0.6955028619894452,89.6
2024-11-08,1.2963224711997023,80.6
2024-11-11,1.0001673194845386,85.0
2024-11-12,2.172904699902209,67.4
2024-11-13,5.57465705785158,25.0
2024-11-14,5.487588468608399,25.0
2024-11-18,3.6686194116404955,45.0
2024-11-19,2.719454187417176,59.2
2024-11-20,2.418590295729658,63.7
2024-11-21,2.405835207971193,63.9
2024-11-22,1.791328560076683,73.1
2024-11-25,2.4195547328516036,63.7
2024-11-26,1.5803342713666948,76.3
2024-11-27,1.57928501705007,76.3
2024-11-28,1.2765666605050978,80.9
2024-11-29,1.3788752093666632,79.3
2024-12-02,1.4252085806796144,78.6
2024-12-03,1.3089303628468145,80.4
2024-12-04,1.5618354014961926,76.6
2024-12-05,1.8559223020104199,72.2
2024-12-06,2.0707473333669064,68.9
2024-12-09,0.9050957497770983,86.4
2024-12-10,2.0043784156501494,69.9
2024-12-11,2.3649089149055498,64.5
2024-12-12,0.6299396510311998,90.6
2024-12-13,2.7655715915806898,58.5
2024-12-16,3.5728957775392973,46.4
2024-12-17,2.021173622078539,69.7
2024-12-18,1.0600565790853744,84.1
2024-12-19,1.5103306027185592,77.3
2024-12-20,2.624044731161183,60.6
2024-12-23,2.0494039346730797,69.3
2024-10-28,5.2525532221000155,25.0
2024-10-29,5.642457397753335,25.0
2024-10-30,4.617135842186936,30.7
2024-10-31,1.385287004690589,79.2
2024-11-01,1.4789479409122361,77.8
2024-11-04,1.6630299821762844,75.1
2024-11-05,0.946306498010311,85.8
2024-11-06,0.7894991205605142,88.2
2024-11-07,0.8162768629611635,87.8
2024-11-08,0.8130002769676569,87.8
2024-11-11,0.6801840997021028,89.8
2024-11-12,4.263149775450698,36.1
2024-11-13,5.439450909681673,25.0
2024-11-14,5.439405594623022,25.0
2024-11-18,5.491709079691746,25.0
2024-11-19,5.362215652500616,25.0
2024-11-20,5.298207505062914,25.0
2024-11-21,6.024088471533158,25.0
2024-11-22,5.597538433240888,25.0
2024-11-25,3.3792646550623844,49.3
2024-11-26,2.162176152505016,67.6
2024-11-27,1.5073794513325598,77.4
2024-11-28,1.6740320258945238,74.9
2024-11-29,1.5515150301685943,76.7
2024-12-02,0.25367531244315217,96.2
2024-12-03,1.3158040308649697,80.3
2024-12-04,1.4945334165908508,77.6
2024-12-05,1.4717205888310845,77.9
2024-12-06,0.37513685065123126,94.4
2024-12-09,0.5057009924342653,92.4
2024-12-10,0.21444434954476133,96.8
2024-12-11,0.27824351355815147,95.8
2024-12-12,0.33673571987452233,94.9
2024-12-13,0.1447454307168843,97.8
2024-12-16,0.32245834659448747,95.2
2024-12-17,0.3728411662205049,94.4
2024-12-18,0.7256035239868334,89.1
2024-12-19,0.2541677613833875,96.2
2024-12-20,1.831113821432479,72.5
2024-12-23,1.9410994305631606,70.9
2024-10-28,3.4608486513629995,48.1
2024-10-29,2.3449177487001904,64.8
2024-10-30,1.7684672443578964,73.5
2024-10-31,1.445731492640842,78.3
2024-11-01,1.1315667610067364,83.0
2024-11-04,2.709601320178928,59.4
2024-11-05,0.8136658028937974,87.8
2024-11-06,0.8124676842165707,87.8
2024-11-07,0.8154687828457992,87.8
2024-11-08,0.8525882451655279,87.2
2024-11-11,0.7575494103897861,88.6
2024-11-12,2.113390402275538,68.3
2024-11-13,2.995795451951151,55.1
2024-11-14,2.959800544665403,55.6
2024-11-18,3.3521608083989123,49.7
2024-11-19,2.5579574486663064,61.6
2024-11-20,1.7856283475602495,73.2
2024-11-21,3.2128727892894653,51.8
2024-11-22,1.89218117997037,71.6
2024-11-25,2.0555509648348105,69.2
2024-11-26,1.7328485879522713,74.0
2024-11-27,1.1192728553622284,83.2
2024-11-28,1.0682234960412555,84.0
2024-11-29,0.8749411456424824,86.9
2024-12-02,0.47657776378232924,92.9
2024-12-03,0.7920451839746049,88.1
2024-12-04,1.4769569962365348,77.8
2024-12-05,1.5265687173981441,77.1
2024-12-06,1.2986121143441374,80.5
2024-12-09,0.30948536839681295,95.4
2024-12-10,0.40710069862754905,93.9
2024-12-11,0.752320326582393,88.7
2024-12-12,0.46465677286120394,93.0
2024-12-13,0.368417665281811,94.5
2024-12-16,0.34749950612754593,94.8
2024-12-17,0.4982498356906959,92.5
2024-12-18,0.7763173790455015,88.4
2024-12-19,0.7342238034187633,89.0
2024-12-20,1.3550438310867552,79.7
2024-12-23,1.7073659313710883,74.4
2024-10-28,5.680626809443832,25.0
2024-10-29,5.719608706492236,25.0
2024-10-30,3.300816130642139,50.5
2024-10-31,1.4405650999076498,78.4
2024-11-01,1.2587377785811877,81.1
2024-11-04,1.6756293955611277,74.9
2024-11-05,1.1933599613293202,82.1
2024-11-06,0.619938908642201,90.7
2024-11-07,0.736483467154898,89.0
2024-11-08,1.0083158928969242,84.9
2024-11-11,0.7913064175314511,88.1
2024-11-12,2.307196430355463,65.4
2024-11-13,2.589431870579197,61.2
2024-11-14,3.063235911236233,54.1
2024-11-18,2.9287051836995905,56.1
2024-11-19,2.2905082836852664,65.6
2024-11-20,2.124659553069737,68.1
2024-11-21,2.7777797776342212,58.3
2024-11-22,2.2182035627656713,66.7
2024-11-25,1.9045945024210729,71.4
2024-11-26,1.476340649591522,77.9
2024-11-27,1.2716564217459507,80.9
2024-11-28,1.4849918451319382,77.7
2024-11-29,1.3491231019760814,79.8
2024-12-02,0.6907342016916224,89.6
2024-12-03,0.5389549659857271,91.9
2024-12-04,0.6578856385376227,90.1
2024-12-05,0.8130112624968965,87.8
2024-12-06,0.6350722955422865,90.5
2024-12-09,0.6939750529840794,89.6
2024-12-10,0.4129789456500627,93.8
2024-12-11,0.5291707487138485,92.1
2024-12-12,0.5140951025735796,92.3
2024-12-13,0.6104908092259246,90.8
2024-12-16,0.3757096027642385,94.4
2024-12-17,0.18938592194429796,97.2
2024-12-18,0.39595150826748987,94.1
2024-12-19,0.2747792016745654,95.9
2024-12-20,1.7379064875690364,73.9
2024-12-23,1.8587980556343113,72.1
2024-10-28,4.3869783109659295,34.2
2024-10-29,4.49106614296313,32.6
2024-10-30,1.6094012439292833,75.9
2024-10-31,1.7569033907724843,73.6
2024-11-01,0.9240911180455412,86.1
2024-11-04,1.6529264137151254,75.2
2024-11-05,0.9134160205447842,86.3
2024-11-06,0.9322409214550754,86.0
2024-11-07,1.3303944368659917,80.0
2024-11-08,0.8078477534278009,87.9
2024-11-11,0.754253290207122,88.7
2024-11-12,1.8902691667737528,71.6
2024-11-13,3.2858058448563736,50.7
2024-11-14,2.861551075424757,57.1
2024-11-18,2.9295763770200214,56.1
2024-11-19,2.364065534666184,64.5
2024-11-20,1.6679926172896697,75.0
2024-11-21,2.2013909692305007,67.0
2024-11-22,2.0097033624177802,69.9
2024-11-25,1.7145296833662178,74.3
2024-11-26,1.3851440313271555,79.2
2024-11-27,0.8960785419971934,86.6
2024-11-28,0.8417925899242115,87.4
2024-11-29,0.9144629483927854,86.3
2024-12-02,0.6478174177961186,90.3
2024-12-03,1.1119514444188687,83.3
