date,industry,constituents,early_radar_score,accumulation_pressure,cross_stock_synchronization,prob_5d,expected_lead_time_days,lifecycle_state
2024-09-26,Wind Turbines & Wind Energy,5,31.4,33.1,70.0,0.13828032212078692,1.0,QUIET (Consolidation / Base)
2024-09-27,Wind Turbines & Wind Energy,5,53.4,57.9,50.0,0.15254546744750164,1.0,EMERGING (Broadening Participation)
2024-10-01,Wind Turbines & Wind Energy,5,54.9,61.6,50.0,0.18192774516630109,1.0,EMERGING (Broadening Participation)
2024-10-02,Wind Turbines & Wind Energy,5,57.9,62.8,50.0,0.14369246084815146,1.0,EMERGING (Broadening Participation)
2024-10-03,Wind Turbines & Wind Energy,5,50.2,50.6,50.0,0.19277677231366466,1.0,QUIET (Consolidation / Base)
2024-10-04,Wind Turbines & Wind Energy,5,41.6,50.3,40.0,0.1228804321158093,1.0,QUIET (Consolidation / Base)
2024-10-07,Wind Turbines & Wind Energy,5,27.0,35.1,20.0,0.17014216882352054,1.0,BREAKDOWN (Downtrend)
2024-10-08,Wind Turbines & Wind Energy,5,44.7,53.0,40.0,0.18783695456728142,1.0,QUIET (Consolidation / Base)
2024-10-10,Wind Turbines & Wind Energy,5,30.7,21.9,50.0,0.1422787487093402,1.0,QUIET (Consolidation / Base)
2024-10-14,Wind Turbines & Wind Energy,5,36.8,21.8,70.0,0.16924853920511593,1.0,QUIET (Consolidation / Base)
2024-11-01,Wind Turbines & Wind Energy,5,53.8,41.3,80.0,0.1890174448669818,1.0,BREAKOUT (Expansion Phase)
2024-11-05,Wind Turbines & Wind Energy,5,60.8,59.0,70.0,0.14761013057626893,1.0,EMERGING (Broadening Participation)
2024-11-22,Wind Turbines & Wind Energy,5,34.3,42.1,40.0,0.1221772475730909,1.0,QUIET (Consolidation / Base)
2024-11-25,Wind Turbines & Wind Energy,5,14.4,21.7,40.0,0.16415691148182784,1.0,QUIET (Consolidation / Base)
2024-11-29,Wind Turbines & Wind Energy,5,9.3,20.6,40.0,0.1411808601106787,1.0,QUIET (Consolidation / Base)
2024-12-02,Wind Turbines & Wind Energy,5,33.9,57.8,50.0,0.2424736666476588,1.0,QUIET (Consolidation / Base)
2024-12-04,Wind Turbines & Wind Energy,5,48.1,64.4,80.0,0.17899621203289037,1.0,EMERGING (Broadening Participation)
2024-12-05,Wind Turbines & Wind Energy,5,46.2,62.8,70.0,0.1565058224497088,1.0,EMERGING (Broadening Participation)
2024-12-06,Wind Turbines & Wind Energy,5,52.6,74.1,80.0,0.20596774889340727,1.0,EMERGING (Broadening Participation)
2024-12-11,Wind Turbines & Wind Energy,5,17.5,39.3,40.0,0.15855239075240646,1.0,EXHAUSTION (Distribution Warning)
2024-12-16,Wind Turbines & Wind Energy,5,35.4,71.9,40.0,0.1548976421630241,1.0,QUIET (Consolidation / Base)
2024-12-17,Wind Turbines & Wind Energy,5,20.4,35.9,60.0,0.32565957431200493,1.0,QUIET (Consolidation / Base)
2024-12-27,Wind Turbines & Wind Energy,5,19.0,14.6,30.0,0.12446358626636199,1.0,DISTRIBUTION (Liquidation)
2024-12-30,Wind Turbines & Wind Energy,5,18.8,14.2,30.0,0.1439789972912558,1.0,DISTRIBUTION (Liquidation)
2024-12-31,Wind Turbines & Wind Energy,5,38.5,42.5,20.0,0.19896399897868888,1.0,QUIET (Consolidation / Base)
2025-01-02,Wind Turbines & Wind Energy,5,50.6,42.3,50.0,0.16182027932615053,1.0,QUIET (Consolidation / Base)
2025-01-03,Wind Turbines & Wind Energy,5,31.3,26.1,50.0,0.19724752942726212,1.0,QUIET (Consolidation / Base)
2025-01-07,Wind Turbines & Wind Energy,5,58.6,60.2,50.0,0.14755940052550778,1.0,QUIET (Consolidation / Base)
2025-01-08,Wind Turbines & Wind Energy,5,34.0,32.2,40.0,0.12440761545819548,1.0,DISTRIBUTION (Liquidation)
2025-01-09,Wind Turbines & Wind Energy,5,39.0,39.2,30.0,0.12439545476038062,1.0,QUIET (Consolidation / Base)
2025-01-10,Wind Turbines & Wind Energy,5,19.4,24.5,10.0,0.13751800039603868,1.0,DISTRIBUTION (Liquidation)
2025-01-22,Wind Turbines & Wind Energy,5,15.6,16.3,20.0,0.15081502404568453,1.0,BREAKDOWN (Downtrend)
2025-02-10,Wind Turbines & Wind Energy,5,15.5,16.7,20.0,0.15020501121180846,1.0,DISTRIBUTION (Liquidation)
2025-03-25,Wind Turbines & Wind Energy,5,64.2,56.0,70.0,0.16819656498895263,1.0,EMERGING (Broadening Participation)
2025-03-27,Wind Turbines & Wind Energy,5,37.0,32.8,30.0,0.15758144959822004,1.0,DISTRIBUTION (Liquidation)
2025-03-28,Wind Turbines & Wind Energy,5,51.7,52.8,40.0,0.11868612523877901,1.0,QUIET (Consolidation / Base)
2025-04-02,Wind Turbines & Wind Energy,5,33.2,52.4,20.0,0.19782047137350592,1.0,QUIET (Consolidation / Base)
2025-04-04,Wind Turbines & Wind Energy,5,32.7,37.4,20.0,0.13589913408826593,1.0,QUIET (Consolidation / Base)
2025-04-15,Wind Turbines & Wind Energy,5,31.5,37.1,40.0,0.21594530018200336,1.0,QUIET (Consolidation / Base)
2025-04-16,Wind Turbines & Wind Energy,5,48.0,38.7,60.0,0.13219741926624629,1.0,QUIET (Consolidation / Base)
2025-04-17,Wind Turbines & Wind Energy,5,42.7,28.7,60.0,0.13961662987652929,1.0,QUIET (Consolidation / Base)
2025-04-21,Wind Turbines & Wind Energy,5,70.5,70.2,70.0,0.17430765074668048,1.0,EMERGING (Broadening Participation)
2025-04-22,Wind Turbines & Wind Energy,5,63.2,55.2,80.0,0.19907918586161719,1.0,EMERGING (Broadening Participation)
2025-04-28,Wind Turbines & Wind Energy,5,53.7,48.4,60.0,0.22099125780802523,1.0,QUIET (Consolidation / Base)
2025-04-30,Wind Turbines & Wind Energy,5,37.2,33.2,40.0,0.15824342707187297,1.0,DISTRIBUTION (Liquidation)
2025-05-07,Wind Turbines & Wind Energy,5,52.2,59.8,40.0,0.19556164864760073,1.0,EMERGING (Broadening Participation)
2025-05-19,Wind Turbines & Wind Energy,5,48.7,56.8,80.0,0.1656367563765528,1.0,EMERGING (Broadening Participation)
2025-05-26,Wind Turbines & Wind Energy,5,52.1,53.8,60.0,0.1864745802114097,1.0,QUIET (Consolidation / Base)
2025-05-29,Wind Turbines & Wind Energy,5,35.8,25.6,70.0,0.23555118790928564,1.0,QUIET (Consolidation / Base)
2025-05-30,Wind Turbines & Wind Energy,5,48.1,43.5,70.0,0.35468612984515835,1.0,QUIET (Consolidation / Base)
2025-06-09,Wind Turbines & Wind Energy,5,61.6,60.7,60.0,0.27843809497476907,1.0,EARLY_ACCUMULATION (Precursor)
2025-06-10,Wind Turbines & Wind Energy,5,62.6,64.9,80.0,0.2227877175282342,1.0,EMERGING (Broadening Participation)
2025-06-11,Wind Turbines & Wind Energy,5,57.3,49.9,90.0,0.1749204157166288,1.0,BREAKOUT (Expansion Phase)
2025-06-18,Wind Turbines & Wind Energy,5,18.4,17.4,30.0,0.15370348697681369,1.0,DISTRIBUTION (Liquidation)
2025-06-23,Wind Turbines & Wind Energy,5,23.0,26.6,30.0,0.15648253497295062,1.0,DISTRIBUTION (Liquidation)
2025-06-30,Wind Turbines & Wind Energy,5,56.0,38.8,90.0,0.1821643195748209,1.0,BREAKOUT (Expansion Phase)
2025-07-15,Wind Turbines & Wind Energy,5,19.9,22.9,30.0,0.18612367822216067,1.0,DISTRIBUTION (Liquidation)
2025-07-22,Wind Turbines & Wind Energy,5,14.8,18.1,20.0,0.1559647712250106,1.0,QUIET (Consolidation / Base)
2025-07-23,Wind Turbines & Wind Energy,5,21.4,21.2,10.0,0.13171677018885833,1.0,DISTRIBUTION (Liquidation)
2025-08-18,Wind Turbines & Wind Energy,5,36.2,37.0,30.0,0.3307081316581329,1.0,BREAKDOWN (Downtrend)
2025-08-20,Wind Turbines & Wind Energy,5,21.0,25.3,30.0,0.15758357563553757,1.0,DISTRIBUTION (Liquidation)
2025-08-21,Wind Turbines & Wind Energy,5,28.1,28.8,30.0,0.14611926966135896,1.0,DISTRIBUTION (Liquidation)
2026-07-02,Wind Turbines & Wind Energy,5,11.6,15.6,10.0,0.20140788830276193,1.0,DISTRIBUTION (Liquidation)
2026-07-03,Wind Turbines & Wind Energy,5,23.2,27.9,10.0,0.4309648710934551,1.0,DISTRIBUTION (Liquidation)
2026-07-06,Wind Turbines & Wind Energy,5,44.8,61.2,10.0,0.3991045380862528,1.0,BREAKDOWN (Downtrend)
2026-07-07,Wind Turbines & Wind Energy,5,25.5,36.1,10.0,0.4678865882373012,1.0,BREAKDOWN (Downtrend)
2026-07-08,Wind Turbines & Wind Energy,5,32.0,41.7,10.0,0.39722645199475004,1.0,BREAKDOWN (Downtrend)
2026-07-09,Wind Turbines & Wind Energy,5,52.0,50.0,30.0,0.13492435288175356,1.0,BREAKDOWN (Downtrend)
2026-07-10,Wind Turbines & Wind Energy,5,41.1,33.2,30.0,0.25373093481302056,1.0,BREAKDOWN (Downtrend)
2026-07-13,Wind Turbines & Wind Energy,5,38.0,28.0,20.0,0.17037978030286835,1.0,BREAKDOWN (Downtrend)
2026-07-14,Wind Turbines & Wind Energy,5,36.1,24.8,20.0,0.19895552155071938,1.0,BREAKDOWN (Downtrend)
2026-07-15,Wind Turbines & Wind Energy,5,41.1,27.5,40.0,0.14868990132023402,1.0,BREAKDOWN (Downtrend)
2026-07-16,Wind Turbines & Wind Energy,5,35.6,27.7,30.0,0.1864043686040782,1.0,BREAKDOWN (Downtrend)
2026-07-17,Wind Turbines & Wind Energy,5,36.4,35.9,30.0,0.13547235753010345,1.0,BREAKDOWN (Downtrend)
2026-07-20,Wind Turbines & Wind Energy,5,36.0,38.6,10.0,0.20971166871335378,1.0,BREAKDOWN (Downtrend)
2026-07-21,Wind Turbines & Wind Energy,5,54.9,63.3,20.0,0.2175210717788139,1.0,BREAKDOWN (Downtrend)
2026-07-22,Wind Turbines & Wind Energy,5,26.8,24.3,20.0,0.14984338844546122,1.0,BREAKDOWN (Downtrend)
2026-07-23,Wind Turbines & Wind Energy,5,26.7,23.8,20.0,0.15447172646672983,1.0,DISTRIBUTION (Liquidation)
2026-07-24,Wind Turbines & Wind Energy,5,36.8,35.5,20.0,0.21862461655295282,1.0,BREAKDOWN (Downtrend)
2026-07-27,Wind Turbines & Wind Energy,5,38.9,38.3,30.0,0.14741135602878833,1.0,BREAKDOWN (Downtrend)
2026-07-29,Wind Turbines & Wind Energy,5,19.5,29.1,0.0,0.22094415915281113,1.0,DISTRIBUTION (Liquidation)
2026-07-30,Wind Turbines & Wind Energy,5,13.4,17.6,0.0,0.2158355326849797,1.0,DISTRIBUTION (Liquidation)
2026-07-31,Wind Turbines & Wind Energy,5,36.2,45.4,20.0,0.23156617376008518,1.0,BREAKDOWN (Downtrend)
2026-08-03,Wind Turbines & Wind Energy,5,27.6,35.2,10.0,0.27594260131315546,1.0,BREAKDOWN (Downtrend)
2026-08-04,Wind Turbines & Wind Energy,5,32.4,34.5,20.0,0.18633062233926267,1.0,BREAKDOWN (Downtrend)
2026-08-05,Wind Turbines & Wind Energy,5,51.5,56.9,30.0,0.3000887234844927,1.0,BREAKDOWN (Downtrend)
2026-08-06,Wind Turbines & Wind Energy,5,48.4,54.5,20.0,0.450317651952004,1.2,BREAKDOWN (Downtrend)
2026-08-10,Wind Turbines & Wind Energy,5,53.2,62.5,20.0,0.4390735960894749,1.2,BREAKDOWN (Downtrend)
2026-08-11,Wind Turbines & Wind Energy,5,42.0,50.6,10.0,0.1927804051404748,1.0,BREAKDOWN (Downtrend)
2026-08-14,Wind Turbines & Wind Energy,5,28.8,44.2,0.0,0.21495339814785938,1.0,BREAKDOWN (Downtrend)
2024-04-15,Wires & Cables,23,29.7,45.9,58.7,0.1838135279004184,1.0,MARKUP (Established Trend)
2024-04-16,Wires & Cables,23,31.4,51.3,60.9,0.2695765215920222,1.0,MARKUP (Established Trend)
2024-04-17,Wires & Cables,23,32.1,50.6,58.7,0.19659017461782202,1.0,MARKUP (Established Trend)
2024-04-18,Wires & Cables,23,39.7,52.8,65.2,0.19412665523394382,1.0,MARKUP (Established Trend)
2024-04-19,Wires & Cables,23,43.2,53.9,69.6,0.22988753490040986,1.0,MARKUP (Established Trend)
2024-04-22,Wires & Cables,23,47.1,52.7,87.0,0.13375248044750254,1.0,BREAKOUT (Expansion Phase)
2024-04-23,Wires & Cables,23,50.7,61.2,84.8,0.14117570513437555,1.0,EMERGING (Broadening Participation)
2024-04-24,Wires & Cables,23,32.0,34.4,80.4,0.1829418757451716,1.0,BREAKOUT (Expansion Phase)
2024-04-25,Wires & Cables,23,23.6,27.8,78.3,0.2402694964444218,1.0,BREAKOUT (Expansion Phase)
2024-04-26,Wires & Cables,23,32.3,41.9,78.3,0.18462474690137184,1.0,BREAKOUT (Expansion Phase)
2024-04-29,Wires & Cables,23,29.0,39.7,78.3,0.19779004822093224,1.0,MARKUP (Established Trend)
2024-04-30,Wires & Cables,23,41.6,50.6,73.9,0.2041602665236337,1.0,MARKUP (Established Trend)
2024-05-01,Wires & Cables,23,44.6,53.0,76.1,0.12627284866261723,1.0,MARKUP (Established Trend)
2024-05-02,Wires & Cables,23,29.8,43.9,71.7,0.24246832545462088,1.0,MARKUP (Established Trend)
2024-05-03,Wires & Cables,23,25.2,38.2,65.2,0.22797910426476167,1.0,QUIET (Consolidation / Base)
2024-05-06,Wires & Cables,23,13.8,23.6,50.0,0.14652680077618366,1.0,QUIET (Consolidation / Base)
2024-05-07,Wires & Cables,23,14.9,22.4,47.8,0.16877598290440124,1.0,QUIET (Consolidation / Base)
2024-05-08,Wires & Cables,23,19.5,28.0,52.2,0.219670254633395,1.0,QUIET (Consolidation / Base)
2024-05-09,Wires & Cables,23,10.4,17.7,41.3,0.14366540294345706,1.0,DISTRIBUTION (Liquidation)
2024-05-10,Wires & Cables,23,26.4,41.6,50.0,0.22991714478962194,1.0,QUIET (Consolidation / Base)
2024-05-13,Wires & Cables,23,35.3,53.0,58.7,0.17548799297015596,1.0,QUIET (Consolidation / Base)
2024-05-14,Wires & Cables,23,58.3,81.3,76.1,0.1589175496208353,1.0,EMERGING (Broadening Participation)
2024-05-15,Wires & Cables,23,37.8,50.1,73.9,0.12800350046946551,1.0,BREAKOUT (Expansion Phase)
2024-05-16,Wires & Cables,23,43.1,52.9,80.4,0.1379985636518675,1.0,BREAKOUT (Expansion Phase)
2024-05-17,Wires & Cables,23,44.0,51.7,82.6,0.13608898324063534,1.0,BREAKOUT (Expansion Phase)
2024-05-20,Wires & Cables,23,48.4,50.3,82.6,0.1341518195442538,1.0,BREAKOUT (Expansion Phase)
2024-05-21,Wires & Cables,23,25.8,33.9,54.3,0.12459667665475567,1.0,QUIET (Consolidation / Base)
2024-05-22,Wires & Cables,23,33.6,43.1,60.9,0.17377770398677136,1.0,QUIET (Consolidation / Base)
2024-05-23,Wires & Cables,23,34.8,39.1,67.4,0.10520880811024066,1.0,QUIET (Consolidation / Base)
2024-05-24,Wires & Cables,23,33.1,45.5,60.9,0.16841527935519826,1.0,QUIET (Consolidation / Base)
2024-05-27,Wires & Cables,23,32.1,42.9,58.7,0.17401938674459946,1.0,QUIET (Consolidation / Base)
2024-05-28,Wires & Cables,23,25.2,28.5,52.2,0.15151266094832588,1.0,QUIET (Consolidation / Base)
2024-05-29,Wires & Cables,23,16.8,20.8,50.0,0.15767113516580794,1.0,QUIET (Consolidation / Base)
2024-05-30,Wires & Cables,23,17.0,17.5,43.5,0.14439684643415618,1.0,QUIET (Consolidation / Base)
2024-05-31,Wires & Cables,23,17.8,22.7,41.3,0.16169278388739303,1.0,DISTRIBUTION (Liquidation)
2024-06-03,Wires & Cables,23,13.0,21.1,37.0,0.21258669462213609,1.0,DISTRIBUTION (Liquidation)
2024-06-04,Wires & Cables,23,17.9,21.9,23.9,0.1574082954388601,1.0,DISTRIBUTION (Liquidation)
2024-06-05,Wires & Cables,23,24.2,32.2,30.4,0.18493878538740255,1.0,DISTRIBUTION (Liquidation)
2024-06-06,Wires & Cables,23,26.1,32.9,43.5,0.19744820585993478,1.0,QUIET (Consolidation / Base)
2024-06-07,Wires & Cables,23,38.4,38.5,63.0,0.20798170217257395,1.0,QUIET (Consolidation / Base)
2024-06-10,Wires & Cables,23,51.9,52.9,69.6,0.12982333291474193,1.0,QUIET (Consolidation / Base)
2024-06-11,Wires & Cables,23,69.0,70.3,82.6,0.16257992881843508,1.0,EMERGING (Broadening Participation)
2024-06-12,Wires & Cables,23,58.6,52.4,84.8,0.15854239060987943,1.0,BREAKOUT (Expansion Phase)
2024-06-13,Wires & Cables,23,52.4,44.1,82.6,0.14675757439747583,1.0,BREAKOUT (Expansion Phase)
2024-06-14,Wires & Cables,23,48.6,38.2,80.4,0.12327620572531141,1.0,BREAKOUT (Expansion Phase)
2024-06-17,Wires & Cables,23,44.9,32.5,82.6,0.11779952814611677,1.0,QUIET (Consolidation / Base)
2024-06-18,Wires & Cables,23,31.9,27.1,65.2,0.11358190150310908,1.0,QUIET (Consolidation / Base)
2024-06-19,Wires & Cables,23,18.3,10.7,45.7,0.11654148526181961,1.0,QUIET (Consolidation / Base)
2024-06-20,Wires & Cables,23,37.9,38.6,50.0,0.17346450303982092,1.0,QUIET (Consolidation / Base)
2024-06-21,Wires & Cables,23,40.4,38.1,65.2,0.1876324117509206,1.0,QUIET (Consolidation / Base)
2024-06-24,Wires & Cables,23,41.1,38.8,69.6,0.16707125658007746,1.0,QUIET (Consolidation / Base)
2024-06-25,Wires & Cables,23,39.1,36.4,67.4,0.10130191112040271,1.0,QUIET (Consolidation / Base)
2024-06-26,Wires & Cables,23,31.3,26.2,58.7,0.10615796623551887,1.0,QUIET (Consolidation / Base)
2024-06-27,Wires & Cables,23,16.1,12.4,50.0,0.12417569198548739,1.0,QUIET (Consolidation / Base)
2024-06-28,Wires & Cables,23,12.5,14.9,43.5,0.18930905901012637,1.0,QUIET (Consolidation / Base)
2024-07-01,Wires & Cables,23,25.8,29.5,52.2,0.17346450303982092,1.0,QUIET (Consolidation / Base)
2024-07-02,Wires & Cables,23,22.8,38.5,56.5,0.17586159913419366,1.0,QUIET (Consolidation / Base)
2024-07-03,Wires & Cables,23,53.0,64.9,78.3,0.2131350059444466,1.0,EMERGING (Broadening Participation)
2024-07-04,Wires & Cables,23,55.4,56.0,84.8,0.15304752910974695,1.0,EMERGING (Broadening Participation)
2024-07-05,Wires & Cables,23,61.5,69.4,80.4,0.1327302554130279,1.0,EMERGING (Broadening Participation)
2024-07-08,Wires & Cables,23,50.4,52.4,65.2,0.11282688042472003,1.0,QUIET (Consolidation / Base)
2024-07-09,Wires & Cables,23,39.6,39.1,60.9,0.12914461130979485,1.0,QUIET (Consolidation / Base)
2024-07-10,Wires & Cables,24,28.6,27.6,50.0,0.1381518655265808,1.0,QUIET (Consolidation / Base)
2024-07-11,Wires & Cables,24,39.1,36.6,52.1,0.1738180867396679,1.0,QUIET (Consolidation / Base)
2024-07-12,Wires & Cables,24,32.3,28.9,45.8,0.11691783466876302,1.0,DISTRIBUTION (Liquidation)
2024-07-15,Wires & Cables,24,54.4,65.8,58.3,0.1823036460462011,1.0,EARLY_ACCUMULATION (Precursor)
2024-07-16,Wires & Cables,24,59.7,66.3,64.6,0.15209340090064796,1.0,EMERGING (Broadening Participation)
2024-07-17,Wires & Cables,24,56.7,65.4,72.9,0.11064432616054534,1.0,EMERGING (Broadening Participation)
2024-07-18,Wires & Cables,24,27.1,26.5,41.7,0.13642429166277767,1.0,QUIET (Consolidation / Base)
2024-07-19,Wires & Cables,24,22.5,22.1,27.1,0.13958892823607547,1.0,DISTRIBUTION (Liquidation)
2024-07-22,Wires & Cables,24,25.8,33.6,25.0,0.19185302642206953,1.0,DISTRIBUTION (Liquidation)
2024-07-23,Wires & Cables,24,23.8,31.3,22.9,0.19727110900629438,1.0,DISTRIBUTION (Liquidation)
2024-07-24,Wires & Cables,24,20.8,24.1,25.0,0.1948356192750541,1.0,DISTRIBUTION (Liquidation)
2024-07-25,Wires & Cables,24,41.4,46.4,50.0,0.16644956947774645,1.0,QUIET (Consolidation / Base)
2024-07-26,Wires & Cables,24,60.2,60.1,79.2,0.1327302554130279,1.0,EMERGING (Broadening Participation)
2024-07-29,Wires & Cables,24,65.8,64.6,83.3,0.13133628021751864,1.0,EMERGING (Broadening Participation)
2024-07-30,Wires & Cables,24,66.0,71.9,75.0,0.1327302554130279,1.0,EMERGING (Broadening Participation)
2024-07-31,Wires & Cables,24,66.4,67.5,77.1,0.1327302554130279,1.0,EMERGING (Broadening Participation)
2024-08-01,Wires & Cables,24,72.1,69.9,72.9,0.11938114473405814,1.0,EMERGING (Broadening Participation)
2024-08-02,Wires & Cables,24,47.8,44.6,56.2,0.11170010657253047,1.0,QUIET (Consolidation / Base)
2024-08-05,Wires & Cables,24,23.8,26.8,22.9,0.13749644226860896,1.0,DISTRIBUTION (Liquidation)
2024-08-06,Wires & Cables,24,18.1,20.0,20.8,0.16305551892226405,1.0,DISTRIBUTION (Liquidation)
2024-08-07,Wires & Cables,24,28.0,30.1,35.4,0.18892881961821467,1.0,DISTRIBUTION (Liquidation)
2024-08-08,Wires & Cables,24,17.9,20.6,22.9,0.15417862430731905,1.0,DISTRIBUTION (Liquidation)
2024-08-09,Wires & Cables,24,19.1,23.4,25.0,0.21821199829286622,1.0,QUIET (Consolidation / Base)
2024-08-12,Wires & Cables,24,54.7,54.4,56.2,0.11395001423880118,1.0,QUIET (Consolidation / Base)
2024-08-13,Wires & Cables,24,48.9,45.3,50.0,0.1508812223246825,1.0,QUIET (Consolidation / Base)
2024-08-14,Wires & Cables,24,21.9,19.1,27.1,0.1311219893930181,1.0,DISTRIBUTION (Liquidation)
2024-08-15,Wires & Cables,24,33.0,33.2,33.3,0.1280314790944537,1.0,QUIET (Consolidation / Base)
2024-08-16,Wires & Cables,24,42.0,52.5,37.5,0.1519718596967318,1.0,QUIET (Consolidation / Base)
2024-08-19,Wires & Cables,24,52.1,60.7,50.0,0.13965075779934868,1.0,EMERGING (Broadening Participation)
2024-08-20,Wires & Cables,24,60.1,66.2,60.4,0.15851216092410225,1.0,EMERGING (Broadening Participation)
2024-08-21,Wires & Cables,24,54.3,53.8,72.9,0.1361236167538862,1.0,BREAKOUT (Expansion Phase)
2024-08-22,Wires & Cables,24,60.5,56.8,79.2,0.13374109831268416,1.0,EMERGING (Broadening Participation)
2024-08-23,Wires & Cables,24,66.4,65.0,81.2,0.1361236167538862,1.0,EMERGING (Broadening Participation)
2024-08-26,Wires & Cables,24,76.0,81.7,85.4,0.14434558775633585,1.0,EMERGING (Broadening Participation)
2024-08-27,Wires & Cables,24,51.2,47.8,81.2,0.14245340846874704,1.0,BREAKOUT (Expansion Phase)
2024-08-28,Wires & Cables,24,38.2,32.7,68.8,0.1266282459681627,1.0,QUIET (Consolidation / Base)
2024-08-29,Wires & Cables,24,43.0,44.5,56.2,0.17653485106621267,1.0,QUIET (Consolidation / Base)
2024-08-30,Wires & Cables,24,32.6,33.6,60.4,0.17110496598086833,1.0,QUIET (Consolidation / Base)
2024-09-02,Wires & Cables,24,18.1,26.4,47.9,0.1332523042027962,1.0,QUIET (Consolidation / Base)
2024-09-03,Wires & Cables,24,18.8,32.8,43.8,0.20553357244648138,1.0,QUIET (Consolidation / Base)
2024-09-04,Wires & Cables,24,27.1,38.2,41.7,0.11989816933125487,1.0,QUIET (Consolidation / Base)
2024-09-05,Wires & Cables,24,24.6,33.9,50.0,0.16162212008884863,1.0,QUIET (Consolidation / Base)
2024-09-06,Wires & Cables,24,16.0,22.9,39.6,0.12552115600131283,1.0,QUIET (Consolidation / Base)
2024-09-09,Wires & Cables,24,16.8,22.9,37.5,0.11405255120597678,1.0,DISTRIBUTION (Liquidation)
2024-09-10,Wires & Cables,24,31.5,47.9,43.8,0.16644956947774645,1.0,QUIET (Consolidation / Base)
2024-09-11,Wires & Cables,24,32.0,49.7,43.8,0.16644956947774645,1.0,QUIET (Consolidation / Base)
2024-09-12,Wires & Cables,24,36.1,51.8,47.9,0.1793154448189202,1.0,QUIET (Consolidation / Base)
2024-09-13,Wires & Cables,24,50.3,64.5,64.6,0.12306229395772021,1.0,EMERGING (Broadening Participation)
2024-09-16,Wires & Cables,24,55.8,59.6,75.0,0.13039816459736545,1.0,EMERGING (Broadening Participation)
2024-09-17,Wires & Cables,24,41.4,38.3,62.5,0.1102017669686066,1.0,QUIET (Consolidation / Base)
2024-09-18,Wires & Cables,24,38.6,40.6,50.0,0.10614104495456102,1.0,QUIET (Consolidation / Base)
2024-09-19,Wires & Cables,24,20.7,22.1,31.2,0.1263648561097906,1.0,DISTRIBUTION (Liquidation)
2024-09-20,Wires & Cables,24,29.8,35.7,27.1,0.18539473640733828,1.0,QUIET (Consolidation / Base)
2024-09-23,Wires & Cables,24,45.4,49.9,39.6,0.16644956947774645,1.0,QUIET (Consolidation / Base)
2024-09-24,Wires & Cables,24,48.2,46.4,52.1,0.15480752144086013,1.0,QUIET (Consolidation / Base)
2024-09-25,Wires & Cables,24,41.8,40.0,47.9,0.10634171837192291,1.0,QUIET (Consolidation / Base)
2024-09-26,Wires & Cables,24,52.2,49.2,58.3,0.10756456538881924,1.0,QUIET (Consolidation / Base)
2024-09-27,Wires & Cables,24,47.8,48.6,43.8,0.11642215661910556,1.0,QUIET (Consolidation / Base)
2024-09-30,Wires & Cables,24,40.3,42.6,45.8,0.11769990584290851,1.0,QUIET (Consolidation / Base)
2024-10-01,Wires & Cables,24,34.7,33.3,45.8,0.16644956947774645,1.0,QUIET (Consolidation / Base)
2024-10-02,Wires & Cables,24,49.0,47.0,45.8,0.10211913545048358,1.0,QUIET (Consolidation / Base)
2024-10-03,Wires & Cables,24,35.2,33.3,39.6,0.11199807564133661,1.0,QUIET (Consolidation / Base)
2024-10-04,Wires & Cables,24,30.3,33.5,31.2,0.11904192183553242,1.0,QUIET (Consolidation / Base)
2024-10-07,Wires & Cables,24,15.6,20.1,16.7,0.14347285545711702,1.0,DISTRIBUTION (Liquidation)
2024-10-08,Wires & Cables,25,32.0,40.9,24.0,0.18998538279145397,1.0,QUIET (Consolidation / Base)
2024-10-09,Wires & Cables,25,39.6,41.7,38.0,0.17570000195485708,1.0,QUIET (Consolidation / Base)
2024-10-10,Wires & Cables,25,51.8,46.6,56.0,0.1562416795921521,1.0,QUIET (Consolidation / Base)
2024-10-11,Wires & Cables,25,50.7,42.4,56.0,0.1205171677598384,1.0,QUIET (Consolidation / Base)
2024-10-14,Wires & Cables,25,61.0,53.3,72.0,0.1301198927486167,1.0,QUIET (Consolidation / Base)
2024-10-15,Wires & Cables,25,50.7,41.9,60.0,0.12325818868274394,1.0,QUIET (Consolidation / Base)
2024-10-16,Wires & Cables,25,63.5,63.3,56.0,0.1379539599205167,1.0,EARLY_ACCUMULATION (Precursor)
2024-10-17,Wires & Cables,25,41.4,34.8,48.0,0.1529672694482083,1.0,QUIET (Consolidation / Base)
2024-10-18,Wires & Cables,25,32.4,25.0,40.0,0.11761781589190926,1.0,QUIET (Consolidation / Base)
2024-10-21,Wires & Cables,25,25.8,19.4,30.0,0.1265159297053012,1.0,DISTRIBUTION (Liquidation)
2024-10-22,Wires & Cables,25,16.2,17.0,20.0,0.12821513581597777,1.0,DISTRIBUTION (Liquidation)
2024-10-23,Wires & Cables,25,28.0,37.2,16.0,0.19921329556096587,1.0,BREAKDOWN (Downtrend)
2024-10-24,Wires & Cables,25,8.5,10.3,12.0,0.14527488969644176,1.0,DISTRIBUTION (Liquidation)
2024-10-25,Wires & Cables,25,15.5,21.1,12.0,0.1249616168474944,1.0,DISTRIBUTION (Liquidation)
2024-10-28,Wires & Cables,25,23.2,26.4,18.0,0.20235096886193243,1.0,DISTRIBUTION (Liquidation)
