date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2026-08-21,3PL Logistics & Fleet Haulage,55.7,WATCH,0.131,0.273,0.498,3.4,65.7,48.0,Volatility Compression
2026-08-21,API & Bulk Drugs,45.2,NONE,0.11,0.231,0.419,3.6,50.0,37.5,Volatility Compression
2026-08-21,Advertising & Digital Marketing,39.5,NONE,0.099,0.208,0.376,3.7,43.2,16.7,Volatility Compression
2026-08-21,Aerospace & Fighter Aircraft,39.8,NONE,0.1,0.209,0.378,3.7,46.8,55.0,Broad Breadth Expansion
2026-08-21,Air Conditioners & Commercial HVAC,32.2,NONE,0.084,0.179,0.322,3.9,33.3,20.0,Volatility Compression
2026-08-21,Architectural Glass & Windows,54.7,NONE,0.129,0.269,0.49,3.4,66.5,50.0,Volatility Compression
2026-08-21,Auto Castings & Heavy Forgings,57.9,WATCH,0.136,0.282,0.514,3.3,71.8,60.5,Strong Accumulation Pressure | Volatility Compression | Broad Breadth Expansion
2026-08-21,Auto Lighting & Electricals,33.9,NONE,0.088,0.186,0.334,3.8,37.4,55.9,Volatility Compression
2026-08-21,Auto Transmission & Driveline,68.9,EARLY,0.158,0.326,0.597,3.1,73.8,41.7,Strong Accumulation Pressure | Volatility Compression
2026-08-21,Automotive Radial Tyres,51.9,NONE,0.124,0.258,0.469,3.5,62.0,25.0,Neutral Precursor Structure
2026-08-21,Ayurvedic & Herbal Care,16.9,NONE,0.054,0.118,0.207,4.2,14.6,16.7,Neutral Precursor Structure
2026-08-21,Basmati Rice Milling & Global Exports,66.8,EARLY,0.154,0.317,0.581,3.2,69.4,50.0,Neutral Precursor Structure
2026-08-21,Biopharma & Biosimilars,60.2,WATCH,0.14,0.291,0.532,3.3,61.6,50.0,Volatility Compression
2026-08-21,Bridal Gold Jewellery & Retail Showrooms,65.7,EARLY,0.151,0.313,0.573,3.2,82.1,91.7,Strong Accumulation Pressure | High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-21,Building Materials,26.7,NONE,0.073,0.157,0.28,4.0,44.4,40.0,Neutral Precursor Structure
2026-08-21,Business Process Management (BPM),60.7,WATCH,0.141,0.293,0.535,3.3,72.5,56.2,Strong Accumulation Pressure | Volatility Compression
2026-08-21,CDMO & Sterile Injectables,36.9,NONE,0.094,0.198,0.357,3.8,43.1,58.3,Neutral Precursor Structure
2026-08-21,Ceramic Tiles & Sanitaryware,56.4,WATCH,0.133,0.276,0.503,3.4,60.2,28.1,Volatility Compression
2026-08-21,Civil & Commercial Construction,60.6,WATCH,0.141,0.292,0.534,3.3,65.5,34.3,Volatility Compression
2026-08-21,Commercial & Industrial Electronics EMS,43.4,NONE,0.107,0.224,0.406,3.6,53.4,50.0,Volatility Compression | Broad Breadth Expansion
2026-08-21,Commercial Ports & Terminals,30.2,NONE,0.08,0.171,0.306,3.9,31.5,28.6,Volatility Compression
2026-08-21,Commodity & Wholesale Trading,32.6,NONE,0.085,0.18,0.324,3.8,35.3,35.7,Volatility Compression
2026-08-21,Consumer Internet Platforms & Apps,39.9,NONE,0.1,0.21,0.379,3.7,52.3,42.9,Volatility Compression
2026-08-21,Container Rail & Dry Ports,32.6,NONE,0.085,0.18,0.324,3.8,39.1,16.7,Volatility Compression
2026-08-21,Conventional Thermal & Fossil Power,37.1,NONE,0.094,0.198,0.358,3.8,47.7,31.6,Volatility Compression
2026-08-21,Copper Mining & Smelting,45.6,NONE,0.111,0.232,0.422,3.6,50.0,80.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-21,Corporate & Wholesale Finance,30.7,NONE,0.081,0.173,0.31,3.9,39.5,25.0,Volatility Compression
