date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2026-07-06,Heavy Process Plant Equipment,53.0,NONE,0.126,0.262,0.478,3.4,68.9,28.6,Neutral Precursor Structure
2026-07-06,Heavy Switchgear & Automation,43.2,NONE,0.106,0.223,0.404,3.6,46.3,38.5,Neutral Precursor Structure
2026-07-06,Home Appliances (White Goods),43.2,NONE,0.106,0.223,0.404,3.6,43.5,33.3,Neutral Precursor Structure
2026-07-06,Home Textiles,52.5,NONE,0.125,0.26,0.474,3.4,40.0,50.0,Neutral Precursor Structure
2026-07-06,Hospitals & Healthcare Chains,44.7,NONE,0.109,0.229,0.415,3.6,45.7,36.7,Neutral Precursor Structure
2026-07-06,Housing Finance (HFC),41.7,NONE,0.103,0.217,0.393,3.7,42.0,32.1,Neutral Precursor Structure
2026-07-06,IMFL Spirits & Distilleries,40.7,NONE,0.101,0.213,0.385,3.7,44.2,35.7,Neutral Precursor Structure
2026-07-06,IT Distribution & Enterprise Infra,28.3,NONE,0.077,0.163,0.292,3.9,59.7,30.0,Neutral Precursor Structure
2026-07-06,Industrial & Basic Chemicals,45.2,NONE,0.11,0.231,0.419,3.6,48.2,30.2,Neutral Precursor Structure
2026-07-06,Industrial Compressors & Pumps,47.4,NONE,0.115,0.24,0.436,3.6,54.7,33.3,Neutral Precursor Structure
2026-07-06,"Industrial Effluent, Desalination & ZLD",44.5,NONE,0.109,0.228,0.414,3.6,38.8,45.5,Neutral Precursor Structure
2026-07-06,Industrial Minerals,34.6,NONE,0.089,0.188,0.34,3.8,33.7,33.3,Neutral Precursor Structure
2026-07-06,Integrated Grey Cement,25.4,NONE,0.071,0.152,0.27,4.0,26.6,23.1,Neutral Precursor Structure
2026-07-06,Kitchen Homeware & Cookware,24.2,NONE,0.068,0.147,0.262,4.0,20.9,25.0,Neutral Precursor Structure
2026-07-06,Life Insurance,13.0,NONE,0.05,0.102,0.178,4.2,19.9,0.0,Neutral Precursor Structure
2026-07-06,Liquid Milk & Value-Added Dairy,27.6,NONE,0.075,0.16,0.287,3.9,25.6,20.0,Neutral Precursor Structure
2026-07-06,Luxury Hotels & Resorts,31.0,NONE,0.082,0.174,0.312,3.9,32.8,18.2,Neutral Precursor Structure
2026-07-06,Marine Offshore Vessels & Tugs,32.8,NONE,0.086,0.181,0.326,3.8,43.8,62.5,Broad Breadth Expansion
2026-07-06,Material Handling & Cranes,43.6,NONE,0.107,0.224,0.407,3.6,56.9,11.1,Neutral Precursor Structure
2026-07-06,Medical Clinics & Equipment,40.7,NONE,0.101,0.213,0.385,3.7,52.6,18.8,Neutral Precursor Structure
2026-07-06,Metals & Fabrication,69.1,EARLY,0.158,0.326,0.598,3.1,85.6,66.7,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Micro-Irrigation & Agri-Plastics,21.8,NONE,0.064,0.137,0.244,4.1,32.1,0.0,Neutral Precursor Structure
2026-07-06,Microfinance (MFI),65.6,EARLY,0.151,0.312,0.572,3.2,85.5,100.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Mid-Tier IT & Digital Solutions,37.2,NONE,0.094,0.199,0.359,3.8,41.3,24.0,Neutral Precursor Structure
2026-07-06,Missiles & Military Explosives,52.4,NONE,0.125,0.26,0.473,3.5,69.1,83.3,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Music Labels & VFX Studios,46.6,NONE,0.113,0.236,0.43,3.6,49.6,28.6,Neutral Precursor Structure
2026-07-06,Mutual Fund Asset Managers (AMC),45.7,NONE,0.111,0.233,0.423,3.6,50.3,33.3,Neutral Precursor Structure
2026-07-06,Oil & Gas Exploration (E&P),35.8,NONE,0.092,0.193,0.348,3.8,31.3,42.9,Neutral Precursor Structure
2026-07-06,Online Travel Agency (OTA) & Flight Booking,25.7,NONE,0.071,0.153,0.273,4.0,34.7,10.0,Neutral Precursor Structure
2026-07-06,Optical Fiber & Telecom Infrastructure,63.1,WATCH,0.146,0.302,0.553,3.2,62.2,40.6,Neutral Precursor Structure
2026-07-06,Packaged Foods & Snacks,41.7,NONE,0.103,0.217,0.393,3.7,41.4,32.1,Neutral Precursor Structure
2026-07-06,Paperboard & Packaging Cartons,17.4,NONE,0.055,0.12,0.21,4.2,23.0,16.7,Neutral Precursor Structure
2026-07-06,Passenger Vehicles (Cars & SUVs),14.3,NONE,0.05,0.107,0.187,4.2,28.6,66.7,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Personal Care & Soaps,37.7,NONE,0.095,0.201,0.363,3.7,45.0,20.0,Neutral Precursor Structure
2026-07-06,Pigments & Dyes,22.2,NONE,0.064,0.139,0.246,4.1,26.3,14.3,Neutral Precursor Structure
2026-07-06,Plywood & Laminates,67.4,EARLY,0.155,0.32,0.586,3.2,70.4,41.2,Strong Accumulation Pressure
2026-07-06,Power & Distribution Transformers,53.8,NONE,0.128,0.265,0.484,3.4,52.8,44.4,Neutral Precursor Structure
2026-07-06,Precision Auto Engine Components,41.6,NONE,0.103,0.216,0.392,3.7,42.6,36.5,Neutral Precursor Structure
2026-07-06,Precision Bearings & Motion Controls,44.1,NONE,0.108,0.226,0.411,3.6,43.1,75.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Precision Defence Machining,46.2,NONE,0.112,0.235,0.427,3.6,75.0,83.3,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Precision Machine Tools & Fasteners,44.6,NONE,0.109,0.228,0.415,3.6,47.9,28.6,Neutral Precursor Structure
2026-07-06,Precision Metal Fabrication,18.4,NONE,0.057,0.124,0.218,4.1,20.7,0.0,Neutral Precursor Structure
2026-07-06,Precision Powertrain Engine Components,35.8,NONE,0.092,0.193,0.348,3.8,36.5,36.4,Neutral Precursor Structure
2026-07-06,Primary Aluminium,41.3,NONE,0.103,0.215,0.39,3.7,56.2,65.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Print Media & Publishing,15.2,NONE,0.05,0.111,0.194,4.2,14.0,10.0,Neutral Precursor Structure
2026-07-06,Printed Circuit Boards (PCBA) & Components,39.6,NONE,0.099,0.208,0.377,3.7,46.9,60.0,Broad Breadth Expansion
2026-07-06,Private Sector Banks,58.2,WATCH,0.136,0.283,0.516,3.3,68.9,69.6,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-07-06,Public Sector Banks (PSU),41.9,NONE,0.104,0.218,0.394,3.7,42.4,63.6,Broad Breadth Expansion
2026-07-06,Pumps & Compressors,59.9,WATCH,0.14,0.29,0.529,3.3,68.4,36.4,Neutral Precursor Structure
2026-07-06,Railway Signaling & Track EPC,29.3,NONE,0.079,0.167,0.3,3.9,27.8,8.3,Neutral Precursor Structure
2026-07-06,Refining & Petrochemicals,73.9,EARLY,0.168,0.346,0.634,3.0,80.9,44.7,Strong Accumulation Pressure
2026-07-06,Regional Cement & RMC,15.4,NONE,0.051,0.112,0.196,4.2,18.4,13.2,Neutral Precursor Structure
2026-07-06,Residential Real Estate,46.4,NONE,0.113,0.236,0.428,3.6,53.0,26.8,Neutral Precursor Structure
2026-07-06,Residential Townships & Commercial REITs,34.2,NONE,0.088,0.187,0.336,3.8,42.4,20.0,Neutral Precursor Structure
2026-07-06,Roads & Highways EPC,32.6,NONE,0.085,0.18,0.324,3.8,39.1,25.0,Neutral Precursor Structure
2026-07-06,"Rolling Stock, Wagons & Vande Bharat Trainsets",38.1,NONE,0.096,0.202,0.366,3.7,48.1,18.8,Neutral Precursor Structure
2026-07-06,Secondary Steel & TMT Rebars,60.2,WATCH,0.14,0.291,0.532,3.3,59.1,46.5,Neutral Precursor Structure
2026-07-06,Solar PV & Green Hydrogen,25.4,NONE,0.071,0.152,0.27,4.0,24.7,20.8,Neutral Precursor Structure
2026-07-06,Specialty Chemicals,44.6,NONE,0.109,0.228,0.415,3.6,47.2,27.0,Neutral Precursor Structure
2026-07-06,Specialty Retail Boutiques,46.2,NONE,0.112,0.235,0.427,3.6,46.0,41.7,Neutral Precursor Structure
2026-07-06,Sports & Athleisure Footwear,35.5,NONE,0.091,0.192,0.346,3.8,32.3,30.0,Neutral Precursor Structure
2026-07-06,Staffing & Security Services,42.2,NONE,0.104,0.219,0.396,3.7,41.8,44.4,Neutral Precursor Structure
2026-07-06,Staffing & Workforce Security,40.5,NONE,0.101,0.212,0.384,3.7,38.7,35.7,Neutral Precursor Structure
2026-07-06,Steel Pipes & Tubes,67.2,EARLY,0.154,0.319,0.584,3.2,70.4,41.9,Strong Accumulation Pressure
2026-07-06,Stockbroking & Wealth Management,41.7,NONE,0.103,0.217,0.393,3.7,47.8,25.0,Neutral Precursor Structure
2026-07-06,Sugar Refining & Bio-Ethanol,69.8,EARLY,0.16,0.329,0.603,3.1,85.1,30.3,Strong Accumulation Pressure
2026-07-06,Tea & Coffee Plantations,16.1,NONE,0.052,0.114,0.201,4.2,23.1,6.2,Neutral Precursor Structure
2026-07-06,Tea Plantations & Packaging,35.7,NONE,0.091,0.193,0.348,3.8,42.3,42.5,Neutral Precursor Structure
2026-07-06,Telecom Cellular Operators,29.3,NONE,0.079,0.167,0.3,3.9,36.1,30.0,Neutral Precursor Structure
2026-07-06,Television Broadcasting & OTT,27.3,NONE,0.075,0.159,0.285,4.0,33.3,15.4,Neutral Precursor Structure
2026-07-06,Tertiary Hospitals & Clinics,15.6,NONE,0.051,0.112,0.197,4.2,35.1,28.6,Neutral Precursor Structure
2026-07-06,Tier-1 IT Services,26.9,NONE,0.074,0.158,0.282,4.0,24.1,8.3,Neutral Precursor Structure
2026-07-06,Wealth Broking & Advisory,30.9,NONE,0.082,0.174,0.312,3.9,33.3,35.7,Neutral Precursor Structure
2026-07-06,Wind Turbines & Wind Energy,48.4,NONE,0.117,0.244,0.443,3.5,64.5,10.0,Neutral Precursor Structure
2026-07-06,Wires & Cables,60.4,WATCH,0.141,0.292,0.533,3.3,82.0,55.4,Strong Accumulation Pressure | Broad Breadth Expansion
2026-07-06,Zinc & Non-Ferrous Alloys,60.0,WATCH,0.14,0.29,0.53,3.3,65.4,50.0,Broad Breadth Expansion
