date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2026-08-10,3PL Logistics & Fleet Haulage,37.3,NONE,0.095,0.199,0.36,3.8,42.1,37.5,Volatility Compression
2026-08-10,API & Bulk Drugs,58.6,WATCH,0.137,0.284,0.52,3.3,59.5,51.7,Volatility Compression
2026-08-10,Advertising & Digital Marketing,35.2,NONE,0.09,0.191,0.344,3.8,34.7,33.3,Volatility Compression
2026-08-10,Aerospace & Fighter Aircraft,58.7,WATCH,0.137,0.285,0.52,3.3,69.5,72.2,High Cross-Stock Synchronization | Volatility Compression
2026-08-10,Air Conditioners & Commercial HVAC,28.8,NONE,0.078,0.165,0.296,3.9,32.1,20.0,Neutral Precursor Structure
2026-08-10,Architectural Glass & Windows,62.5,WATCH,0.145,0.3,0.549,3.2,61.1,70.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Auto Castings & Heavy Forgings,54.5,NONE,0.129,0.268,0.489,3.4,47.3,61.8,Volatility Compression
2026-08-10,Auto Lighting & Electricals,58.8,WATCH,0.138,0.285,0.521,3.3,64.4,56.2,Volatility Compression | Broad Breadth Expansion
2026-08-10,Auto Transmission & Driveline,26.8,NONE,0.074,0.157,0.281,4.0,35.3,25.0,Volatility Compression
2026-08-10,Automotive Radial Tyres,51.6,NONE,0.123,0.256,0.467,3.5,46.7,56.2,Neutral Precursor Structure
2026-08-10,Ayurvedic & Herbal Care,40.8,NONE,0.102,0.213,0.386,3.7,46.0,41.7,Neutral Precursor Structure
2026-08-10,Basmati Rice Milling & Global Exports,45.4,NONE,0.111,0.232,0.42,3.6,55.5,28.6,Volatility Compression
2026-08-10,Biopharma & Biosimilars,43.4,NONE,0.107,0.224,0.406,3.6,53.8,27.8,Volatility Compression
2026-08-10,Bridal Gold Jewellery & Retail Showrooms,85.0,PRE-BREAKOUT,0.19,0.39,0.717,2.8,96.7,100.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Building Materials,64.3,WATCH,0.149,0.307,0.562,3.2,75.7,61.1,Strong Accumulation Pressure
2026-08-10,Business Process Management (BPM),25.1,NONE,0.07,0.15,0.268,4.0,32.9,35.7,Volatility Compression
2026-08-10,CDMO & Sterile Injectables,87.0,PRE-BREAKOUT,0.194,0.398,0.732,2.8,87.0,75.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-08-10,Ceramic Tiles & Sanitaryware,45.3,NONE,0.111,0.231,0.42,3.6,51.9,16.7,Volatility Compression
2026-08-10,Civil & Commercial Construction,46.3,NONE,0.113,0.235,0.427,3.6,52.3,32.1,Volatility Compression
2026-08-10,Commercial & Industrial Electronics EMS,65.3,EARLY,0.151,0.311,0.57,3.2,70.7,59.1,Strong Accumulation Pressure | Volatility Compression | Broad Breadth Expansion
2026-08-10,Commercial Ports & Terminals,61.3,WATCH,0.143,0.295,0.54,3.3,73.0,34.2,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Commodity & Wholesale Trading,42.5,NONE,0.105,0.22,0.399,3.6,43.9,42.9,Volatility Compression
2026-08-10,Consumer Internet Platforms & Apps,54.2,NONE,0.128,0.267,0.487,3.4,58.9,35.7,Volatility Compression
2026-08-10,Container Rail & Dry Ports,68.5,EARLY,0.157,0.324,0.594,3.1,84.3,60.0,Strong Accumulation Pressure | Volatility Compression | Broad Breadth Expansion
2026-08-10,Conventional Thermal & Fossil Power,63.6,WATCH,0.147,0.304,0.557,3.2,71.3,47.7,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Copper Mining & Smelting,50.7,NONE,0.121,0.253,0.46,3.5,52.6,60.0,Volatility Compression | Broad Breadth Expansion
2026-08-10,Corporate & Wholesale Finance,31.7,NONE,0.083,0.177,0.318,3.9,44.0,25.0,Volatility Compression
2026-08-10,Cotton Spinning & Yarns,54.4,NONE,0.129,0.268,0.488,3.4,57.9,36.8,Volatility Compression
2026-08-10,Crop Protection Agrochemicals,45.6,NONE,0.111,0.232,0.422,3.6,62.3,28.1,Volatility Compression
2026-08-10,Crop Protection Formulations,31.9,NONE,0.084,0.178,0.319,3.9,36.2,20.8,Volatility Compression
2026-08-10,Decorative Paints,57.5,WATCH,0.135,0.28,0.511,3.4,76.9,75.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Defence Electronics & Radars,68.3,EARLY,0.157,0.323,0.592,3.1,67.1,80.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Diagnostic & Pathology Labs,66.6,EARLY,0.153,0.316,0.579,3.2,75.6,42.9,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Diamond & Studded Jewellery,83.1,PRE-BREAKOUT,0.186,0.382,0.703,2.8,92.2,50.0,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Diversified Consumer & MSME NBFC,48.4,NONE,0.117,0.244,0.443,3.5,48.0,46.1,Volatility Compression
2026-08-10,Domestic & Consumer Appliances EMS,57.8,WATCH,0.136,0.281,0.514,3.3,64.8,40.0,Volatility Compression
2026-08-10,Edible Oils & Vanaspati,58.6,WATCH,0.137,0.284,0.52,3.3,58.9,37.5,Volatility Compression
2026-08-10,Education Academies & Publishing,46.2,NONE,0.112,0.235,0.427,3.6,43.2,30.8,Volatility Compression
2026-08-10,Electric Vehicles (EV),20.0,NONE,0.06,0.13,0.23,4.1,25.7,28.6,Volatility Compression
2026-08-10,Engineering R&D (ER&D),20.4,NONE,0.061,0.132,0.233,4.1,19.6,31.2,Neutral Precursor Structure
2026-08-10,Enterprise Software & SaaS,60.9,WATCH,0.142,0.294,0.537,3.3,68.2,44.4,Volatility Compression
2026-08-10,Fashion Apparel Retail,39.0,NONE,0.098,0.206,0.372,3.7,50.4,8.3,Volatility Compression
2026-08-10,Fast Moving Electrical Goods (FMEG),45.1,NONE,0.11,0.23,0.418,3.6,52.7,35.7,Volatility Compression
2026-08-10,Ferro Alloys & Secondary Metals,31.0,NONE,0.082,0.174,0.312,3.9,28.7,35.7,Neutral Precursor Structure
2026-08-10,Fertilizers & Soil Nutrients,45.8,NONE,0.112,0.233,0.424,3.6,53.2,28.6,Volatility Compression
2026-08-10,Film Theatres & Broadcast Media,29.6,NONE,0.079,0.168,0.302,3.9,33.9,7.1,Neutral Precursor Structure
2026-08-10,Finished Formulations,58.8,WATCH,0.138,0.285,0.521,3.3,61.2,51.4,Volatility Compression
2026-08-10,Flexible Packaging Films,64.8,WATCH,0.15,0.309,0.566,3.2,85.7,42.9,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Fluorochemicals,29.3,NONE,0.079,0.167,0.3,3.9,32.5,60.0,Volatility Compression | Broad Breadth Expansion
2026-08-10,Footwear Retail Chains,41.1,NONE,0.102,0.214,0.388,3.7,44.5,25.0,Volatility Compression
2026-08-10,Freight Forwarding & Multi-Modal Cargo,62.2,WATCH,0.144,0.299,0.546,3.3,67.9,37.5,Volatility Compression
2026-08-10,Furniture & Mattresses,23.4,NONE,0.067,0.144,0.256,4.0,28.0,21.4,Volatility Compression
2026-08-10,Garments & Apparel Exports,66.7,EARLY,0.153,0.317,0.58,3.2,72.2,41.0,Strong Accumulation Pressure | Volatility Compression
2026-08-10,General & Health Insurance,36.6,NONE,0.093,0.196,0.355,3.8,35.8,30.0,Volatility Compression
2026-08-10,Gold Jewellery & Retail,50.5,NONE,0.121,0.252,0.459,3.5,56.2,55.6,Volatility Compression
2026-08-10,Green Energy Generation (IPP),47.4,NONE,0.115,0.24,0.436,3.6,50.5,22.7,Volatility Compression
2026-08-10,Grocery & Departmental Stores,56.3,WATCH,0.133,0.275,0.502,3.4,59.2,65.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2026-08-10,Heavy Infrastructure EPC,62.2,WATCH,0.144,0.299,0.546,3.3,67.2,42.3,Volatility Compression
2026-08-10,Heavy Process Equipment & Machinery,51.5,NONE,0.123,0.256,0.466,3.5,57.1,50.0,Volatility Compression | Broad Breadth Expansion
2026-08-10,Heavy Process Plant Equipment,74.2,EARLY,0.168,0.347,0.636,3.0,76.0,75.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Heavy Switchgear & Automation,49.1,NONE,0.118,0.246,0.448,3.5,44.8,46.4,Volatility Compression
2026-08-10,Home Appliances (White Goods),70.0,EARLY,0.16,0.33,0.605,3.1,71.8,50.0,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Home Textiles,49.2,NONE,0.118,0.247,0.449,3.5,44.2,50.0,Volatility Compression
2026-08-10,Hospitals & Healthcare Chains,59.7,WATCH,0.139,0.289,0.528,3.3,64.3,37.5,Neutral Precursor Structure
2026-08-10,Housing Finance (HFC),48.2,NONE,0.116,0.243,0.442,3.5,52.4,25.0,Volatility Compression
2026-08-10,Hybrid Seeds & Agri Inputs,32.6,NONE,0.085,0.18,0.324,3.8,30.0,20.0,Neutral Precursor Structure
2026-08-10,IMFL Spirits & Distilleries,54.8,NONE,0.13,0.269,0.491,3.4,55.2,42.3,Volatility Compression
2026-08-10,IT Distribution & Enterprise Infra,46.0,NONE,0.112,0.234,0.425,3.6,53.5,50.0,Volatility Compression
2026-08-10,Industrial & Basic Chemicals,51.6,NONE,0.123,0.256,0.467,3.5,52.5,45.2,Volatility Compression
2026-08-10,Industrial Compressors & Pumps,58.3,WATCH,0.137,0.283,0.517,3.3,55.6,44.4,Volatility Compression
2026-08-10,"Industrial Effluent, Desalination & ZLD",33.1,NONE,0.086,0.182,0.328,3.8,44.4,22.7,Volatility Compression
2026-08-10,Industrial Minerals,55.2,WATCH,0.13,0.271,0.494,3.4,57.6,37.5,Volatility Compression
2026-08-10,Integrated Grey Cement,57.4,WATCH,0.135,0.28,0.51,3.4,63.9,34.6,Volatility Compression
2026-08-10,Kitchen Homeware & Cookware,43.0,NONE,0.106,0.222,0.402,3.6,33.4,50.0,Volatility Compression
2026-08-10,Life Insurance,34.4,NONE,0.089,0.188,0.338,3.8,41.4,16.7,Volatility Compression
2026-08-10,Liquid Milk & Value-Added Dairy,64.6,WATCH,0.149,0.308,0.564,3.2,70.7,60.0,Strong Accumulation Pressure
2026-08-10,Lubricants & Specialty Oils,70.4,EARLY,0.161,0.332,0.608,3.1,75.6,70.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-08-10,Luxury Hotels & Resorts,45.6,NONE,0.111,0.232,0.422,3.6,44.6,27.3,Volatility Compression
2026-08-10,Marine Offshore Vessels & Tugs,36.8,NONE,0.094,0.197,0.356,3.8,39.2,45.8,Volatility Compression
2026-08-10,Material Handling & Cranes,49.3,NONE,0.119,0.247,0.45,3.5,56.9,27.8,Volatility Compression
2026-08-10,Medical Clinics & Equipment,59.5,WATCH,0.139,0.288,0.526,3.3,76.7,35.7,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Metals & Fabrication,57.1,WATCH,0.134,0.278,0.508,3.4,67.9,75.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Micro-Irrigation & Agri-Plastics,53.2,NONE,0.126,0.263,0.479,3.4,62.5,30.0,Volatility Compression
2026-08-10,Microfinance (MFI),48.4,NONE,0.117,0.244,0.443,3.5,49.7,42.9,Volatility Compression | Broad Breadth Expansion
2026-08-10,Mid-Tier IT & Digital Solutions,56.3,WATCH,0.133,0.275,0.502,3.4,59.5,41.2,Volatility Compression
2026-08-10,Missiles & Military Explosives,60.0,WATCH,0.14,0.29,0.53,3.3,56.2,75.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-10,Music Labels & VFX Studios,58.4,WATCH,0.137,0.284,0.518,3.3,72.0,32.1,Strong Accumulation Pressure | Volatility Compression
2026-08-10,Mutual Fund Asset Managers (AMC),34.6,NONE,0.089,0.188,0.34,3.8,32.4,35.7,Neutral Precursor Structure
2026-08-10,Oil & Gas Exploration (E&P),64.2,WATCH,0.148,0.307,0.562,3.2,65.7,57.1,Volatility Compression
2026-08-10,Online Travel Agency (OTA) & Flight Booking,40.0,NONE,0.1,0.21,0.38,3.7,57.6,10.0,Volatility Compression
2026-08-10,Optical Fiber & Telecom Infrastructure,40.4,NONE,0.101,0.212,0.383,3.7,52.6,40.6,Volatility Compression
