date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2025-07-25,3PL Logistics & Fleet Haulage,,NONE,,,,,,6.8,Neutral Precursor Structure
2025-07-25,API & Bulk Drugs,,NONE,,,,,,12.5,Neutral Precursor Structure
2025-07-25,Advertising & Digital Marketing,,NONE,,,,,,0.0,Neutral Precursor Structure
2025-07-25,Aerospace & Fighter Aircraft,,NONE,,,,,,16.7,Neutral Precursor Structure
2025-07-25,Architectural Glass & Windows,,NONE,,,,,,0.0,Neutral Precursor Structure
2025-07-25,Auto Castings & Heavy Forgings,,NONE,,,,,,7.7,Neutral Precursor Structure
2025-07-25,Auto Lighting & Electricals,,NONE,,,,,,10.7,Neutral Precursor Structure
2025-07-25,Auto Transmission & Driveline,,NONE,,,,,,15.0,Neutral Precursor Structure
2025-07-25,Automotive Radial Tyres,,NONE,,,,,,0.0,Neutral Precursor Structure
2025-07-25,Ayurvedic & Herbal Care,,NONE,,,,,,10.0,Neutral Precursor Structure
2025-07-25,Basmati Rice Milling & Global Exports,,NONE,,,,,,14.3,Neutral Precursor Structure
2025-07-25,Biopharma & Biosimilars,,NONE,,,,,,12.5,Neutral Precursor Structure
2025-07-25,Building Materials,,NONE,,,,,,5.6,Neutral Precursor Structure
2025-07-25,Business Process Management (BPM),,NONE,,,,,,8.3,Neutral Precursor Structure
2025-07-25,CDMO & Sterile Injectables,,NONE,,,,,,20.0,Neutral Precursor Structure
2025-07-25,Ceramic Tiles & Sanitaryware,,NONE,,,,,,10.7,Neutral Precursor Structure
2025-07-25,Civil & Commercial Construction,,NONE,,,,,,10.3,Neutral Precursor Structure
2025-07-25,Commercial & Industrial Electronics EMS,,NONE,,,,,,14.3,Neutral Precursor Structure
2025-07-25,Commercial Ports & Terminals,,NONE,,,,,,7.9,Neutral Precursor Structure
2025-07-25,Commodity & Wholesale Trading,,NONE,,,,,,16.7,Neutral Precursor Structure
2025-07-25,Consumer Internet Platforms & Apps,,NONE,,,,,,20.0,Neutral Precursor Structure
