date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2026-08-26,Secondary Steel & TMT Rebars,58.9,WATCH,0.138,0.286,0.522,3.3,61.7,52.6,Volatility Compression
2026-08-26,Solar PV & Green Hydrogen,57.3,WATCH,0.135,0.279,0.51,3.4,68.1,25.0,Volatility Compression
2026-08-26,Specialty Chemicals,44.6,NONE,0.109,0.228,0.415,3.6,52.1,48.4,Volatility Compression
2026-08-26,Specialty Retail Boutiques,56.2,WATCH,0.132,0.275,0.501,3.4,59.5,42.1,Volatility Compression
2026-08-26,Sports & Athleisure Footwear,45.0,NONE,0.11,0.23,0.418,3.6,35.8,37.5,Neutral Precursor Structure
2026-08-26,Staffing & Security Services,54.2,NONE,0.128,0.267,0.487,3.4,55.0,61.1,Neutral Precursor Structure
2026-08-26,Staffing & Workforce Security,75.6,PRE-BREAKOUT,0.171,0.352,0.647,3.0,85.1,56.7,Strong Accumulation Pressure | Volatility Compression
2026-08-26,Steel Pipes & Tubes,60.7,WATCH,0.141,0.293,0.535,3.3,60.9,57.8,Volatility Compression
2026-08-26,Stockbroking & Wealth Management,47.4,NONE,0.115,0.24,0.436,3.6,45.4,38.7,Volatility Compression
2026-08-26,Sugar Refining & Bio-Ethanol,37.4,NONE,0.095,0.2,0.36,3.8,49.4,59.2,Volatility Compression
2026-08-26,Tea & Coffee Plantations,87.4,PRE-BREAKOUT,0.195,0.4,0.735,2.8,100.0,50.0,Strong Accumulation Pressure | Volatility Compression
2026-08-26,Tea Plantations & Packaging,69.0,EARLY,0.158,0.326,0.597,3.1,79.7,68.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2026-08-26,Telecom Cellular Operators,33.9,NONE,0.088,0.186,0.334,3.8,35.9,40.0,Neutral Precursor Structure
2026-08-26,Television Broadcasting & OTT,42.4,NONE,0.105,0.22,0.398,3.7,51.7,28.6,Volatility Compression
2026-08-26,Tertiary Hospitals & Clinics,69.9,EARLY,0.16,0.33,0.604,3.1,68.7,75.0,High Cross-Stock Synchronization | Volatility Compression | Broad Breadth Expansion
2026-08-26,Tier-1 IT Services,41.8,NONE,0.104,0.217,0.393,3.7,39.4,25.0,Volatility Compression
2026-08-26,Wealth Broking & Advisory,40.0,NONE,0.1,0.21,0.38,3.7,41.9,50.0,Neutral Precursor Structure
2026-08-26,Wind Turbines & Wind Energy,41.7,NONE,0.103,0.217,0.393,3.7,45.8,20.0,Volatility Compression
2026-08-26,Wires & Cables,41.7,NONE,0.103,0.217,0.393,3.7,53.5,43.5,Volatility Compression
2026-08-26,Zinc & Non-Ferrous Alloys,53.2,NONE,0.126,0.263,0.479,3.4,50.7,50.0,Neutral Precursor Structure
