date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2025-08-06,Engineering R&D (ER&D),,NONE,,,,,33.8,14.3,Neutral Precursor Structure
2025-08-06,Enterprise Software & SaaS,,NONE,,,,,32.9,22.9,Neutral Precursor Structure
2025-08-06,Express Parcel & Courier,,NONE,,,,,47.9,30.0,Neutral Precursor Structure
2025-08-06,Fashion Apparel Retail,,NONE,,,,,66.0,33.3,Neutral Precursor Structure
2025-08-06,Fast Moving Electrical Goods (FMEG),,NONE,,,,,29.5,25.0,Neutral Precursor Structure
2025-08-06,Fertilizers & Soil Nutrients,,NONE,,,,,15.1,28.6,Neutral Precursor Structure
2025-08-06,Film Theatres & Broadcast Media,,NONE,,,,,47.0,33.3,Neutral Precursor Structure
2025-08-06,Finished Formulations,,NONE,,,,,20.0,20.3,Neutral Precursor Structure
2025-08-06,Flexible Packaging Films,,NONE,,,,,49.6,43.3,Neutral Precursor Structure
2025-08-06,Fluorochemicals,,NONE,,,,,53.8,50.0,Neutral Precursor Structure
2025-08-06,Footwear Retail Chains,,NONE,,,,,28.9,7.1,Neutral Precursor Structure
2025-08-06,Freight Forwarding & Multi-Modal Cargo,,NONE,,,,,39.5,30.0,Neutral Precursor Structure
2025-08-06,Furniture & Mattresses,,NONE,,,,,29.9,33.3,Neutral Precursor Structure
2025-08-06,Garments & Apparel Exports,,NONE,,,,,25.3,14.0,Neutral Precursor Structure
2025-08-06,General & Health Insurance,,NONE,,,,,12.5,10.0,Neutral Precursor Structure
2025-08-06,Gold Jewellery & Retail,,NONE,,,,,29.1,23.3,Neutral Precursor Structure
2025-08-06,Green Energy Generation (IPP),,NONE,,,,,17.4,0.0,Neutral Precursor Structure
2025-08-06,Grocery & Departmental Stores,,NONE,,,,,42.1,33.3,Neutral Precursor Structure
2025-08-06,Heavy Infrastructure EPC,,NONE,,,,,22.9,12.5,Neutral Precursor Structure
2025-08-06,Heavy Process Equipment & Machinery,,NONE,,,,,17.6,4.2,Neutral Precursor Structure
2025-08-06,Heavy Process Plant Equipment,,NONE,,,,,34.9,8.3,Neutral Precursor Structure
2025-08-06,Heavy Switchgear & Automation,,NONE,,,,,35.1,38.9,Neutral Precursor Structure
2025-08-06,Home Textiles,,NONE,,,,,31.0,0.0,Neutral Precursor Structure
2025-08-06,Hospitals & Healthcare Chains,,NONE,,,,,44.5,30.8,Neutral Precursor Structure
2025-08-06,Housing Finance (HFC),,NONE,,,,,29.4,17.9,Neutral Precursor Structure
2025-08-06,Hybrid Seeds & Agri Inputs,,NONE,,,,,30.5,20.0,Neutral Precursor Structure
2025-08-06,IMFL Spirits & Distilleries,,NONE,,,,,32.8,34.6,Neutral Precursor Structure
2025-08-06,Industrial & Basic Chemicals,,NONE,,,,,16.8,19.4,Neutral Precursor Structure
2025-08-06,Industrial Compressors & Pumps,,NONE,,,,,47.7,16.7,Neutral Precursor Structure
2025-08-06,"Industrial Effluent, Desalination & ZLD",,NONE,,,,,14.0,13.6,Neutral Precursor Structure
2025-08-06,Industrial Minerals,,NONE,,,,,63.1,30.0,Neutral Precursor Structure
2025-08-06,Integrated Grey Cement,,NONE,,,,,39.8,37.5,Neutral Precursor Structure
2025-08-06,Kitchen Homeware & Cookware,,NONE,,,,,50.9,28.6,Neutral Precursor Structure
2025-08-06,Life Insurance,,NONE,,,,,61.8,30.0,Neutral Precursor Structure
2025-08-06,Liquid Milk & Value-Added Dairy,,NONE,,,,,17.5,10.0,Neutral Precursor Structure
2025-08-06,Lubricants & Specialty Oils,,NONE,,,,,37.3,0.0,Neutral Precursor Structure
2025-08-06,Luxury Hotels & Resorts,,NONE,,,,,42.8,19.6,Neutral Precursor Structure
2025-08-06,Marine Offshore Vessels & Tugs,,NONE,,,,,28.2,13.6,Neutral Precursor Structure
2025-08-06,Material Handling & Cranes,,NONE,,,,,53.6,27.8,Neutral Precursor Structure
2025-08-06,Medical Clinics & Equipment,,NONE,,,,,45.5,32.1,Neutral Precursor Structure
2025-08-06,Metals & Fabrication,,NONE,,,,,18.2,8.3,Neutral Precursor Structure
2025-08-06,Micro-Irrigation & Agri-Plastics,,NONE,,,,,28.1,30.0,Neutral Precursor Structure
2025-08-06,Microfinance (MFI),,NONE,,,,,29.6,0.0,Neutral Precursor Structure
2025-08-06,Mid-Tier IT & Digital Solutions,,NONE,,,,,35.2,30.6,Neutral Precursor Structure
2025-08-06,Missiles & Military Explosives,,NONE,,,,,36.1,33.3,Neutral Precursor Structure
2025-08-06,Music Labels & VFX Studios,,NONE,,,,,35.6,19.2,Neutral Precursor Structure
2025-08-06,Oil & Gas Exploration (E&P),,NONE,,,,,36.1,30.0,Neutral Precursor Structure
2025-08-06,Online Travel Agency (OTA) & Flight Booking,,NONE,,,,,32.0,20.0,Neutral Precursor Structure
2025-08-06,Optical Fiber & Telecom Infrastructure,,NONE,,,,,40.3,14.3,Neutral Precursor Structure
2025-08-06,Packaged Foods & Snacks,,NONE,,,,,24.5,17.0,Neutral Precursor Structure
2025-08-06,Paperboard & Packaging Cartons,,NONE,,,,,46.0,25.0,Neutral Precursor Structure
2025-08-06,Passenger Vehicles (Cars & SUVs),,NONE,,,,,34.5,70.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-06,Personal Care & Soaps,,NONE,,,,,16.8,8.3,Neutral Precursor Structure
2025-08-06,Pigments & Dyes,,NONE,,,,,24.2,34.6,Neutral Precursor Structure
2025-08-06,Plywood & Laminates,,NONE,,,,,39.1,38.5,Neutral Precursor Structure
2025-08-06,Power & Distribution Transformers,,NONE,,,,,42.0,16.7,Neutral Precursor Structure
2025-08-06,Precision Auto Engine Components,,NONE,,,,,34.2,22.5,Neutral Precursor Structure
2025-08-06,Precision Bearings & Motion Controls,,NONE,,,,,37.4,16.7,Neutral Precursor Structure
2025-08-06,Precision Machine Tools & Fasteners,,NONE,,,,,26.4,22.2,Neutral Precursor Structure
2025-08-06,Precision Metal Fabrication,,NONE,,,,,27.3,21.4,Neutral Precursor Structure
2025-08-06,Precision Powertrain Engine Components,,NONE,,,,,18.2,0.0,Neutral Precursor Structure
2025-08-06,Primary Aluminium,,NONE,,,,,23.6,22.2,Neutral Precursor Structure
2025-08-06,Print Media & Publishing,,NONE,,,,,75.0,35.0,Strong Accumulation Pressure
2025-08-06,Printed Circuit Boards (PCBA) & Components,,NONE,,,,,87.5,40.0,Strong Accumulation Pressure
2025-08-06,Private Sector Banks,,NONE,,,,,27.1,16.7,Neutral Precursor Structure
2025-08-06,Public Sector Banks (PSU),,NONE,,,,,49.2,31.8,Neutral Precursor Structure
2025-08-06,Pumps & Compressors,,NONE,,,,,18.4,22.7,Neutral Precursor Structure
2025-08-06,Refining & Petrochemicals,,NONE,,,,,42.9,19.4,Neutral Precursor Structure
2025-08-06,Regional Cement & RMC,,NONE,,,,,20.0,16.7,Neutral Precursor Structure
2025-08-06,Residential Real Estate,,NONE,,,,,47.5,23.1,Neutral Precursor Structure
2025-08-06,Residential Townships & Commercial REITs,,NONE,,,,,21.8,26.0,Neutral Precursor Structure
2025-08-06,Roads & Highways EPC,,NONE,,,,,23.2,31.8,Neutral Precursor Structure
2025-08-06,"Rolling Stock, Wagons & Vande Bharat Trainsets",,NONE,,,,,29.6,14.3,Neutral Precursor Structure
2025-08-06,Secondary Steel & TMT Rebars,,NONE,,,,,22.5,24.6,Neutral Precursor Structure
2025-08-06,Solar PV & Green Hydrogen,,NONE,,,,,42.2,25.0,Neutral Precursor Structure
2025-08-06,Specialty Chemicals,,NONE,,,,,16.4,15.6,Neutral Precursor Structure
2025-08-06,Specialty Retail Boutiques,,NONE,,,,,35.1,23.3,Neutral Precursor Structure
2025-08-06,Staffing & Security Services,,NONE,,,,,47.3,43.8,Neutral Precursor Structure
2025-08-06,Staffing & Workforce Security,,NONE,,,,,20.0,20.8,Neutral Precursor Structure
2025-08-06,Steel Pipes & Tubes,,NONE,,,,,22.1,11.7,Neutral Precursor Structure
2025-08-06,Stockbroking & Wealth Management,,NONE,,,,,44.1,20.5,Neutral Precursor Structure
2025-08-06,Sugar Refining & Bio-Ethanol,,NONE,,,,,40.0,15.3,Neutral Precursor Structure
2025-08-06,Tea & Coffee Plantations,,NONE,,,,,66.4,33.3,Neutral Precursor Structure
2025-08-06,Tea Plantations & Packaging,,NONE,,,,,34.3,26.3,Neutral Precursor Structure
2025-08-06,Telecom Cellular Operators,,NONE,,,,,36.9,10.0,Neutral Precursor Structure
2025-08-06,Television Broadcasting & OTT,,NONE,,,,,24.2,9.1,Neutral Precursor Structure
2025-08-06,Tier-1 IT Services,,NONE,,,,,33.0,10.0,Neutral Precursor Structure
2025-08-06,Wealth Broking & Advisory,,NONE,,,,,18.9,8.3,Neutral Precursor Structure
2025-08-06,Wires & Cables,,NONE,,,,,21.7,3.8,Neutral Precursor Structure
