total_sessions_audited,total_observations_audited,missing_price_fields_count,missing_volume_fields_count,missing_sector_mapping_count,stale_price_observations_count,zero_volume_trading_anomalies_count,duplicate_prediction_ids_count,average_daily_data_quality_score_pct,overall_status
238,30463,0,0,0,0,0,0,100.0,PASSED_100_PERCENT_CLEAN
