sample_index,prediction_id,prediction_date,prediction_timestamp,latest_allowed_source_timestamp,industry,v34_predicted_return,actual_20D_return,lookahead_detected,pit_compliance
29039,PRED_V60_5e2e99b91aba,2026-07-13,2026-07-13T08:30:00,2026-07-13T08:30:00,Railway Ticketing & Catering,-0.3119,4.16,False,VERIFIED_CLEAN
14938,PRED_V60_b4137cd9ec2d,2025-04-03,2025-04-03T08:30:00,2025-04-03T08:30:00,"Plywood, MDF & Laminates",-2.31,-6.07,False,VERIFIED_CLEAN
210,PRED_V60_a3c90250c960,2024-10-28,2024-10-28T08:30:00,2024-10-28T08:30:00,Packaging Materials & Containers,-1.0899,4.43,False,VERIFIED_CLEAN
896,PRED_V60_9ef47f4caf7c,2024-11-04,2024-11-04T08:30:00,2024-11-04T08:30:00,Fertilizers & Agrochemicals,-2.9748,1.58,False,VERIFIED_CLEAN
29359,PRED_V60_c80e1bc3b04a,2026-07-15,2026-07-15T08:30:00,2026-07-15T08:30:00,Steel Manufacturing & Mining,1.5347,6.7,False,VERIFIED_CLEAN
10508,PRED_V60_4e1341719ff8,2025-02-12,2025-02-12T08:30:00,2025-02-12T08:30:00,Insurance,-1.2554,-5.61,False,VERIFIED_CLEAN
12981,PRED_V60_3f9817bdf581,2025-03-12,2025-03-12T08:30:00,2025-03-12T08:30:00,Wires & Cables,-1.6558,-3.32,False,VERIFIED_CLEAN
25059,PRED_V60_217df9e73771,2025-07-23,2025-07-23T08:30:00,2025-07-23T08:30:00,Housing & Urban Infrastructure Financing,-0.9272,-5.38,False,VERIFIED_CLEAN
22266,PRED_V60_fccf2c0cf418,2025-06-24,2025-06-24T08:30:00,2025-06-24T08:30:00,Pharmaceuticals & Biotechnology,-1.3795,1.22,False,VERIFIED_CLEAN
11776,PRED_V60_2a79f0074b4e,2025-02-27,2025-02-27T08:30:00,2025-02-27T08:30:00,Aerospace & Defence,-0.9453,7.26,False,VERIFIED_CLEAN
4034,PRED_V60_bac8737d5f9b,2024-12-06,2024-12-06T08:30:00,2024-12-06T08:30:00,Batteries & Energy Storage,1.9295,-10.96,False,VERIFIED_CLEAN
217,PRED_V60_d36d81f77674,2024-10-28,2024-10-28T08:30:00,2024-10-28T08:30:00,Railways,1.0429,6.31,False,VERIFIED_CLEAN
12959,PRED_V60_cafc151ca5ea,2025-03-11,2025-03-11T08:30:00,2025-03-11T08:30:00,Banks,-2.1888,4.02,False,VERIFIED_CLEAN
12556,PRED_V60_7171593480ba,2025-03-07,2025-03-07T08:30:00,2025-03-07T08:30:00,Software Products & Digital Services,-3.0749,-10.51,False,VERIFIED_CLEAN
8299,PRED_V60_7ac4bc1ed3e8,2025-01-21,2025-01-21T08:30:00,2025-01-21T08:30:00,Diversified Retail,-2.2048,-18.89,False,VERIFIED_CLEAN
22467,PRED_V60_04231e6fd90c,2025-06-26,2025-06-26T08:30:00,2025-06-26T08:30:00,Saw Pipes & Ductile Iron Pipes,3.6645,-5.45,False,VERIFIED_CLEAN
747,PRED_V60_cfc4fe161ef7,2024-11-01,2024-11-01T08:30:00,2024-11-01T08:30:00,Textiles,1.3555,7.53,False,VERIFIED_CLEAN
10296,PRED_V60_46110c71fd1a,2025-02-11,2025-02-11T08:30:00,2025-02-11T08:30:00,Railway Wagons & Equipment,-0.127,-14.03,False,VERIFIED_CLEAN
30310,PRED_V60_529865ba26e0,2026-07-24,2026-07-24T08:30:00,2026-07-24T08:30:00,Auto Glass,1.1149,8.66,False,VERIFIED_CLEAN
12989,PRED_V60_eb9cd3d56de5,2025-03-12,2025-03-12T08:30:00,2025-03-12T08:30:00,Travel Tech SaaS Solutions,-0.5401,-0.67,False,VERIFIED_CLEAN
17989,PRED_V60_788708d47b21,2025-05-12,2025-05-12T08:30:00,2025-05-12T08:30:00,Electronic Manufacturing Services (EMS),5.7013,28.0,False,VERIFIED_CLEAN
2383,PRED_V60_c1225a8c75b2,2024-11-20,2024-11-20T08:30:00,2024-11-20T08:30:00,Railway Telecom,-0.4357,13.65,False,VERIFIED_CLEAN
29129,PRED_V60_7bc26ac10ef4,2026-07-14,2026-07-14T08:30:00,2026-07-14T08:30:00,Auto Parts & Equipment,-2.5459,4.77,False,VERIFIED_CLEAN
20849,PRED_V60_290885aef027,2025-06-10,2025-06-10T08:30:00,2025-06-10T08:30:00,Copper & Non-Ferrous Metals,0.8533,-7.7,False,VERIFIED_CLEAN
10630,PRED_V60_0442bdb1dc74,2025-02-13,2025-02-13T08:30:00,2025-02-13T08:30:00,Railway Financing,-0.5927,-5.71,False,VERIFIED_CLEAN
13199,PRED_V60_77c184679966,2025-03-13,2025-03-13T08:30:00,2025-03-13T08:30:00,Logistics & Transportation,-0.9484,4.37,False,VERIFIED_CLEAN
19748,PRED_V60_0dedc939340a,2025-05-29,2025-05-29T08:30:00,2025-05-29T08:30:00,Hospitals & Diagnostic Centres,-2.5247,0.96,False,VERIFIED_CLEAN
23586,PRED_V60_0baff42d0d8f,2025-07-08,2025-07-08T08:30:00,2025-07-08T08:30:00,Residential & Commercial Real Estate,-1.3687,-10.01,False,VERIFIED_CLEAN
19972,PRED_V60_e9905c7288b9,2025-05-30,2025-05-30T08:30:00,2025-05-30T08:30:00,Chemicals,-1.1097,0.12,False,VERIFIED_CLEAN
19077,PRED_V60_daf82cb0b294,2025-05-22,2025-05-22T08:30:00,2025-05-22T08:30:00,Cement & Clinker,-1.8817,-5.08,False,VERIFIED_CLEAN
15410,PRED_V60_9a62baa002c2,2025-04-09,2025-04-09T08:30:00,2025-04-09T08:30:00,Diversified Retail,-2.425,0.57,False,VERIFIED_CLEAN
17959,PRED_V60_4f038b87e202,2025-05-12,2025-05-12T08:30:00,2025-05-12T08:30:00,Railway Infrastructure & Consulting,4.8602,29.28,False,VERIFIED_CLEAN
27011,PRED_V60_3f00f9f68234,2025-08-12,2025-08-12T08:30:00,2025-08-12T08:30:00,Copper Mining,-0.5769,104.9,False,VERIFIED_CLEAN
27387,PRED_V60_8e57a84f321c,2025-08-18,2025-08-18T08:30:00,2025-08-18T08:30:00,Banks,-3.0341,13.32,False,VERIFIED_CLEAN
13967,PRED_V60_b4195d720610,2025-03-24,2025-03-24T08:30:00,2025-03-24T08:30:00,Cement & Clinker,-1.7425,3.48,False,VERIFIED_CLEAN
10352,PRED_V60_a5ae88c9efc6,2025-02-11,2025-02-11T08:30:00,2025-02-11T08:30:00,Heavy Electrical Equipment,-0.5071,-5.33,False,VERIFIED_CLEAN
18089,PRED_V60_7e4ac12953be,2025-05-12,2025-05-12T08:30:00,2025-05-12T08:30:00,Media Entertainment & Publication,-0.6802,17.6,False,VERIFIED_CLEAN
24414,PRED_V60_4e78a8728fc9,2025-07-16,2025-07-16T08:30:00,2025-07-16T08:30:00,Oil Exploration & Refining,-1.2538,-11.57,False,VERIFIED_CLEAN
13154,PRED_V60_bd7880aa6902,2025-03-13,2025-03-13T08:30:00,2025-03-13T08:30:00,Paints & Coatings,-0.5996,9.89,False,VERIFIED_CLEAN
20967,PRED_V60_d95aed25bac8,2025-06-11,2025-06-11T08:30:00,2025-06-11T08:30:00,Pipes & Tubes,-2.2056,-5.43,False,VERIFIED_CLEAN
29176,PRED_V60_17a40a62e677,2026-07-14,2026-07-14T08:30:00,2026-07-14T08:30:00,Tractors & Farm Equipment,-0.5411,7.8,False,VERIFIED_CLEAN
14476,PRED_V60_9b9bca9b341f,2025-03-28,2025-03-28T08:30:00,2025-03-28T08:30:00,Air Conditioners & AC Components,-0.0604,8.04,False,VERIFIED_CLEAN
6202,PRED_V60_8fbd55adf085,2024-12-30,2024-12-30T08:30:00,2024-12-30T08:30:00,Wires & Cables,-2.6845,-16.86,False,VERIFIED_CLEAN
6508,PRED_V60_efd96e1008fc,2025-01-02,2025-01-02T08:30:00,2025-01-02T08:30:00,Pipes & Tubes,-2.6846,-15.23,False,VERIFIED_CLEAN
22926,PRED_V60_ad61023b21dc,2025-07-01,2025-07-01T08:30:00,2025-07-01T08:30:00,Railway Telecom,2.8289,-10.23,False,VERIFIED_CLEAN
24526,PRED_V60_4db711c54ed3,2025-07-17,2025-07-17T08:30:00,2025-07-17T08:30:00,Diagnostic & Healthcare Laboratories,1.2059,11.77,False,VERIFIED_CLEAN
5727,PRED_V60_c34f4462fd3b,2024-12-25,2024-12-25T08:30:00,2024-12-25T08:30:00,Aerospace & Defence,-1.7941,-7.54,False,VERIFIED_CLEAN
8025,PRED_V60_bfd275762099,2025-01-17,2025-01-17T08:30:00,2025-01-17T08:30:00,Auto Glass,-0.2972,-2.13,False,VERIFIED_CLEAN
6395,PRED_V60_4713e2716dd9,2025-01-01,2025-01-01T08:30:00,2025-01-01T08:30:00,"Hotels, Resorts & QSR",4.48,-15.02,False,VERIFIED_CLEAN
7223,PRED_V60_d15e162220ff,2025-01-09,2025-01-09T08:30:00,2025-01-09T08:30:00,Electronic Manufacturing Services (EMS),-2.5007,-10.43,False,VERIFIED_CLEAN
26871,PRED_V60_02ffb2ed11af,2025-08-11,2025-08-11T08:30:00,2025-08-11T08:30:00,Bearings & Friction Solutions,-1.1473,17.17,False,VERIFIED_CLEAN
26663,PRED_V60_8be2e16c2988,2025-08-08,2025-08-08T08:30:00,2025-08-08T08:30:00,Cement,-0.9308,-13.31,False,VERIFIED_CLEAN
10992,PRED_V60_b7fe4a2ed828,2025-02-18,2025-02-18T08:30:00,2025-02-18T08:30:00,Specialty Chemicals,-2.3805,-0.84,False,VERIFIED_CLEAN
24711,PRED_V60_6ed989a2973e,2025-07-18,2025-07-18T08:30:00,2025-07-18T08:30:00,Travel Tech SaaS Solutions,1.3822,4.41,False,VERIFIED_CLEAN
24412,PRED_V60_8987e361cd60,2025-07-16,2025-07-16T08:30:00,2025-07-16T08:30:00,Pipes & Tubes,-1.7725,-14.38,False,VERIFIED_CLEAN
14909,PRED_V60_6c0aecdfb7d6,2025-04-03,2025-04-03T08:30:00,2025-04-03T08:30:00,Auto Glass,-2.845,19.7,False,VERIFIED_CLEAN
11764,PRED_V60_211f9dba89a9,2025-02-27,2025-02-27T08:30:00,2025-02-27T08:30:00,Steel Manufacturing & Mining,-0.042,5.86,False,VERIFIED_CLEAN
15341,PRED_V60_7e8dce60c2e8,2025-04-08,2025-04-08T08:30:00,2025-04-08T08:30:00,Services,-0.5114,1.16,False,VERIFIED_CLEAN
2767,PRED_V60_9bb928cea029,2024-11-25,2024-11-25T08:30:00,2024-11-25T08:30:00,Utilities,-0.3107,3.37,False,VERIFIED_CLEAN
11904,PRED_V60_4a3b5cd42a5f,2025-02-28,2025-02-28T08:30:00,2025-02-28T08:30:00,Utilities,-0.5663,0.88,False,VERIFIED_CLEAN
5697,PRED_V60_1c003aa37629,2024-12-25,2024-12-25T08:30:00,2024-12-25T08:30:00,Pharmaceuticals,-3.5116,-11.29,False,VERIFIED_CLEAN
3971,PRED_V60_9edabb1105dd,2024-12-06,2024-12-06T08:30:00,2024-12-06T08:30:00,Construction,-1.6875,0.15,False,VERIFIED_CLEAN
2541,PRED_V60_ca7a5122b61f,2024-11-21,2024-11-21T08:30:00,2024-11-21T08:30:00,Metals & Mining,-0.6386,11.6,False,VERIFIED_CLEAN
9579,PRED_V60_710993953200,2025-02-03,2025-02-03T08:30:00,2025-02-03T08:30:00,Civil Buildings & Commercial EPC,-0.1322,-16.47,False,VERIFIED_CLEAN
13008,PRED_V60_18cf526578ea,2025-03-12,2025-03-12T08:30:00,2025-03-12T08:30:00,Wealth & Asset Management,-0.018,12.11,False,VERIFIED_CLEAN
21167,PRED_V60_16fb43af681c,2025-06-12,2025-06-12T08:30:00,2025-06-12T08:30:00,Water & Wastewater Treatment,1.2977,-2.14,False,VERIFIED_CLEAN
6186,PRED_V60_abd2ec61795b,2024-12-30,2024-12-30T08:30:00,2024-12-30T08:30:00,Iron & Steel,-2.7367,-12.54,False,VERIFIED_CLEAN
11866,PRED_V60_63c1411a0aa5,2025-02-27,2025-02-27T08:30:00,2025-02-27T08:30:00,Edible Oils,-0.5016,-4.42,False,VERIFIED_CLEAN
23515,PRED_V60_0fe17472d4e7,2025-07-08,2025-07-08T08:30:00,2025-07-08T08:30:00,Electronic Manufacturing Services (EMS),-0.5414,1.81,False,VERIFIED_CLEAN
28298,PRED_V60_dcdd829f3f17,2026-07-06,2026-07-06T08:30:00,2026-07-06T08:30:00,Insurance,-1.1571,0.38,False,VERIFIED_CLEAN
27360,PRED_V60_ae7fa6f541e4,2025-08-18,2025-08-18T08:30:00,2025-08-18T08:30:00,Telecom Services & Infrastructure,-0.7416,-0.39,False,VERIFIED_CLEAN
26455,PRED_V60_1feb83387f21,2025-08-06,2025-08-06T08:30:00,2025-08-06T08:30:00,Sugar & Bio-Ethanol,-0.343,-8.47,False,VERIFIED_CLEAN
21789,PRED_V60_1ed4530c5205,2025-06-19,2025-06-19T08:30:00,2025-06-19T08:30:00,Metals & Mining,-1.7388,5.08,False,VERIFIED_CLEAN
24375,PRED_V60_f8bcf219a9c7,2025-07-16,2025-07-16T08:30:00,2025-07-16T08:30:00,Railway Wagons & Equipment,-1.4922,-12.68,False,VERIFIED_CLEAN
21040,PRED_V60_6dbcfaa14b97,2025-06-11,2025-06-11T08:30:00,2025-06-11T08:30:00,API & CDMO / CRAMS,-1.4459,-3.02,False,VERIFIED_CLEAN
6725,PRED_V60_ce3652dca137,2025-01-03,2025-01-03T08:30:00,2025-01-03T08:30:00,API & CDMO / CRAMS,-1.19,-12.26,False,VERIFIED_CLEAN
18849,PRED_V60_6cc46ca305b4,2025-05-20,2025-05-20T08:30:00,2025-05-20T08:30:00,Copper & Non-Ferrous Metals,2.9453,-1.68,False,VERIFIED_CLEAN
19879,PRED_V60_3abe750e2846,2025-05-30,2025-05-30T08:30:00,2025-05-30T08:30:00,Telecom Services & Infrastructure,-2.5563,-0.46,False,VERIFIED_CLEAN
15232,PRED_V60_7d42c3824b81,2025-04-07,2025-04-07T08:30:00,2025-04-07T08:30:00,Diversified & Fashion Retail,-1.5563,0.96,False,VERIFIED_CLEAN
30210,PRED_V60_a152ff469a4c,2026-07-23,2026-07-23T08:30:00,2026-07-23T08:30:00,"Plywood, MDF & Laminates",-0.9795,-2.26,False,VERIFIED_CLEAN
19412,PRED_V60_6f94ca14720d,2025-05-26,2025-05-26T08:30:00,2025-05-26T08:30:00,Telecommunication,-2.223,-4.0,False,VERIFIED_CLEAN
8231,PRED_V60_b1e0fb0001f2,2025-01-20,2025-01-20T08:30:00,2025-01-20T08:30:00,Sugar & Bio-Ethanol,2.0552,-22.63,False,VERIFIED_CLEAN
9366,PRED_V60_906de232061f,2025-01-31,2025-01-31T08:30:00,2025-01-31T08:30:00,Civil Construction & Infrastructure,-1.912,-23.55,False,VERIFIED_CLEAN
1588,PRED_V60_99d41edcd95b,2024-11-11,2024-11-11T08:30:00,2024-11-11T08:30:00,Sugar & Bio-Ethanol,-1.6452,-0.41,False,VERIFIED_CLEAN
19026,PRED_V60_2dca1b1cbe96,2025-05-21,2025-05-21T08:30:00,2025-05-21T08:30:00,Iron & Steel,-3.2612,-3.22,False,VERIFIED_CLEAN
13955,PRED_V60_1b969703a8d8,2025-03-24,2025-03-24T08:30:00,2025-03-24T08:30:00,Railway Infrastructure & Consulting,2.8725,-9.78,False,VERIFIED_CLEAN
15821,PRED_V60_4de27222d8a3,2025-04-16,2025-04-16T08:30:00,2025-04-16T08:30:00,API & CDMO / CRAMS,-1.4277,0.15,False,VERIFIED_CLEAN
10269,PRED_V60_e412638dcf5a,2025-02-11,2025-02-11T08:30:00,2025-02-11T08:30:00,Diagnostic & Healthcare Laboratories,-0.1069,-6.78,False,VERIFIED_CLEAN
23876,PRED_V60_a90dc3a4f500,2025-07-10,2025-07-10T08:30:00,2025-07-10T08:30:00,Plastic Pipes & Fittings,-1.9196,-8.4,False,VERIFIED_CLEAN
5925,PRED_V60_97660e986991,2024-12-26,2024-12-26T08:30:00,2024-12-26T08:30:00,Fertilizers & Agrochemicals,-2.4865,-4.12,False,VERIFIED_CLEAN
10669,PRED_V60_ddf0d49d28f8,2025-02-14,2025-02-14T08:30:00,2025-02-14T08:30:00,Tyres & Rubber Products,-0.5262,-4.87,False,VERIFIED_CLEAN
5343,PRED_V60_c3e83dcf04f9,2024-12-20,2024-12-20T08:30:00,2024-12-20T08:30:00,Auto Parts & Equipment,-4.74,-6.0,False,VERIFIED_CLEAN
2009,PRED_V60_bcf481635d77,2024-11-14,2024-11-14T08:30:00,2024-11-14T08:30:00,Project Management & Civil Construction,-0.5424,10.17,False,VERIFIED_CLEAN
12606,PRED_V60_14a11aaf3c93,2025-03-07,2025-03-07T08:30:00,2025-03-07T08:30:00,Batteries & Energy Storage,-0.3421,-2.71,False,VERIFIED_CLEAN
1023,PRED_V60_60e79e358010,2024-11-05,2024-11-05T08:30:00,2024-11-05T08:30:00,Lubricants & Specialty Oils,-0.5258,-1.84,False,VERIFIED_CLEAN
21006,PRED_V60_f0385ed087ac,2025-06-11,2025-06-11T08:30:00,2025-06-11T08:30:00,Chemicals,1.2657,-1.96,False,VERIFIED_CLEAN
21366,PRED_V60_6c98c9043427,2025-06-16,2025-06-16T08:30:00,2025-06-16T08:30:00,Railways,1.2351,-1.75,False,VERIFIED_CLEAN
30313,PRED_V60_f9cb59d4a720,2026-07-24,2026-07-24T08:30:00,2026-07-24T08:30:00,Transformers & T&D Equipment,-1.8243,-1.11,False,VERIFIED_CLEAN
3242,PRED_V60_715d6863ff38,2024-11-29,2024-11-29T08:30:00,2024-11-29T08:30:00,Railway Infrastructure,-0.5776,-0.86,False,VERIFIED_CLEAN
8769,PRED_V60_583422e81c91,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Railway Wagons & Equipment,1.1744,-20.08,False,VERIFIED_CLEAN
10475,PRED_V60_dd8300d99cc2,2025-02-12,2025-02-12T08:30:00,2025-02-12T08:30:00,Civil Construction & Infrastructure EPC,-0.9427,-13.48,False,VERIFIED_CLEAN
12821,PRED_V60_1838cc81ade0,2025-03-10,2025-03-10T08:30:00,2025-03-10T08:30:00,Air Conditioners & AC Components,0.8038,10.85,False,VERIFIED_CLEAN
27601,PRED_V60_75200a32c3a9,2025-08-20,2025-08-20T08:30:00,2025-08-20T08:30:00,Construction,-1.927,15.45,False,VERIFIED_CLEAN
24639,PRED_V60_f95acde69103,2025-07-18,2025-07-18T08:30:00,2025-07-18T08:30:00,Telecom Services & Infrastructure,-2.6666,-11.29,False,VERIFIED_CLEAN
20134,PRED_V60_be5839db7875,2025-06-03,2025-06-03T08:30:00,2025-06-03T08:30:00,Insurance,-1.1274,-0.08,False,VERIFIED_CLEAN
5282,PRED_V60_4c385e7b126d,2024-12-20,2024-12-20T08:30:00,2024-12-20T08:30:00,Project Management & Civil Construction,-3.54,2.34,False,VERIFIED_CLEAN
20868,PRED_V60_d484dab4555c,2025-06-10,2025-06-10T08:30:00,2025-06-10T08:30:00,"Plywood, MDF & Laminates",0.6495,-6.5,False,VERIFIED_CLEAN
12680,PRED_V60_57f5ba6d4f77,2025-03-07,2025-03-07T08:30:00,2025-03-07T08:30:00,Diversified & Fashion Retail,-0.6044,-3.59,False,VERIFIED_CLEAN
26261,PRED_V60_5ee6471711e3,2025-08-05,2025-08-05T08:30:00,2025-08-05T08:30:00,Saw Pipes & Ductile Iron Pipes,-0.2068,27.92,False,VERIFIED_CLEAN
3286,PRED_V60_f1222969094e,2024-11-29,2024-11-29T08:30:00,2024-11-29T08:30:00,Rubber Chemicals,-0.4904,-7.48,False,VERIFIED_CLEAN
15497,PRED_V60_348ae118e90d,2025-04-09,2025-04-09T08:30:00,2025-04-09T08:30:00,Construction,-0.0471,8.36,False,VERIFIED_CLEAN
21490,PRED_V60_4641a4042c85,2025-06-17,2025-06-17T08:30:00,2025-06-17T08:30:00,Renewable Energy,3.2049,-4.94,False,VERIFIED_CLEAN
23581,PRED_V60_8fd0c35f38a6,2025-07-08,2025-07-08T08:30:00,2025-07-08T08:30:00,IT Consulting & Software,-1.4513,-9.32,False,VERIFIED_CLEAN
16145,PRED_V60_63e961b07f82,2025-04-21,2025-04-21T08:30:00,2025-04-21T08:30:00,Telecom Services & Infrastructure,-1.0249,-4.71,False,VERIFIED_CLEAN
10370,PRED_V60_94b343be48ea,2025-02-11,2025-02-11T08:30:00,2025-02-11T08:30:00,Water & Wastewater Treatment,-0.3075,-11.47,False,VERIFIED_CLEAN
8676,PRED_V60_e4f9e3cfac26,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Civil Buildings & Commercial EPC,-0.1571,-18.02,False,VERIFIED_CLEAN
2602,PRED_V60_53308dd047dc,2024-11-22,2024-11-22T08:30:00,2024-11-22T08:30:00,Automobile and Auto Components,1.2102,-0.8,False,VERIFIED_CLEAN
6977,PRED_V60_90516bfdcece,2025-01-07,2025-01-07T08:30:00,2025-01-07T08:30:00,Bearings & Friction Solutions,-2.0685,-9.8,False,VERIFIED_CLEAN
4844,PRED_V60_9b8a016c4dbb,2024-12-16,2024-12-16T08:30:00,2024-12-16T08:30:00,Copper Mining,1.4099,-27.31,False,VERIFIED_CLEAN
28965,PRED_V60_b555dbf4b765,2026-07-10,2026-07-10T08:30:00,2026-07-10T08:30:00,Civil Construction & Infrastructure EPC,-0.8485,-2.36,False,VERIFIED_CLEAN
16686,PRED_V60_6fc0e32e404a,2025-04-25,2025-04-25T08:30:00,2025-04-25T08:30:00,Software Products & Digital Services,-3.3864,3.01,False,VERIFIED_CLEAN
25439,PRED_V60_709696565044,2025-07-28,2025-07-28T08:30:00,2025-07-28T08:30:00,Consumer Services,-2.7034,-18.59,False,VERIFIED_CLEAN
1610,PRED_V60_d179bfd241f5,2024-11-11,2024-11-11T08:30:00,2024-11-11T08:30:00,Breweries & Distilleries,-2.3384,8.64,False,VERIFIED_CLEAN
8721,PRED_V60_9c32671e0ab2,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Housing & Urban Infrastructure Financing,-0.1169,-12.99,False,VERIFIED_CLEAN
214,PRED_V60_f95c908c0d9c,2024-10-28,2024-10-28T08:30:00,2024-10-28T08:30:00,Data Centers & Real Estate,3.3821,-1.96,False,VERIFIED_CLEAN
5332,PRED_V60_702c4ea708a1,2024-12-20,2024-12-20T08:30:00,2024-12-20T08:30:00,Civil Construction & Infrastructure,-1.82,-10.08,False,VERIFIED_CLEAN
4296,PRED_V60_8ea06e25aa46,2024-12-10,2024-12-10T08:30:00,2024-12-10T08:30:00,Fast Moving Consumer Goods,-2.8018,-8.06,False,VERIFIED_CLEAN
19214,PRED_V60_de77b21afe3a,2025-05-23,2025-05-23T08:30:00,2025-05-23T08:30:00,Power Sector Financing NBFC,-0.6166,1.13,False,VERIFIED_CLEAN
25023,PRED_V60_f93c13e37c8e,2025-07-23,2025-07-23T08:30:00,2025-07-23T08:30:00,Saw Pipes & Ductile Iron Pipes,-0.7803,-9.76,False,VERIFIED_CLEAN
27291,PRED_V60_f0f25af8660b,2025-08-14,2025-08-14T08:30:00,2025-08-14T08:30:00,Fertilizers,-0.4885,-20.12,False,VERIFIED_CLEAN
21861,PRED_V60_caa5b4bbec4e,2025-06-19,2025-06-19T08:30:00,2025-06-19T08:30:00,Civil Construction & Infrastructure,-3.2029,1.73,False,VERIFIED_CLEAN
11578,PRED_V60_7491bf8fb361,2025-02-24,2025-02-24T08:30:00,2025-02-24T08:30:00,Mining & Mineral Products,-0.9871,-0.08,False,VERIFIED_CLEAN
23974,PRED_V60_20bda5099d60,2025-07-11,2025-07-11T08:30:00,2025-07-11T08:30:00,Travel Tech SaaS Solutions,0.4403,1.15,False,VERIFIED_CLEAN
9614,PRED_V60_0aab5ba67294,2025-02-04,2025-02-04T08:30:00,2025-02-04T08:30:00,Telecommunication,0.3981,-24.06,False,VERIFIED_CLEAN
3000,PRED_V60_1070616b244b,2024-11-27,2024-11-27T08:30:00,2024-11-27T08:30:00,Air Conditioners & AC Components,0.1028,6.35,False,VERIFIED_CLEAN
14771,PRED_V60_c6e6f1a98805,2025-04-02,2025-04-02T08:30:00,2025-04-02T08:30:00,Electronic Manufacturing Services (EMS),-1.153,-1.41,False,VERIFIED_CLEAN
18003,PRED_V60_27ad5466749d,2025-05-12,2025-05-12T08:30:00,2025-05-12T08:30:00,Wealth & Asset Management,6.663,10.63,False,VERIFIED_CLEAN
26275,PRED_V60_18307375045f,2025-08-05,2025-08-05T08:30:00,2025-08-05T08:30:00,Internet & Digital Platforms,-2.0907,-19.35,False,VERIFIED_CLEAN
23170,PRED_V60_3ea40ecd768f,2025-07-03,2025-07-03T08:30:00,2025-07-03T08:30:00,Air Conditioners & Appliances,3.2617,-8.73,False,VERIFIED_CLEAN
