sample_index,prediction_id,prediction_date,prediction_timestamp,latest_allowed_source_timestamp,industry,v34_predicted_return,actual_20D_return,lookahead_detected,pit_compliance
10990,PRED_V60_95218ee1f152,2025-02-18,2025-02-18T08:30:00,2025-02-18T08:30:00,Tea & Coffee,-1.3298,-2.77,False,VERIFIED_CLEAN
26786,PRED_V60_fa78d5d2f6db,2025-08-11,2025-08-11T08:30:00,2025-08-11T08:30:00,Air Conditioners & AC Components,-2.6336,10.84,False,VERIFIED_CLEAN
14742,PRED_V60_5d39d5117144,2025-04-02,2025-04-02T08:30:00,2025-04-02T08:30:00,"Plywood, MDF & Laminates",-2.1873,-4.44,False,VERIFIED_CLEAN
22672,PRED_V60_52de49133e4f,2025-06-27,2025-06-27T08:30:00,2025-06-27T08:30:00,Realty,3.1304,-7.54,False,VERIFIED_CLEAN
5623,PRED_V60_3bdbc626b6e2,2024-12-24,2024-12-24T08:30:00,2024-12-24T08:30:00,Data Centers & Real Estate,1.5837,6.43,False,VERIFIED_CLEAN
3780,PRED_V60_d0e7002ff156,2024-12-05,2024-12-05T08:30:00,2024-12-05T08:30:00,Plastic Pipes & Moulded Products,-0.9295,-2.11,False,VERIFIED_CLEAN
26747,PRED_V60_4424364793fc,2025-08-08,2025-08-08T08:30:00,2025-08-08T08:30:00,Pumps & Compressors,-2.2449,-2.67,False,VERIFIED_CLEAN
26986,PRED_V60_642f9dca81c9,2025-08-12,2025-08-12T08:30:00,2025-08-12T08:30:00,"Textiles, Yarns & Apparel",-0.333,-7.86,False,VERIFIED_CLEAN
15852,PRED_V60_46b650c86224,2025-04-16,2025-04-16T08:30:00,2025-04-16T08:30:00,Railway Ticketing & Catering,2.8065,6.61,False,VERIFIED_CLEAN
14642,PRED_V60_6887f2812209,2025-04-01,2025-04-01T08:30:00,2025-04-01T08:30:00,Wealth & Asset Management,2.1154,7.12,False,VERIFIED_CLEAN
23307,PRED_V60_dc6f313a1fd4,2025-07-04,2025-07-04T08:30:00,2025-07-04T08:30:00,Consumer Services,-2.8046,-0.83,False,VERIFIED_CLEAN
26438,PRED_V60_1ad151815af9,2025-08-06,2025-08-06T08:30:00,2025-08-06T08:30:00,Hospitals & Diagnostic Centres,-2.9887,-2.66,False,VERIFIED_CLEAN
3108,PRED_V60_f5893cab2086,2024-11-28,2024-11-28T08:30:00,2024-11-28T08:30:00,Hospitals & Healthcare Services,1.796,3.56,False,VERIFIED_CLEAN
23464,PRED_V60_0eb48630ef56,2025-07-07,2025-07-07T08:30:00,2025-07-07T08:30:00,Diversified Commercial,-3.2877,-4.71,False,VERIFIED_CLEAN
29499,PRED_V60_0616d6728511,2026-07-16,2026-07-16T08:30:00,2026-07-16T08:30:00,Financial Services,-2.4996,-0.56,False,VERIFIED_CLEAN
26530,PRED_V60_fbd12f89b0aa,2025-08-07,2025-08-07T08:30:00,2025-08-07T08:30:00,Explosives & Defence Chemicals,-0.1138,38.89,False,VERIFIED_CLEAN
8663,PRED_V60_1f7d54bd6551,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Hospitals & Diagnostic Centres,-2.7507,-7.61,False,VERIFIED_CLEAN
2034,PRED_V60_a2815189abe7,2024-11-18,2024-11-18T08:30:00,2024-11-18T08:30:00,Passenger Cars & Utility Vehicles,-0.1177,4.26,False,VERIFIED_CLEAN
14905,PRED_V60_e4d81ff47985,2025-04-03,2025-04-03T08:30:00,2025-04-03T08:30:00,Consumer Durables,-1.41,-5.26,False,VERIFIED_CLEAN
18075,PRED_V60_4369d4c9772e,2025-05-12,2025-05-12T08:30:00,2025-05-12T08:30:00,Railway Infrastructure,6.8284,25.92,False,VERIFIED_CLEAN
3394,PRED_V60_6fe7964639b2,2024-12-02,2024-12-02T08:30:00,2024-12-02T08:30:00,Software Products & Digital Services,-2.11,-6.7,False,VERIFIED_CLEAN
8132,PRED_V60_4831848aa8aa,2025-01-20,2025-01-20T08:30:00,2025-01-20T08:30:00,Railway Telecom,3.19,-29.67,False,VERIFIED_CLEAN
14654,PRED_V60_74c1e91e6266,2025-04-01,2025-04-01T08:30:00,2025-04-01T08:30:00,Tea & Coffee,-0.0852,2.6,False,VERIFIED_CLEAN
28304,PRED_V60_14affe9c7c6a,2026-07-06,2026-07-06T08:30:00,2026-07-06T08:30:00,Capital Markets & Asset Management,-2.8211,-6.4,False,VERIFIED_CLEAN
25659,PRED_V60_2135297d9589,2025-07-29,2025-07-29T08:30:00,2025-07-29T08:30:00,Oil Gas & Consumable Fuels,-5.14,16.6,False,VERIFIED_CLEAN
4688,PRED_V60_377e7e0da315,2024-12-13,2024-12-13T08:30:00,2024-12-13T08:30:00,Construction Materials,0.9429,-12.74,False,VERIFIED_CLEAN
8757,PRED_V60_175367f79032,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Bearings & Friction Solutions,-0.9885,-12.35,False,VERIFIED_CLEAN
2683,PRED_V60_4cfc832bcab0,2024-11-22,2024-11-22T08:30:00,2024-11-22T08:30:00,Rubber Chemicals,-0.5736,-2.66,False,VERIFIED_CLEAN
19036,PRED_V60_70164f782841,2025-05-22,2025-05-22T08:30:00,2025-05-22T08:30:00,Mining & Mineral Products,-1.82,-3.34,False,VERIFIED_CLEAN
29447,PRED_V60_d878577ede5b,2026-07-16,2026-07-16T08:30:00,2026-07-16T08:30:00,Auto Lighting,4.4685,5.18,False,VERIFIED_CLEAN
20603,PRED_V60_c319f9fd2192,2025-06-06,2025-06-06T08:30:00,2025-06-06T08:30:00,Pumps & Compressors,-0.6005,-1.11,False,VERIFIED_CLEAN
21530,PRED_V60_efd1baf7dd72,2025-06-17,2025-06-17T08:30:00,2025-06-17T08:30:00,Packaging Materials & Containers,-2.5868,-1.79,False,VERIFIED_CLEAN
29269,PRED_V60_5a6be5df1ccd,2026-07-15,2026-07-15T08:30:00,2026-07-15T08:30:00,Insurance,-1.014,-5.14,False,VERIFIED_CLEAN
27600,PRED_V60_d533f0b40d55,2025-08-20,2025-08-20T08:30:00,2025-08-20T08:30:00,Consumer Durables,-2.3034,-12.25,False,VERIFIED_CLEAN
26159,PRED_V60_b3742cbb61fa,2025-08-04,2025-08-04T08:30:00,2025-08-04T08:30:00,Passenger Cars & Utility Vehicles,-0.6072,50.46,False,VERIFIED_CLEAN
17512,PRED_V60_7fd65c969055,2025-05-06,2025-05-06T08:30:00,2025-05-06T08:30:00,Bearings & Friction Solutions,-1.95,13.63,False,VERIFIED_CLEAN
17255,PRED_V60_7932bc34f97c,2025-05-02,2025-05-02T08:30:00,2025-05-02T08:30:00,Civil Construction & Infrastructure,-3.4799,3.59,False,VERIFIED_CLEAN
30312,PRED_V60_03e2ccc89e6c,2026-07-24,2026-07-24T08:30:00,2026-07-24T08:30:00,"Plywood, MDF & Laminates",-1.3191,-4.21,False,VERIFIED_CLEAN
26989,PRED_V60_94a8a844e866,2025-08-12,2025-08-12T08:30:00,2025-08-12T08:30:00,API & CDMO / CRAMS,-1.372,12.56,False,VERIFIED_CLEAN
9570,PRED_V60_2fc0b5f0e616,2025-02-03,2025-02-03T08:30:00,2025-02-03T08:30:00,Packaged Foods & Consumer Staples,-1.0926,-14.6,False,VERIFIED_CLEAN
27865,PRED_V60_90d1688a1a98,2025-08-21,2025-08-21T08:30:00,2025-08-21T08:30:00,Steel Manufacturing & Mining,1.169,4.56,False,VERIFIED_CLEAN
17601,PRED_V60_dac87c17fcf5,2025-05-07,2025-05-07T08:30:00,2025-05-07T08:30:00,Housing & Urban Infrastructure Financing,3.0849,15.19,False,VERIFIED_CLEAN
9653,PRED_V60_34f0340068ce,2025-02-04,2025-02-04T08:30:00,2025-02-04T08:30:00,Gas Distribution,-0.0585,-10.91,False,VERIFIED_CLEAN
15320,PRED_V60_39e4b0fddca4,2025-04-08,2025-04-08T08:30:00,2025-04-08T08:30:00,Renewable Energy,1.3345,4.65,False,VERIFIED_CLEAN
16110,PRED_V60_77892a681518,2025-04-21,2025-04-21T08:30:00,2025-04-21T08:30:00,Sugar & Bio-Ethanol,-1.8037,3.75,False,VERIFIED_CLEAN
15414,PRED_V60_47094b09d89e,2025-04-09,2025-04-09T08:30:00,2025-04-09T08:30:00,Steel Manufacturing & Mining,-0.3292,15.07,False,VERIFIED_CLEAN
14085,PRED_V60_a7d0a2691f4b,2025-03-25,2025-03-25T08:30:00,2025-03-25T08:30:00,Dairy Products,-1.5914,-0.85,False,VERIFIED_CLEAN
12513,PRED_V60_27d821119f39,2025-03-06,2025-03-06T08:30:00,2025-03-06T08:30:00,Bearings & Friction Solutions,-1.9238,-9.67,False,VERIFIED_CLEAN
20704,PRED_V60_16c845739ba2,2025-06-09,2025-06-09T08:30:00,2025-06-09T08:30:00,Non Banking Financial Company (NBFC),-2.3631,-2.98,False,VERIFIED_CLEAN
24348,PRED_V60_7244d5c4f00b,2025-07-16,2025-07-16T08:30:00,2025-07-16T08:30:00,Paints & Coatings,-1.1386,-9.95,False,VERIFIED_CLEAN
279,PRED_V60_a5de0b65d81e,2024-10-29,2024-10-29T08:30:00,2024-10-29T08:30:00,Asset Management Company (AMC),-0.0356,4.25,False,VERIFIED_CLEAN
821,PRED_V60_944d4cc6eca9,2024-11-04,2024-11-04T08:30:00,2024-11-04T08:30:00,Railway Financing,-0.5047,-2.87,False,VERIFIED_CLEAN
30265,PRED_V60_0410eafaa63a,2026-07-24,2026-07-24T08:30:00,2026-07-24T08:30:00,Construction,-1.5209,-1.95,False,VERIFIED_CLEAN
19662,PRED_V60_ed66b7d4bb23,2025-05-28,2025-05-28T08:30:00,2025-05-28T08:30:00,Railway Infrastructure,3.2153,1.87,False,VERIFIED_CLEAN
6151,PRED_V60_dc4d2bef3f0b,2024-12-30,2024-12-30T08:30:00,2024-12-30T08:30:00,Project Management & Civil Construction,-0.1822,2.44,False,VERIFIED_CLEAN
12140,PRED_V60_ca9fcc8c5712,2025-03-03,2025-03-03T08:30:00,2025-03-03T08:30:00,Project Management & Civil Construction,-0.5499,12.27,False,VERIFIED_CLEAN
22856,PRED_V60_1ac2f363c017,2025-07-01,2025-07-01T08:30:00,2025-07-01T08:30:00,Specialty Chemicals,-3.1513,-4.25,False,VERIFIED_CLEAN
12292,PRED_V60_1bd4799c96ca,2025-03-05,2025-03-05T08:30:00,2025-03-05T08:30:00,Renewable Energy - Solar & Wind,1.0374,-1.31,False,VERIFIED_CLEAN
14579,PRED_V60_97f563d927a4,2025-03-28,2025-03-28T08:30:00,2025-03-28T08:30:00,Specialty Chemicals,-2.8541,0.78,False,VERIFIED_CLEAN
10398,PRED_V60_4c186ab4ab6b,2025-02-12,2025-02-12T08:30:00,2025-02-12T08:30:00,Asset Management Company (AMC),-0.0327,-6.24,False,VERIFIED_CLEAN
7503,PRED_V60_cd7c974a538c,2025-01-13,2025-01-13T08:30:00,2025-01-13T08:30:00,Aerospace & Defence,2.9325,-3.53,False,VERIFIED_CLEAN
26603,PRED_V60_1a88e5b41d7b,2025-08-07,2025-08-07T08:30:00,2025-08-07T08:30:00,Agrochemicals & Pesticides,-1.5147,-51.33,False,VERIFIED_CLEAN
10984,PRED_V60_485b2a8317a2,2025-02-18,2025-02-18T08:30:00,2025-02-18T08:30:00,"Textiles, Yarns & Apparel",-0.8632,-3.59,False,VERIFIED_CLEAN
11567,PRED_V60_bdcb387312d5,2025-02-24,2025-02-24T08:30:00,2025-02-24T08:30:00,Batteries,0.4174,-15.29,False,VERIFIED_CLEAN
29781,PRED_V60_c4d256d17774,2026-07-20,2026-07-20T08:30:00,2026-07-20T08:30:00,Financial Services,-1.0092,-0.75,False,VERIFIED_CLEAN
3735,PRED_V60_5349cca9c168,2024-12-04,2024-12-04T08:30:00,2024-12-04T08:30:00,Oil Exploration & Refining,-2.0518,-5.43,False,VERIFIED_CLEAN
17788,PRED_V60_0093d2dfb359,2025-05-08,2025-05-08T08:30:00,2025-05-08T08:30:00,Passenger Cars & Utility Vehicles,-3.43,19.45,False,VERIFIED_CLEAN
27977,PRED_V60_285de526adb3,2025-08-22,2025-08-22T08:30:00,2025-08-22T08:30:00,Mining & Mineral Products,-2.0043,-1.06,False,VERIFIED_CLEAN
14760,PRED_V60_cbcce5f4eddb,2025-04-02,2025-04-02T08:30:00,2025-04-02T08:30:00,Auto Glass,0.182,16.7,False,VERIFIED_CLEAN
14077,PRED_V60_ab28b2b1e460,2025-03-25,2025-03-25T08:30:00,2025-03-25T08:30:00,Railway Ticketing & Catering,-0.3079,6.67,False,VERIFIED_CLEAN
2141,PRED_V60_d754dbc5582a,2024-11-18,2024-11-18T08:30:00,2024-11-18T08:30:00,Water & Wastewater Treatment,-2.4327,23.04,False,VERIFIED_CLEAN
621,PRED_V60_a0c9699b5917,2024-10-31,2024-10-31T08:30:00,2024-10-31T08:30:00,Dairy Products,-0.0955,-4.91,False,VERIFIED_CLEAN
2571,PRED_V60_899b50a6eda7,2024-11-22,2024-11-22T08:30:00,2024-11-22T08:30:00,Diversified & Fashion Retail,0.2016,-0.87,False,VERIFIED_CLEAN
15212,PRED_V60_494a56156610,2025-04-07,2025-04-07T08:30:00,2025-04-07T08:30:00,Railway Wagons & Equipment,-1.9234,-8.78,False,VERIFIED_CLEAN
24459,PRED_V60_2ca818e13795,2025-07-16,2025-07-16T08:30:00,2025-07-16T08:30:00,Civil Buildings & Commercial EPC,3.2895,-14.39,False,VERIFIED_CLEAN
28533,PRED_V60_79e12581bb06,2026-07-07,2026-07-07T08:30:00,2026-07-07T08:30:00,Fast Moving Consumer Goods,-2.3688,-0.95,False,VERIFIED_CLEAN
14023,PRED_V60_08f6a3269cee,2025-03-24,2025-03-24T08:30:00,2025-03-24T08:30:00,Wealth & Asset Management,-0.2191,1.16,False,VERIFIED_CLEAN
25377,PRED_V60_7e44117ec43c,2025-07-25,2025-07-25T08:30:00,2025-07-25T08:30:00,Residential & Commercial Real Estate,-5.72,-21.41,False,VERIFIED_CLEAN
22249,PRED_V60_155046dd0685,2025-06-24,2025-06-24T08:30:00,2025-06-24T08:30:00,Construction Materials,2.2889,-2.03,False,VERIFIED_CLEAN
15109,PRED_V60_c8dc08fbe56a,2025-04-04,2025-04-04T08:30:00,2025-04-04T08:30:00,Air Conditioners & AC Components,-0.0551,10.42,False,VERIFIED_CLEAN
23354,PRED_V60_f48908eb5ee1,2025-07-04,2025-07-04T08:30:00,2025-07-04T08:30:00,Civil Construction & Infrastructure,-3.4951,-7.3,False,VERIFIED_CLEAN
9928,PRED_V60_c1672e3dce9d,2025-02-06,2025-02-06T08:30:00,2025-02-06T08:30:00,Capital Goods,-2.5998,-14.2,False,VERIFIED_CLEAN
23733,PRED_V60_dc2a1e86c7ad,2025-07-09,2025-07-09T08:30:00,2025-07-09T08:30:00,Telecom Services & Infrastructure,-2.5791,-11.39,False,VERIFIED_CLEAN
2140,PRED_V60_883f755ca817,2024-11-18,2024-11-18T08:30:00,2024-11-18T08:30:00,Water & Wastewater Treatment,-0.2878,25.95,False,VERIFIED_CLEAN
2111,PRED_V60_f735905bf383,2024-11-18,2024-11-18T08:30:00,2024-11-18T08:30:00,Ceramics & Tiles,-1.3615,1.91,False,VERIFIED_CLEAN
11125,PRED_V60_81b95e8379ac,2025-02-19,2025-02-19T08:30:00,2025-02-19T08:30:00,Internet & Digital Platforms,1.2951,-1.04,False,VERIFIED_CLEAN
11040,PRED_V60_6bc2d08f8f85,2025-02-18,2025-02-18T08:30:00,2025-02-18T08:30:00,Lubricants & Specialty Oils,-1.1808,9.36,False,VERIFIED_CLEAN
26473,PRED_V60_d476a41d2f2f,2025-08-06,2025-08-06T08:30:00,2025-08-06T08:30:00,Fertilizers,-0.8074,-22.03,False,VERIFIED_CLEAN
20945,PRED_V60_cd82f1166efc,2025-06-11,2025-06-11T08:30:00,2025-06-11T08:30:00,Power,0.57,-0.22,False,VERIFIED_CLEAN
29500,PRED_V60_f1816638c6bd,2026-07-16,2026-07-16T08:30:00,2026-07-16T08:30:00,Railway Infrastructure & Consulting,-0.5458,2.62,False,VERIFIED_CLEAN
16384,PRED_V60_38568f51396c,2025-04-23,2025-04-23T08:30:00,2025-04-23T08:30:00,Capital Markets & Asset Management,0.1511,2.76,False,VERIFIED_CLEAN
13215,PRED_V60_1d3fbf875c70,2025-03-13,2025-03-13T08:30:00,2025-03-13T08:30:00,Saw Pipes & Ductile Iron Pipes,2.9257,0.53,False,VERIFIED_CLEAN
9621,PRED_V60_3ea34ca26ed0,2025-02-04,2025-02-04T08:30:00,2025-02-04T08:30:00,Diversified Commercial,-2.3685,-16.6,False,VERIFIED_CLEAN
14183,PRED_V60_6932e2918b9f,2025-03-26,2025-03-26T08:30:00,2025-03-26T08:30:00,Bearings & Friction Solutions,-2.4368,-3.29,False,VERIFIED_CLEAN
5610,PRED_V60_55924b24c3a1,2024-12-24,2024-12-24T08:30:00,2024-12-24T08:30:00,Fast Moving Consumer Goods,-2.5811,-6.47,False,VERIFIED_CLEAN
5472,PRED_V60_00ca2c2e8725,2024-12-23,2024-12-23T08:30:00,2024-12-23T08:30:00,Pipes & Tubes,-2.7305,-8.71,False,VERIFIED_CLEAN
3077,PRED_V60_498196311ca1,2024-11-27,2024-11-27T08:30:00,2024-11-27T08:30:00,Heavy Electrical Equipment,4.1031,0.94,False,VERIFIED_CLEAN
11193,PRED_V60_cc3d2bae49cb,2025-02-19,2025-02-19T08:30:00,2025-02-19T08:30:00,Air Conditioners & Appliances,0.0515,2.42,False,VERIFIED_CLEAN
19016,PRED_V60_1ffdba4d265f,2025-05-21,2025-05-21T08:30:00,2025-05-21T08:30:00,Information Technology,-1.2014,-3.82,False,VERIFIED_CLEAN
29937,PRED_V60_3df9210d42f9,2026-07-21,2026-07-21T08:30:00,2026-07-21T08:30:00,Power Sector Financing NBFC,1.2016,-9.82,False,VERIFIED_CLEAN
26216,PRED_V60_724ef9cc8501,2025-08-04,2025-08-04T08:30:00,2025-08-04T08:30:00,Auto Parts & Equipment,-3.2209,3.98,False,VERIFIED_CLEAN
18357,PRED_V60_5822d59bc3db,2025-05-14,2025-05-14T08:30:00,2025-05-14T08:30:00,Packaged Foods & FMCG Staples,-1.1023,1.0,False,VERIFIED_CLEAN
8211,PRED_V60_00252b24a01d,2025-01-20,2025-01-20T08:30:00,2025-01-20T08:30:00,Civil Construction & Infrastructure,-3.2571,-25.63,False,VERIFIED_CLEAN
26321,PRED_V60_2fe4d80a6b52,2025-08-05,2025-08-05T08:30:00,2025-08-05T08:30:00,Railway Financing,-0.0702,-31.07,False,VERIFIED_CLEAN
16519,PRED_V60_b7c87862554c,2025-04-24,2025-04-24T08:30:00,2025-04-24T08:30:00,Power Generation & Utilities,0.5226,-3.99,False,VERIFIED_CLEAN
3378,PRED_V60_48e76c32d01f,2024-12-02,2024-12-02T08:30:00,2024-12-02T08:30:00,Packaged Foods & FMCG Staples,-4.32,-5.79,False,VERIFIED_CLEAN
6366,PRED_V60_bfab558091f9,2025-01-01,2025-01-01T08:30:00,2025-01-01T08:30:00,Telecommunication,0.54,-19.59,False,VERIFIED_CLEAN
26946,PRED_V60_9c68cddd4945,2025-08-12,2025-08-12T08:30:00,2025-08-12T08:30:00,Diversified Retail,-2.6878,-34.85,False,VERIFIED_CLEAN
11194,PRED_V60_609301303baa,2025-02-19,2025-02-19T08:30:00,2025-02-19T08:30:00,Superalloys & Special Metals,2.9099,8.89,False,VERIFIED_CLEAN
26536,PRED_V60_61966ac59a8d,2025-08-07,2025-08-07T08:30:00,2025-08-07T08:30:00,Hospitals & Healthcare Services,1.4702,37.0,False,VERIFIED_CLEAN
25211,PRED_V60_96538c4323bd,2025-07-24,2025-07-24T08:30:00,2025-07-24T08:30:00,Information Technology,-2.545,-2.84,False,VERIFIED_CLEAN
29195,PRED_V60_ee0704e5f928,2026-07-14,2026-07-14T08:30:00,2026-07-14T08:30:00,Project Management & Civil Construction,-0.5857,-4.43,False,VERIFIED_CLEAN
21210,PRED_V60_2c7f273440c7,2025-06-13,2025-06-13T08:30:00,2025-06-13T08:30:00,Saw Pipes & Ductile Iron Pipes,2.8669,-6.08,False,VERIFIED_CLEAN
9712,PRED_V60_e2ecbb0b5439,2025-02-04,2025-02-04T08:30:00,2025-02-04T08:30:00,Healthcare,0.0848,-9.97,False,VERIFIED_CLEAN
11456,PRED_V60_7ba330bea20c,2025-02-21,2025-02-21T08:30:00,2025-02-21T08:30:00,Plastic Pipes & Moulded Products,-0.6144,-6.95,False,VERIFIED_CLEAN
4783,PRED_V60_733a4e669332,2024-12-16,2024-12-16T08:30:00,2024-12-16T08:30:00,Railways,3.4746,-30.23,False,VERIFIED_CLEAN
21200,PRED_V60_58d0154132b0,2025-06-12,2025-06-12T08:30:00,2025-06-12T08:30:00,Healthcare,-1.9456,-3.44,False,VERIFIED_CLEAN
9509,PRED_V60_c8af09d6d09c,2025-02-03,2025-02-03T08:30:00,2025-02-03T08:30:00,Hotels & Restaurants,-0.3163,-14.27,False,VERIFIED_CLEAN
23689,PRED_V60_88a33149bcce,2025-07-09,2025-07-09T08:30:00,2025-07-09T08:30:00,IT Consulting & Software,-1.5869,-10.52,False,VERIFIED_CLEAN
9796,PRED_V60_0baa09996422,2025-02-05,2025-02-05T08:30:00,2025-02-05T08:30:00,Microfinance NBFC,-0.5144,-10.23,False,VERIFIED_CLEAN
24635,PRED_V60_4bd673ff3c97,2025-07-18,2025-07-18T08:30:00,2025-07-18T08:30:00,Civil Construction & Infrastructure,-3.3464,-8.7,False,VERIFIED_CLEAN
17585,PRED_V60_c47d969d7d23,2025-05-07,2025-05-07T08:30:00,2025-05-07T08:30:00,Batteries,1.1008,8.09,False,VERIFIED_CLEAN
4749,PRED_V60_05c278a5a1c1,2024-12-16,2024-12-16T08:30:00,2024-12-16T08:30:00,Internet & Digital Platforms,-0.0637,-14.99,False,VERIFIED_CLEAN
15148,PRED_V60_2d77cfc30364,2025-04-07,2025-04-07T08:30:00,2025-04-07T08:30:00,Copper & Non-Ferrous Metals,2.3779,11.96,False,VERIFIED_CLEAN
12917,PRED_V60_264be19a7b20,2025-03-11,2025-03-11T08:30:00,2025-03-11T08:30:00,Logistics & Transportation,-2.4969,-1.55,False,VERIFIED_CLEAN
624,PRED_V60_723d34a7cf6a,2024-10-31,2024-10-31T08:30:00,2024-10-31T08:30:00,Microfinance NBFC,0.318,-17.49,False,VERIFIED_CLEAN
22866,PRED_V60_9eef9018fdf2,2025-07-01,2025-07-01T08:30:00,2025-07-01T08:30:00,Roads & Highways EPC,2.9088,-5.62,False,VERIFIED_CLEAN
13981,PRED_V60_0ac5ad289d93,2025-03-24,2025-03-24T08:30:00,2025-03-24T08:30:00,Plastic Pipes & Moulded Products,-0.2633,-3.82,False,VERIFIED_CLEAN
24701,PRED_V60_0c741800c047,2025-07-18,2025-07-18T08:30:00,2025-07-18T08:30:00,Gas Transmission & Distribution,-1.4852,-9.13,False,VERIFIED_CLEAN
491,PRED_V60_ce2c2f28ef8f,2024-10-30,2024-10-30T08:30:00,2024-10-30T08:30:00,Power,0.1987,-3.16,False,VERIFIED_CLEAN
15680,PRED_V60_76ed3d0fff47,2025-04-15,2025-04-15T08:30:00,2025-04-15T08:30:00,Railway Financing,2.69,2.14,False,VERIFIED_CLEAN
13185,PRED_V60_b0f301534767,2025-03-13,2025-03-13T08:30:00,2025-03-13T08:30:00,Iron & Steel,-2.7591,4.65,False,VERIFIED_CLEAN
2129,PRED_V60_30ffd97bd972,2024-11-18,2024-11-18T08:30:00,2024-11-18T08:30:00,Affordable Housing Finance Company,2.1172,1.75,False,VERIFIED_CLEAN
27156,PRED_V60_a4c956252a18,2025-08-13,2025-08-13T08:30:00,2025-08-13T08:30:00,Railway Financing,-0.1445,-30.58,False,VERIFIED_CLEAN
21126,PRED_V60_5861f19b74b4,2025-06-12,2025-06-12T08:30:00,2025-06-12T08:30:00,Capital Markets & Asset Management,-1.4357,2.59,False,VERIFIED_CLEAN
9144,PRED_V60_f3f312715ec4,2025-01-29,2025-01-29T08:30:00,2025-01-29T08:30:00,Plastic Pipes & Fittings,0.9171,-12.38,False,VERIFIED_CLEAN
25946,PRED_V60_710946a28f00,2025-07-31,2025-07-31T08:30:00,2025-07-31T08:30:00,Paper & Paper Products,-2.5521,-20.31,False,VERIFIED_CLEAN
9563,PRED_V60_5e08667c9c36,2025-02-03,2025-02-03T08:30:00,2025-02-03T08:30:00,Civil Construction & Infrastructure,-1.897,-20.28,False,VERIFIED_CLEAN
22304,PRED_V60_061ceec6e8c7,2025-06-25,2025-06-25T08:30:00,2025-06-25T08:30:00,Railway Telecom,2.9925,-4.93,False,VERIFIED_CLEAN
1441,PRED_V60_87796966a5df,2024-11-08,2024-11-08T08:30:00,2024-11-08T08:30:00,Power,-0.3721,-1.15,False,VERIFIED_CLEAN
5864,PRED_V60_a797b541fd50,2024-12-26,2024-12-26T08:30:00,2024-12-26T08:30:00,Capital Goods,-3.0345,-10.93,False,VERIFIED_CLEAN
13726,PRED_V60_826493a8e786,2025-03-20,2025-03-20T08:30:00,2025-03-20T08:30:00,Diagnostic & Healthcare Laboratories,-0.5455,9.91,False,VERIFIED_CLEAN
11794,PRED_V60_be23ba6db052,2025-02-27,2025-02-27T08:30:00,2025-02-27T08:30:00,Packaging & Containers,-1.0757,-4.1,False,VERIFIED_CLEAN
4520,PRED_V60_ef72fbea7ac3,2024-12-12,2024-12-12T08:30:00,2024-12-12T08:30:00,Microfinance NBFC,-0.875,0.06,False,VERIFIED_CLEAN
2764,PRED_V60_8bf939dd22b8,2024-11-25,2024-11-25T08:30:00,2024-11-25T08:30:00,Iron & Steel,-2.1195,-1.37,False,VERIFIED_CLEAN
10572,PRED_V60_1bbe718c3b2e,2025-02-13,2025-02-13T08:30:00,2025-02-13T08:30:00,Paper & Paper Products,-1.3179,-18.38,False,VERIFIED_CLEAN
2404,PRED_V60_6b61a627d601,2024-11-20,2024-11-20T08:30:00,2024-11-20T08:30:00,Saw Pipes & Ductile Iron Pipes,-0.4836,1.57,False,VERIFIED_CLEAN
16501,PRED_V60_f4abfca54954,2025-04-24,2025-04-24T08:30:00,2025-04-24T08:30:00,Paper & Paper Products,-1.991,3.98,False,VERIFIED_CLEAN
3064,PRED_V60_0fe2c3211eb0,2024-11-27,2024-11-27T08:30:00,2024-11-27T08:30:00,Stockbroking & Financial Products,-1.4039,-1.55,False,VERIFIED_CLEAN
10959,PRED_V60_66cb0707efee,2025-02-18,2025-02-18T08:30:00,2025-02-18T08:30:00,Electronic Manufacturing Services (EMS),-0.5455,-6.78,False,VERIFIED_CLEAN
3160,PRED_V60_8880bd1a454c,2024-11-28,2024-11-28T08:30:00,2024-11-28T08:30:00,Civil Construction & Infrastructure,-3.0282,-7.46,False,VERIFIED_CLEAN
12245,PRED_V60_1b1f9a1d3fa9,2025-03-04,2025-03-04T08:30:00,2025-03-04T08:30:00,Batteries,0.3039,4.58,False,VERIFIED_CLEAN
1426,PRED_V60_dabcf20abf6c,2024-11-08,2024-11-08T08:30:00,2024-11-08T08:30:00,Textiles,-0.2789,14.02,False,VERIFIED_CLEAN
23107,PRED_V60_c09cb6d2ddf8,2025-07-03,2025-07-03T08:30:00,2025-07-03T08:30:00,Civil Construction & Infrastructure EPC,-2.0796,-4.3,False,VERIFIED_CLEAN
21717,PRED_V60_cd5c1ee27b4c,2025-06-18,2025-06-18T08:30:00,2025-06-18T08:30:00,Electronic Manufacturing Services (EMS),-0.5963,-6.37,False,VERIFIED_CLEAN
8874,PRED_V60_847c4b905714,2025-01-27,2025-01-27T08:30:00,2025-01-27T08:30:00,Railways,-0.6542,-19.1,False,VERIFIED_CLEAN
4569,PRED_V60_814afcbb88c4,2024-12-12,2024-12-12T08:30:00,2024-12-12T08:30:00,Packaged Foods & FMCG Staples,-2.4036,-1.68,False,VERIFIED_CLEAN
