prediction_id,session_date,prediction_timestamp,cutoff_timestamp,industry,v32_production_benchmark_return,v34_standalone_shadow_return,v34_direction,v34_uncertainty,v34_rank,ta_risk_level,ta_risk_category,ta_event_type,ta_invalidation_flag,ta_confidence,veto_applied,veto_reason,final_shadow_status,final_shadow_signal,manifest_hash,feature_snapshot_hash,ta_evidence_hash,matured_1D_outcome,matured_5D_outcome,matured_20D_outcome,matured_60D_outcome
pred_v56_20fb67cc067e974a,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Roads & Highways EPC,-9.05,-0.9736,0,7.5,49,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.4868,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,26bef0620e4008e1d3b827ea904e89918fe1b4074e18eed1b000270d68bfea64,9ab5057dbeced41abbfc131d5defedcc7940b53f0e49c76f81bb137ddb27c9e4,,,,
pred_v56_9b45c5615f61bb15,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Paints & Coatings,-6.03,-0.5938,0,7.5,50,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.2969,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,da4c895b34aa5c8c09ea8d3f2c25899756c91267fb389f4ef68287a62cdf0be9,109eddaf7978d3b409cc99e1defae9a62897d2d03df43ad64d4c031a3e37d294,,,,
pred_v56_692ba69ea7a86fca,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Stockbroking & Financial Products,-5.06,-2.7262,0,7.5,51,NORMAL,NONE,NONE,0,45.2,0,NONE,KEEP,-2.7262,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,6fc93d197aaeffa82451ac0158a583c53c7fdf9c06a4e17d927f9c4b011f7718,dc2a14e081cec39ff27a9b62856b5db758e699930729beed4387dc59a89387b4,,,,
pred_v56_94e1e62c2b403fcb,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Textiles & Apparel,-2.06,-3.2444,0,7.5,52,NORMAL,NONE,NONE,0,55.3,0,NONE,KEEP,-3.2444,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,96356940a5c0b050b80faf0d69800f135d0747e1f0d5c5ea151621249a33919e,429a8c102e89614de1684d2966fe23b6f7fc36854784541280852659ea52c06e,,,,
pred_v56_8b785063c3fe45c9,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Capital Markets & Asset Management,-4.21,-2.1922,0,7.5,53,NORMAL,NONE,NONE,0,39.5,0,NONE,KEEP,-2.1922,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,e3416b40a608b0c28b2615da84a7d4d5c0d6aee8b0c782c979073a05019efe78,85230ceaf9ae8f3ab0f80479656a37e3dbd9af432fcc7e61db0e4a0e5d0a5c21,,,,
pred_v56_56c6e04b965010be,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Packaging Materials & Containers,-2.63,-0.95,0,7.5,54,NORMAL,NONE,NONE,0,48.7,0,NONE,KEEP,-0.95,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,6feaad881f0f6988c2d444992e8b8246837acd6b105086393ca518798d32c379,92982a7f90fc0e8cbbad7dffdc27902ea6bda28445391906759b3f9debbc85ed,,,,
pred_v56_743da207d166a673,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Hotels & Restaurants,-7.15,-2.9796,0,7.5,55,NORMAL,NONE,NONE,0,43.1,0,NONE,KEEP,-2.9796,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,396538f2c49d1eae9699ae0805805ed699bbbc21ebba3ef6561ae1264b000923,f3e566f76df29929f652b28476f5e043f9eeec47745b442f873a1a70e3586933,,,,
pred_v56_e2b100c5edc9849d,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Services,-5.04,-2.9448,0,7.5,56,NORMAL,NONE,NONE,0,49.6,0,NONE,KEEP,-2.9448,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,c1946559550c0acbf68dae1f349c11a5eb0d802b5ac31393bcdd58961fb63c99,02e12ca1cbbadcc9f65414b6972c9e3a5a5dd691cafb2f9ccbcda7385a80f7dd,,,,
pred_v56_d7cad689524a302a,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Packaged Foods & Consumer Staples,-5.83,-2.7778,0,7.5,57,NORMAL,NONE,NONE,0,45.4,0,NONE,KEEP,-2.7778,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,a929d08c1a084fe7eecf4133e174d36a63d340b79afac93ddea9c2b9540113a4,c402ecc745fe44e6ba53362ed6d7990c79aa2b50e13f2c008a0a67c9aa75c28f,,,,
pred_v56_4b6bf75e881ba7b7,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Housing & Urban Infrastructure Financing,-8.11,0.5571,1,7.5,58,WATCH,ELEVATED_VOLATILITY,NONE,0,31.4,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,0.2786,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1ba7dd0e71da38a4f4c54a1522840ef9b86e549000c786170498c1d6ed7e348a,5631118399e3729ac1782f1a67a75266f612a237723f57d757038cbce1330cca,,,,
pred_v56_2e747b90677f66d1,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,"Hotels, Resorts & QSR",-6.05,-2.6824,0,7.5,59,NORMAL,NONE,NONE,0,40.8,0,NONE,KEEP,-2.6824,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3cd0c848b34cee3a8171cd189c165cd4a2b1ce02ed0f0e06d3340c31e6a319f2,531495ae909b64e0a814194aedc013f1c08f66707beb4d6193c4025930ce06c9,,,,
pred_v56_dba415feaf8932c1,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Zinc & Silver Mining,9.45,3.6685,1,7.5,60,NORMAL,NONE,NONE,0,44.3,0,NONE,KEEP,3.6685,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,983a04572d9f29ccb380a1ed7460e6153f11b23c30e7df8cf0016214fb417c72,04eb79987e3b427b6ec288a569d5b15ad4ea2a349b9534da865f67a7b4315b06,,,,
pred_v56_c1a54b14408b2182,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Railway Financing,-8.4,-1.057,0,7.5,61,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.5285,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,0b61a1635ca5c999ecea5d7463bf93cc799ef8bdea95c0f740f15a9ce06ca8d0,81090fa01aa63d51a7e9b148b17f2a19e083ffc22e3ef2250c9b17cfcc401b76,,,,
pred_v56_b6298ad5d4fb7bc6,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Textiles,1.34,-0.7087,0,7.5,62,NORMAL,NONE,NONE,0,52.6,0,NONE,KEEP,-0.7087,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,e82e1422813c28f360d137ab48f10b9c7df891f08c086fd3ea8ee97339f08eac,f86611d74b8a763c1b36e91f809e796d86dd43ecc58e43889f3f9d6f7a1b4f7e,,,,
pred_v56_a3154f87a054c178,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Packaged Foods & FMCG Staples,-4.79,-2.8059,0,7.5,63,NORMAL,NONE,NONE,0,49.7,0,NONE,KEEP,-2.8059,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,837dde4fb937e5192f5c66ed4946d0f0ea730af008cb3bbd77e4fc487e80f6f6,fd1aef3e72e6bd50b014127d41289b9078684361ec58f49288fe5df05d10fb81,,,,
pred_v56_d3e83da0c74db8a9,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Renewable Energy - Solar & Wind,-9.39,-2.9661,0,7.5,64,WATCH,ELEVATED_VOLATILITY,NONE,0,33.3,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-1.483,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,d2a321a15f39557f24f018daf50ecb290b490628e3dcd9f9bacd34e7ef20216e,1b6f39c4fbe35cd94d22f36b06912b3d48af736240ef2ab4e763a73ce7e349ef,,,,
pred_v56_8fd90935116dc962,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Media Entertainment & Publication,0.59,-1.6322,0,7.5,65,NORMAL,NONE,NONE,0,46.7,0,NONE,KEEP,-1.6322,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,d041bd55adab2e3b8581f840eb592796766812b14e3efe913a931a4108c2dce4,152c76c77764e8a675cb6879ce99478adecd3fac24630ae84cf4cb4fb30952f8,,,,
pred_v56_c475337994bdc24e,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Tea & Coffee,-8.73,-2.075,0,7.5,66,WATCH,ELEVATED_VOLATILITY,NONE,0,32.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-1.0375,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,2c13efe83ae1d5d0bddb58826f2b9816a936ec4d1a9747d5195fab9edd812262,8b139f495c39fe913e79a509cf08ef605ee737b088202e2b38e11d91fa18a47b,,,,
pred_v56_ad176cba1a0f1bb2,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,API & CDMO / CRAMS,-1.33,-1.7543,0,7.5,67,NORMAL,NONE,NONE,0,47.4,0,NONE,KEEP,-1.7543,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,bf3228843560101a71af46e1ac6fa2668753b26bbca4da079a4ed2ed17f11bab,a8860fcad030acf774db37b2a20b5c27e8abcfd7c793660018625cb5a42758b1,,,,
pred_v56_b0d29156f2568e9b,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Railway Ticketing & Catering,-10.41,-0.4932,0,7.5,68,WATCH,ELEVATED_VOLATILITY,NONE,0,26.5,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.2466,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,f966fcabf395f200c1946d3db7b2e99f758b66757ab7615b557dda19ece4ac4e,14074de950843a3dc19fbb9bdf9a3f18154972a26d5a9dc30982e0ef986e30f4,,,,
pred_v56_6db30bd0e7aa80b7,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Banks,5.46,-3.0644,0,7.5,69,NORMAL,NONE,NONE,0,68.5,0,NONE,KEEP,-3.0644,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,08123e29e7394f8260fd08f3f7e40d9fa30693921d8ebfa0771be35aa52be46e,4349672fa2886d63f67c30c1bf0fcec4909569c75363f5577c1fd423050a0758,,,,
pred_v56_928777821521bdb8,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Fast Moving Consumer Goods,-5.87,-0.7275,0,7.5,70,NORMAL,NONE,NONE,0,42.6,0,NONE,KEEP,-0.7275,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1bfd9c4e3c828bc7b0cbe3886db0ed908d8f5d2050eb4f1c55201bcb0c327bef,73aa3f90a9ea524b1841bb3991a9e8be52368d67a901e0ca5ab20d00836759d7,,,,
pred_v56_cdf3009f99b8d30f,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Railway Telecom,-8.18,-1.0128,0,7.5,71,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.5064,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1d0f1578cf1c80edd3ecf33669a2c3c5b5a56f9b976de645f08d6283c72122c9,85180d24a655d5714eb244b667056443f6c485c58c6a08cfb008a7b24f543937,,,,
pred_v56_cc4ef867d36893f6,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Batteries,-9.97,-9.97,0,7.5,72,WATCH,ELEVATED_VOLATILITY,NONE,0,26.2,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-4.985,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1ee6ce377b38a0e4e0d26b48f322908b4caccb37e85cbb3916f10ae96780b38d,1799b776d898f2374df402218df3108c0dae0817e9634e840d7a09272cb81a4a,,,,
pred_v56_da305a175eb757fe,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Cement,-1.79,-1.4844,0,7.5,73,NORMAL,NONE,NONE,0,45.5,0,NONE,KEEP,-1.4844,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,12db41d74aadca9a615253812ab954aea734cf75fc114bad7d4a193dd521400b,039e79e6cec85c0e68a19c7f51b15bfeb19a25bfe17ebfb80276b8c6608de78f,,,,
pred_v56_524f491fa65d7c59,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,"Logistics, Ports & Supply Chain",-0.14,-2.6193,0,7.5,74,NORMAL,NONE,NONE,0,49.8,0,NONE,KEEP,-2.6193,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,cf3f360d0ba92d8652ae307a9ded49ce1ee15acc54e55393512b28c022deebe5,ce0f4ea027eec0f496bc45a603ac24881371fd6b78f49d304a2c1d5f4105a20c,,,,
pred_v56_f246438a51a0fe65,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Air Conditioners & AC Components,-9.26,-9.26,0,7.5,75,WATCH,ELEVATED_VOLATILITY,NONE,0,27.4,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-4.63,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,53481cd4b57efe0cfacdb5ea2a709595dd40484811ec722e07e970521a58c02a,f8ecd88c79cfb2547f645492e884b0a506e41ccaea4dc54ef1a96a6b9fc3fbaf,,,,
pred_v56_2fc1c686175768d5,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Air Conditioners & Appliances,-8.83,-1.0675,0,7.5,76,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.5337,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,25eeab9627de148b6b36d447ad5897fe5f2c163e931f3d1c1e1bf5f1595ca5cb,8b0ec0c9a15cbe15548da02633e4df18c90edbb40067276fb3e24e188b956347,,,,
pred_v56_558f091f48dbce1b,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Copper & Non-Ferrous Metals,6.83,3.1536,1,7.5,77,NORMAL,NONE,NONE,0,64.3,0,NONE,KEEP,3.1536,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,f6b23c0564f57ff154c70f9ac896b955ed26a2f628260e57ad374450f4b1a0f6,bc6ba96ae22c85c4efedd4bbd8255aa49f36f0a39eca7ad0d02ec53d0628b8de,,,,
pred_v56_775d45df59724198,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Railway Wagons & Equipment,-9.34,-0.9368,0,7.5,78,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.4684,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,28702f5e00c94ecc3c651db978e8dbd8f3ff6bc0a702fbcf7ce81312d5e776db,fa7fe9741917972beb89d200eefe4b7a9ca254a3854b5be7f258375156459511,,,,
pred_v56_f23851c671c5806e,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Plastic Pipes & Moulded Products,-11.3,-0.3607,0,7.5,79,WATCH,ELEVATED_VOLATILITY,NONE,0,26.5,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.1804,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,b417706659212945b277cacdafd922dc64f21b974805bd7a5e34a9ba48a2180e,e22bd67dfd6dc3e73014948113237bd12ac13afc95d3da399bbaaada38a923bb,,,,
pred_v56_a788f98e5c50f283,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Breweries & Distilleries,-0.76,-1.0709,0,7.5,80,NORMAL,NONE,NONE,0,49.1,0,NONE,KEEP,-1.0709,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,7859e3081d66ebe9e1e7828ed0cc34d0f207db550511193b7a10e2ca5e325f17,10b80a9f2dbe7e1e28d2cd9cd6f7db1193303e446428a9def36a6e0f704e4cc5,,,,
pred_v56_df7e9c40c2662853,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Media & Entertainment,-0.71,-2.9513,0,7.5,81,NORMAL,NONE,NONE,0,51.8,0,NONE,KEEP,-2.9513,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,fc65e1bf9509b23e31e5ab9f791bbe97d6533d96010bf54d28fc375f7144e96f,f6fee0f82bace3fa3010d6c32c7646ac496bee501f543d54578ee00f2bcefb61,,,,
pred_v56_a1483ffc70569459,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Telecommunication,-0.37,-2.199,0,7.5,82,NORMAL,NONE,NONE,0,41.5,0,NONE,KEEP,-2.199,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,f4c37d027d46bce0540798f1ff5e38fc2201e0b205dc242e27216de728b6572f,f033c8ab8c233326ffd780ad6b0d5dbb10b108b6761d46b91e443fbdf10de4ad,,,,
pred_v56_7f899f35980cf634,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Railways,-0.78,-1.6144,0,7.5,83,NORMAL,NONE,NONE,0,47.3,0,NONE,KEEP,-1.6144,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,fd234fcb9766c3e2599b4822cdf27efe0de6c765fb4c49539dad9de1eabe1b6c,7db2a55ed1b11729000a3a2f8fb8cbc6c5f97fb34ea82ff46535d1f6ff2863f5,,,,
pred_v56_2666aeb3e7ab9a13,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Commodity Chemicals,-0.05,-3.1781,0,7.5,84,NORMAL,NONE,NONE,0,56.2,0,NONE,KEEP,-3.1781,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,622683c62e25788dfa5a9d29668fa45b2da1cbe36613d9c4c174ee21253ca686,31b8d833883200f92045ec602f0689e8bb459fb46636035187b2d01d422c66c5,,,,
pred_v56_c880f70dbb4586f4,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Project Management & Civil Construction,-8.09,-0.2414,0,7.5,85,WATCH,ELEVATED_VOLATILITY,NONE,0,30.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.1207,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,d2937d0f43c5b1b1e83e5ea20f1d9796aebfb29a17eb7dca8fc694958bb7d1d2,f03d80da7181665327c8904c7d93741cb6d88d31065a9a5e21e842112354ac01,,,,
pred_v56_9137afb72de22c23,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Non Banking Financial Company (NBFC),-3.83,-3.1285,0,7.5,86,NORMAL,NONE,NONE,0,56.3,0,NONE,KEEP,-3.1285,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,9bdbfaf69404c0dfb328e27267f222a93c7416f296a7e0b5cf8f1573d4e9189d,385712578b9dab2469413f76fc52b9bd1bbc2d88206daeb01c35c72e59e0d350,,,,
pred_v56_285483cac05a8011,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Auto Parts & Equipment,2.18,-2.922,0,7.5,87,NORMAL,NONE,NONE,0,67.8,0,NONE,KEEP,-2.922,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,8d984bd111d6a807068af712ef983babb1748452431625afc36cb348f7fb3033,4d3e420723027328e496971e2458eb8d539bf140d5cf3262de4ac7b7614d7033,,,,
pred_v56_231297ce78a5b364,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Wealth & Asset Management,-3.74,-0.807,0,7.5,88,WATCH,ELEVATED_VOLATILITY,NONE,0,29.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.4035,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,34bc5242e2d7d3c0ac3b4ec9dac4d3c429f0dcaeda10ec626999fbecd3d838bf,092caa5ff76191b9914eb5bb08ec751fe13aa9409787505161f31a2262647194,,,,
pred_v56_e7ff59aee4b9d4d1,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Electronic Manufacturing Services (EMS),-6.41,-6.41,0,7.5,89,WATCH,ELEVATED_VOLATILITY,NONE,0,27.2,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-3.205,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,efbe8dd01060edbc3e7dd13a46d5543fd95cab0467b43d971e786e395f5729bb,5e1a9df14f6b761a3a56e84f99e9ca55b0ffb3bd8bdc36a167f8041f5eb91a41,,,,
pred_v56_e4bb8a8fd930956e,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Metals & Mining,-2.59,-1.0841,0,7.5,90,NORMAL,NONE,NONE,0,45.5,0,NONE,KEEP,-1.0841,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,2f0da7eb025e103d6ad5318beaf3e5b31561921640c32b686fada5f053ad28c2,6011ade7127fa421945cd0b1fea9e35bf76e98cb41077683bcfa56e002c17158,,,,
pred_v56_9e99678f1fd25a39,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Logistics & Transportation,-3.65,-2.9465,0,7.5,91,NORMAL,NONE,NONE,0,49.5,0,NONE,KEEP,-2.9465,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,4a236b4ee9ca8bf11b0d886e90a220c56b8d118310bb67b5fe2abd216d9df3ab,e7bbb97ab6d5a39f21f30a1591de9774b13a0080f3146104d55bda31ec24ab3b,,,,
pred_v56_24e1cfbe002f9178,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Internet & Digital Platforms,-7.9,-2.4576,0,7.5,92,NORMAL,NONE,NONE,0,40.1,0,NONE,KEEP,-2.4576,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,316bc1e62257b645d02b344320917ffec0e2263d13eb328ae0a37d174659bcd2,5295f89c7a958f0c8a60b81822cf9c933fab582882379b893de0c8d259a02c42,,,,
pred_v56_107f34318d53eb94,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Realty,-8.87,-0.9453,0,7.5,93,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.4727,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,5bd289a87ed2b62a0364f7f5b2110b8034d12c3fd002f98b400716974ce38ed9,f48462f93810d35177da6c94b2da0e0400241d4c1c75cd2eb534af051cff3990,,,,
pred_v56_ff17934bc0105e09,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Telecom Services & Infrastructure,0.1,-1.6732,0,7.5,94,NORMAL,NONE,NONE,0,50.0,0,NONE,KEEP,-1.6732,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,ce2dff61bb683aa33993947a2c7cffb80ad38510a4e0353448479c99e47022a6,3270b1088e680ab7b35fa1232675d4a821258fb4098f20217454c27e72b04b0b,,,,
pred_v56_3d9ffadf7da8f8aa,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,"Plywood, MDF & Laminates",-0.36,-1.3191,0,7.5,95,NORMAL,NONE,NONE,0,40.5,0,NONE,KEEP,-1.3191,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,099f32afda89f385566115258d437ce2354bdf87de45c60093af85a3ee58d627,b27ca6440ef3da11f5c8094b673d8afeebf03e43a021d3e6c7dd850cc6e02791,,,,
pred_v56_cd84316c884d7f73,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Microfinance NBFC,6.39,5.0125,1,7.5,96,NORMAL,NONE,NONE,0,44.3,0,NONE,KEEP,5.0125,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,b5c39616e48a095d7a02fc95b98d918f00fea39b557ca64ac10d7f0a1c580eef,180c5e5d8b40fb9e50b4fffafcfad6bbea460a78196e9c67246c545738ef562b,,,,
pred_v56_89d034d575e57b41,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Software Products & Digital Services,-2.21,-3.0224,0,7.5,97,NORMAL,NONE,NONE,0,55.3,0,NONE,KEEP,-3.0224,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3aff6bfe02760eb8ad7f41bd1b1b08caaf41e4c8967dd5497266e00aa6d26838,cdb0c02293ccbc97e0fae76dcea81353a37f1362cd422e38c0fed0010c1358ad,,,,
pred_v56_5c40a4f5a984b7e5,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Auto Glass,5.86,1.1149,1,7.5,98,NORMAL,NONE,NONE,0,66.9,0,NONE,KEEP,1.1149,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,c0587cce5c02368584bdf21ec8f0e8f5d540225156b62e2388da6cccc4a30e8f,bc576b9d1b31db572f07760ce7ebd10bee0e157dc3b7fcc684d94f55bedc1f4a,,,,
pred_v56_cf974feaf2a9e19d,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Construction,-4.17,-1.5209,0,7.5,99,NORMAL,NONE,NONE,0,47.6,0,NONE,KEEP,-1.5209,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,d5fb011937c7b5b9c3fe750b8c753e6455cde4f5c75490a13a7dec62b414263a,3f9c0f0b67467c10addf4a2ad65962f287de6f7f2b4afa0cd09a90a3dc46810a,,,,
