prediction_id,session_date,prediction_timestamp,cutoff_timestamp,industry,v32_production_benchmark_return,v34_standalone_shadow_return,v34_direction,v34_uncertainty,v34_rank,ta_risk_level,ta_risk_category,ta_event_type,ta_invalidation_flag,ta_confidence,veto_applied,veto_reason,final_shadow_status,final_shadow_signal,manifest_hash,feature_snapshot_hash,ta_evidence_hash,matured_1D_outcome,matured_5D_outcome,matured_20D_outcome,matured_60D_outcome
pred_v56_467915e1a0caf499,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Pharmaceuticals,-4.18,-3.2461,0,7.5,100,NORMAL,NONE,NONE,0,57.0,0,NONE,KEEP,-3.2461,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,d01cfc1ae6b750e80fc8c9fdcd541541ccf0d87a9b379753ce1840d2680984b9,10826b27a5d9abf341d77efd0b4c4073c3b42246226cb5a9623585f87e522573,,,,
pred_v56_c78d6172cc65a9aa,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Civil Construction & Infrastructure EPC,-3.85,-2.6571,0,7.5,101,WATCH,ELEVATED_VOLATILITY,NONE,0,35.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-1.3285,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,fed3af093717bbafae4502c58774e2ef9a934a40bb0aad5af7a7f55ce916815f,f96b74aeb016ae1084644e05cf6859da316d2f89d62d7c1a788840ecfc9cee23,,,,
pred_v56_f18b0833ed80ebac,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Renewable Energy,-7.87,-2.6372,0,7.5,102,WATCH,ELEVATED_VOLATILITY,NONE,0,33.0,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-1.3186,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,2b9404492576361ec214113f929dc093d8366420a32967f546fa38521ab09632,ee6c947369acc653a3c117b335e4122a23dcaee9c0285669f7d944009b0b43a8,,,,
pred_v56_55c5a942a531939d,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Utilities,-8.69,-1.2601,0,7.5,103,WATCH,ELEVATED_VOLATILITY,NONE,0,29.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.63,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3ad7a9b63fa021637bcba22af1504a7632ec7efd633ae953088f79993f748afd,a8a87212abe238028ab88ac4690d9ec939def737766060f364e53d63093616e4,,,,
pred_v56_8aafb6fe3991f599,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Consumer Services,-7.52,-2.2063,0,7.5,104,NORMAL,NONE,NONE,0,46.5,0,NONE,KEEP,-2.2063,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,7f49eb88d646695a3b62f9db69e2673e56a892a4e724242dea599a1522df7a18,352c835955e99e05f30cd9b3051992f842274525fb06d0393dae1c143be2eb8d,,,,
pred_v56_92ecedc080011a73,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Mining & Mineral Products,-0.96,-1.6354,0,7.5,105,NORMAL,NONE,NONE,0,48.7,0,NONE,KEEP,-1.6354,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,7df12147ad385b1ac20d36ad0e621d2209713963cbc45caceba50bafb1005e65,4ccf053abe945577c0bf23b51757812e4c474896b06a63355f8ca48a88e87be5,,,,
pred_v56_91caad06bbdd89a8,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Gas Distribution,-7.34,-1.3887,0,7.5,106,WATCH,ELEVATED_VOLATILITY,NONE,0,32.4,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.6944,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,b55199127c61eaa1254f96de0e93ce6d9d30629d8a40f6b1613118ea07df73c5,23754d280b72d6ef97c88004f307c6893f7631b3433082775ed4c0f83b962aef,,,,
pred_v56_2da3c73617342c82,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Saw Pipes & Ductile Iron Pipes,6.11,3.1277,1,7.5,107,NORMAL,NONE,NONE,0,64.3,0,NONE,KEEP,3.1277,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1960d9affdd16d402889a83ef5e6644e5f96e965fdef422bbf7a78a2832a533f,6ab274fba409536f324946ecbc6796dac4114aff79c2ca63836bbdd777b2bc9e,,,,
pred_v56_e0aa0a5226ca4c65,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Insurance,-5.33,-2.1728,0,7.5,108,NORMAL,NONE,NONE,0,43.0,0,NONE,KEEP,-2.1728,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,6d5bb1988bd0a72b40a8838d29cabf673f6c853dabac040e181ac47b6a1b1533,8d493b627ac80208d793a18dc06b53591efe59861da59f0152f58338207b29dd,,,,
pred_v56_9ce52134f34fe91a,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Superalloys & Special Metals,-6.74,-0.733,0,7.5,109,WATCH,ELEVATED_VOLATILITY,NONE,0,29.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.3665,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,8d300cc02503eb76ed01c259327ed6d44b35757dbe4455e56cf828ae42e9697c,8e129f5bc8d70e4ca4896d304a9dc259b6fea3c4cdbd07ce725216f054bb219e,,,,
pred_v56_b94ab559d7228916,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Consumer Durables,0.85,-2.5674,0,7.5,110,NORMAL,NONE,NONE,0,58.0,0,NONE,KEEP,-2.5674,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3901052989b1c76b7823210e012ccaa653b333c417d0a6db9b11773367d24582,1f79f160bd8247e30f4db93d7e629156d8fec82b94c1ba5526fadfdd441ff6ee,,,,
pred_v56_8c3109caffa12b49,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Tractors & Farm Equipment,-10.97,-0.4877,0,7.5,111,WATCH,ELEVATED_VOLATILITY,NONE,0,26.5,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.2439,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,dde14f0822fade6830cfd7590803891d9b8e351d74ca1aaeb854ad45aece936a,c6601d248a5cfa43da354d52c33bbfb30cb20cc6696365615e4f0000eb7e25a1,,,,
pred_v56_7d81b4e2fbb6e072,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Diversified Commercial,-4.34,-3.121,0,7.5,112,NORMAL,NONE,NONE,0,56.9,0,NONE,KEEP,-3.121,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,f0e79ef1c0ffdc67b2adb8eacd2c66e045a48ea35026559d2c47fc77a5c8281d,ba0103de4a4b09b6b789e8cb25ee128eeb57c87ca91e9c6f4fe717217d8ae585,,,,
pred_v56_cc9834a80be4e0de,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Power,-1.06,-2.0847,0,7.5,113,NORMAL,NONE,NONE,0,41.5,0,NONE,KEEP,-2.0847,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3bb675acfa39d8704079bf4561fcad03eb6e20def822f3d0b452544fdf0c19a6,4c7c9941d8bfa0a04793b16e84dc3847315c3865f1f560f712b5f7f993318f46,,,,
pred_v56_f3ea45a7265a7d0d,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Construction Materials,4.31,3.729,1,7.5,114,WATCH,ELEVATED_VOLATILITY,NONE,0,22.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,1.8645,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,e381929256226dcf860aee9e42ce1f90dfcdf22e484b785d01ae0576c19997e6,c4ac4422afc017655bbcfc911c2163aafd393c2cf0267ae746ee5f8af2a1c2e9,,,,
pred_v56_7567b186f58a7907,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Batteries & Energy Storage,-9.1,-0.3972,0,7.5,115,WATCH,ELEVATED_VOLATILITY,NONE,0,26.5,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.1986,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,a21b234d1c8b32883d579ce97b5b0e97d6a91ceb6c327a2bceb75d1b05e7eea1,78d89ad98cade80949095f62b4d60ced3e669b7a5f43f977297b367ad45db6d2,,,,
pred_v56_2ff3e1ba29a9bd51,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Oil Exploration & Refining,-2.24,-2.7758,0,7.5,116,NORMAL,NONE,NONE,0,47.7,0,NONE,KEEP,-2.7758,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,1a3036d60e2d6da240367d27c111d57e60aa295526834c9489f52a9bed0294d8,7c06a76a60821da3a65dc7ce47f320f856542bd7d679f34a95a8e0caf74bdc9a,,,,
pred_v56_1932f50bf4c51b24,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Copper Mining,7.43,5.1685,1,7.5,117,NORMAL,NONE,NONE,0,44.3,0,NONE,KEEP,5.1685,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,11e89eee00dda5cc5636151c4b01e6d94b27b0bdc6dc6d90fba37818a9de6948,346643246bcbf8318e71e95ab1c095f9ba2b5a5307209cb8f9a28bed6361c60e,,,,
pred_v56_bfcdcff1ec30cdef,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Explosives & Defence Chemicals,6.27,3.9581,1,7.5,118,NORMAL,NONE,NONE,0,44.3,0,NONE,KEEP,3.9581,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,001bf0c10096c0474a54d9bb9f605f75ccd07ebea3dd960dd2d833cb651da2a2,a363473fcbc620c8061d57df2ebe557e481256ef383bce0dfd56c745affc0fee,,,,
pred_v56_feae4af66c22a5fa,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Civil Construction & Infrastructure,-9.65,-3.2438,0,7.5,119,NORMAL,NONE,NONE,0,46.7,0,NONE,KEEP,-3.2438,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,31034c5844ee8b017b27154c40c30572e3bb4540c72df87a96dceb46408353e3,5553fac46fcc59f609767bf07565e2aed363b168f08eb5970958d0f57b0c63d4,,,,
pred_v56_5ff507f4be1c0b9a,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Iron & Steel,0.49,-2.9762,0,7.5,120,NORMAL,NONE,NONE,0,63.6,0,NONE,KEEP,-2.9762,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,5f066b2a24312712eb213629e483094ff8d745b9fe56a1981bda454d667c0922,556d5732331fedd91e18b90f88eff5446bfb3b6cc4491885ac6975df20dfceb5,,,,
pred_v56_7d94c9c57918c9c0,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Ship Building & Defence,-8.48,-0.974,0,7.5,121,WATCH,ELEVATED_VOLATILITY,NONE,0,29.7,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,-0.487,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,fb9363005f2c17311f7a57a08e9e2f77b1fd5920201d2ffac458220720f994e2,8f25604794d6884bcc8a4f0f18c4a86e51c1f6709589fa034a30e59c120cd6e9,,,,
pred_v56_4adb028544e6aeb7,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Travel Tech SaaS Solutions,5.96,3.8941,1,7.5,122,WATCH,ELEVATED_VOLATILITY,NONE,0,22.1,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,1.947,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,56276614a3b227b68bf381d7f318d0ed6737bb82ca418269787d798b9c00b124,ffaee7ff825b9c2555813cd772fddbd9db9fa091849e4f4ea030667483bea97f,,,,
pred_v56_f99a5b0fb2543f77,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Paper & Paper Products,-2.68,-2.2811,0,7.5,123,NORMAL,NONE,NONE,0,42.7,0,NONE,KEEP,-2.2811,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,91d66255238d2e72e896018d99e18f52872b328f184c79ac9c0b1e3793c669a8,b4f27cd0d7f2181e8f0f16d57106e1a6af8f6bc1f9234f757e828abe98773f67,,,,
pred_v56_ff8eb94c5c953f8e,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Power Generation & Utilities,-4.46,-2.427,0,7.5,124,NORMAL,NONE,NONE,0,42.7,0,NONE,KEEP,-2.427,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,36f42660e0e6ae065df17c6fb14d25a7380fe062658e6662264b1b71b44e21f9,647679d41808f8c6893a2d172ea25ee33546178350652cc74ffa5ecc2845d59b,,,,
pred_v56_9f79dbc8ef2d6198,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Passenger Cars & Utility Vehicles,8.13,3.1536,1,7.5,125,NORMAL,NONE,NONE,0,64.3,0,NONE,KEEP,3.1536,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,01dd1fdf3590cbd3a8c51a75fd2f289998f635e9b099929e22e94fef27185c6a,d36bb663b1e0b0beb3a827cb08dc4f63036a4ac4cfc130ca29e0b44c65eb0216,,,,
pred_v56_46ab851220a894b2,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Information Technology,-5.83,-2.3105,0,7.5,126,NORMAL,NONE,NONE,0,40.9,0,NONE,KEEP,-2.3105,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,06bede6878503cf784842e6a1a2ac9ff43ef2774d09131bdc4250cec5f749bd5,1567ef82f4f06d2a7cffdbd06dcfe2769df1a4b29335b9bf6319dcaf88ef735d,,,,
pred_v56_623f38b8000b200c,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Specialty Chemicals,-2.55,-3.255,0,7.5,127,NORMAL,NONE,NONE,0,57.2,0,NONE,KEEP,-3.255,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,3a949d9f72a5b8392eb42aaa1bf4d26f7c65c8fc6be74ac47dabfc599c384bb1,9e48c755324d87c718e45c74f328a6ad268986c81db09c5cf2d9fa6955155c4e,,,,
pred_v56_71d09b5ed1e31713,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Bearings & Friction Solutions,0.11,-1.8882,0,7.5,128,NORMAL,NONE,NONE,0,47.4,0,NONE,KEEP,-1.8882,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,b58c83f747b70902ff71f38b1f3e4ee4f5c5d18458af54ba837b999b2336b22d,99352900e48811bb626d2401dae757aa3894c271853c0beb2f4a7c31ce2c9cd4,,,,
pred_v56_222f46dd56d819e9,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Lubricants & Specialty Oils,-1.85,-2.0667,0,7.5,129,NORMAL,NONE,NONE,0,43.2,0,NONE,KEEP,-2.0667,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,858ea740de3bd737b047690d4db32081c1dbb3eaba9088acf1565bbb576166a4,8551aff99cfc302fc5be6be9bed6e234140c85b7060db1fe47be27dd19c11f70,,,,
pred_v56_5b18062399adee75,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,IT Consulting & Software,-6.54,-2.5865,0,7.5,130,NORMAL,NONE,NONE,0,47.7,0,NONE,KEEP,-2.5865,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,619b1c665358d0c65fc23b1ae66ce026dd18188b617ecb213bed5d5f7491c3a9,e80419ea3693e3841d9cc3da4a851462da266fdf97532647094fead773c5a2ac,,,,
pred_v56_088eca37ddd22c3a,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Oil Gas & Consumable Fuels,5.59,3.3708,1,7.5,131,NORMAL,NONE,NONE,0,64.3,0,NONE,KEEP,3.3708,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,4cdb91d842e02aa0e67c259bcc0dd36171c45a51c0df5aaa53972d0ed3f0efb8,a81420c8780ff5a11b9e15a392351ccd57789bf46d683326b66bb91000ccda98,,,,
pred_v56_f5e91fd73c42340e,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Power Generation & Distribution,-6.31,0.1061,1,7.5,132,WATCH,ELEVATED_VOLATILITY,NONE,0,31.9,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,0.053,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,ad68ae48414062a527dd61e11115f2a0233e0a12f4806340f5dac483d6ad1586,2eee3e3f003a5acddb82aa495022dc38fc8987c4a32d8ad147e6a93cf72dc1e2,,,,
pred_v56_52f079658883a081,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Asset Management & Wealth,-2.32,-1.3592,0,7.5,133,NORMAL,NONE,NONE,0,48.0,0,NONE,KEEP,-1.3592,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,e23f82640e6115b59410b75ce28015ec0e1028f589a66dad99f0ba0b072f54a9,c1d91284ebc5e97fc4d81e51d79633579108fd43200edb62796213ccd40d42a8,,,,
pred_v56_31e876b927a03fa7,2026-08-24,2026-08-24T08:30:00+05:30,2026-08-24T08:30:00+05:30,Plywood & Boards,-7.44,0.0513,1,7.5,134,WATCH,ELEVATED_VOLATILITY,NONE,0,28.8,0,WATCH_PROCEED_WITH_CAUTION,KEEP_WITH_WARNING,0.0256,3758a3458574e02b89756aa1caf35b819c35f9cf0caf467afecc66da77b13139,b86e82b5f150101b802003e8a4ac3dc7b95c4c8d832cb69fff32cad7fd2b610b,d44bedf2a1dde8afffccb88afed64fcf2b91e5bda9eb2ebcf6a020d1df296941,,,,
